uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,samplingImpractical,biophysicalCriteria,collectDate,eventID,sampleID,sampleCode,samplingMethod,totalSampledArea,targetTaxaPresent,adultCount,nymphCount,larvaCount,sampleCondition,samplingProtocolVersion,measuredBy,remarks
"a24dc5c9-dc70-4189-8f4a-6b50ecee4408","MOAB_004.tickPlot.tck","D13","MOAB","MOAB_004","distributed","shrubScrub",38.234504,-109.398112,"WGS84",20.1,1763.7,0.1,"temperature low",,"2021-03-16T18:00Z","MOAB.2021.12",,,,,,,,,,"NEON.DOC.014045vK","0000-0001-5523-6326","Temperatures not met; COVID19 - staff limitations"
"eb68f3e5-ddaa-471a-9fc9-afdd10aca447","MOAB_003.tickPlot.tck","D13","MOAB","MOAB_003","distributed","evergreenForest",38.261625,-109.347804,"WGS84",20.1,2013.2,0.2,"temperature low",,"2021-03-16T18:00Z","MOAB.2021.12",,,,,,,,,,"NEON.DOC.014045vK","0000-0001-5523-6326","Temperatures not met; COVID19 - staff limitations"
"ab8a04b6-8ef3-4eb7-a8b7-311ba2cfc1ab","MOAB_002.tickPlot.tck","D13","MOAB","MOAB_002","distributed","shrubScrub",38.211659,-109.413379,"WGS84",20.1,1770.4,0.2,"temperature low",,"2021-03-16T18:00Z","MOAB.2021.12",,,,,,,,,,"NEON.DOC.014045vK","0000-0001-5523-6326","Temperatures not met; COVID19 - staff limitations"
"b9e060d2-072f-41f0-bc2e-ec94eb287a4e","MOAB_006.tickPlot.tck","D13","MOAB","MOAB_006","distributed","shrubScrub",38.235080,-109.406067,"WGS84",20.1,1759.7,0.1,"temperature low",,"2021-03-16T18:00Z","MOAB.2021.12",,,,,,,,,,"NEON.DOC.014045vK","0000-0001-5523-6326","Temperatures not met; COVID19 - staff limitations"
"f7a2dd84-0af4-4a1b-be03-ccd8185a42e1","MOAB_005.tickPlot.tck","D13","MOAB","MOAB_005","distributed","shrubScrub",38.210852,-109.402026,"WGS84",20.1,1763.5,0.1,"temperature low",,"2021-03-16T18:00Z","MOAB.2021.12",,,,,,,,,,"NEON.DOC.014045vK","0000-0001-5523-6326","Temperatures not met; COVID19 - staff limitations"
"a7740a16-9b95-46e1-82b9-ab4a38443e7c","MOAB_001.tickPlot.tck","D13","MOAB","MOAB_001","distributed","shrubScrub",38.258888,-109.413897,"WGS84",20.1,1804.0,0.1,"temperature low",,"2021-03-16T18:00Z","MOAB.2021.12",,,,,,,,,,"NEON.DOC.014045vK","0000-0001-5523-6326","Temperatures not met; COVID19 - staff limitations"
