uid,nightuid,namedLocation,domainID,siteID,plotID,trapCoordinate,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,trapStatus,trapType,collectDate,endDate,tagID,individualCode,taxonID,scientificName,taxonRank,identificationQualifier,identificationReferences,identificationHistoryID,voucherUpdate,nativeStatusCode,sex,recapture,fate,replacedTag,lifeStage,testes,nipples,pregnancyStatus,vagina,hindfootLength,earLength,tailLength,totalLength,weight,larvalTicksAttached,nymphalTicksAttached,adultTicksAttached,tickNumber,additionalParasites,frozenSamplePrepMethod,bloodSampleID,bloodSampleBarcode,bloodSampleMethod,bloodSampleVolume,fecalSampleID,fecalSampleBarcode,fecalSampleCondition,earSampleID,earSampleBarcode,hairSampleID,hairSampleBarcode,hairSampleContents,voucherSampleID,voucherSampleBarcode,measuredBy,recordedBy,identifiedBy,identifiedDate,remarks,dataQF,dataEntryRecordID
"0d2c9769-5369-4690-a7c2-57dbc8033e1e","e8593d99-08c0-4135-b875-b26b1e3e6b36","CPER_011.mammalGrid.mam","D10","CPER","CPER_011","J3","distributed","grasslandHerbaceous",40.867580,-104.703635,"WGS84",45.1,1647.1,0.1,"6 - trap set and empty","ShermanXLK","2024-07-02","2024-07-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0000-0002-5795-6850","0009-0004-8985-7365",,,,,"f8015d9e-90aa-45ca-a89b-4f3713fd2a32"
"512a1ec0-46b8-4f58-81be-4ee234f7c67f","ce5ca90e-e462-4eb2-bba4-8e69a2971b2f","CPER_015.mammalGrid.mam","D10","CPER","CPER_015","C9","distributed","grasslandHerbaceous",40.853174,-104.743010,"WGS84",45.1,1662.3,0.1,"6 - trap set and empty","ShermanXLK","2024-07-02","2024-07-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0009-0004-7358-8332","0009-0004-4054-4309",,,,,"2aa3f83a-622b-41de-bb13-b9a820734f25"
"8841c81a-e3f2-4a1d-a40a-206611ed71f9","533b951f-e312-4fa9-92ca-b94c6356159f","CPER_002.mammalGrid.mam","D10","CPER","CPER_002","A2","distributed","grasslandHerbaceous",40.810459,-104.730866,"WGS84",45.1,1649.7,0.1,"1 - trap not set","ShermanXLK","2024-07-02","2024-07-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0000-0002-2637-0718","0000-0002-2637-0718",,,,,"d31be28b-ec33-425c-ada6-b1a8faa2d877"
"f6f46973-429d-446d-ad51-fb9ec1d677f2","27855e30-5c36-43d3-ac7d-cd4fbfde1172","CPER_005.mammalGrid.mam","D10","CPER","CPER_005","C9","distributed","grasslandHerbaceous",40.854109,-104.726916,"WGS84",45.1,1664.7,0.1,"6 - trap set and empty","ShermanXLK","2024-07-02","2024-07-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0009-0004-8985-7365","0000-0002-5795-6850",,,,,"4379324c-3365-4ada-8f6b-90a239e47162"
"9156da7d-021b-4b22-b2d9-959111d16fd8","533b951f-e312-4fa9-92ca-b94c6356159f","CPER_002.mammalGrid.mam","D10","CPER","CPER_002","G10","distributed","grasslandHerbaceous",40.810459,-104.730866,"WGS84",45.1,1649.7,0.1,"1 - trap not set","ShermanXLK","2024-07-02","2024-07-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0000-0002-2637-0718","0000-0002-2637-0718",,,,,"57dee6c7-8f8c-4794-8924-d423934587af"
"c98eedda-5e25-4688-a160-5421c6ce204f","27855e30-5c36-43d3-ac7d-cd4fbfde1172","CPER_005.mammalGrid.mam","D10","CPER","CPER_005","H4","distributed","grasslandHerbaceous",40.854109,-104.726916,"WGS84",45.1,1664.7,0.1,"4 - more than 1 capture in one trap","ShermanXLK","2024-07-02","2024-07-02","NEON.MAM.D10.846380",,"PEFL","Perognathus flavus","species","cf. species",,,,"N","M","N","processed",,"adult","scrotal",,,,,,,,,"U","U","U",,"did not check","dry ice",,,,,,,,,,,,,,,"0009-0004-8985-7365","0000-0002-5795-6850",,,,,"7874d095-4cf2-433e-bc80-22ddff64c53f"
"587730ab-6ae0-40aa-b288-d5db4fdef86b","e8593d99-08c0-4135-b875-b26b1e3e6b36","CPER_011.mammalGrid.mam","D10","CPER","CPER_011","G2","distributed","grasslandHerbaceous",40.867580,-104.703635,"WGS84",45.1,1647.1,0.1,"6 - trap set and empty","ShermanXLK","2024-07-02","2024-07-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0000-0002-5795-6850","0009-0004-8985-7365",,,,,"41c98327-12c8-4bae-8505-9bf635120177"
"495bc200-c406-404b-85ad-82e52351d657","e8593d99-08c0-4135-b875-b26b1e3e6b36","CPER_011.mammalGrid.mam","D10","CPER","CPER_011","F3","distributed","grasslandHerbaceous",40.867580,-104.703635,"WGS84",45.1,1647.1,0.1,"6 - trap set and empty","ShermanXLK","2024-07-02","2024-07-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0000-0002-5795-6850","0009-0004-8985-7365",,,,,"c009de07-1275-456f-a7b9-32bbab5a74ed"
"67a3e37f-b4c4-4ed4-9d2a-558b927971f8","533b951f-e312-4fa9-92ca-b94c6356159f","CPER_002.mammalGrid.mam","D10","CPER","CPER_002","G9","distributed","grasslandHerbaceous",40.810459,-104.730866,"WGS84",45.1,1649.7,0.1,"1 - trap not set","ShermanXLK","2024-07-02","2024-07-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0000-0002-2637-0718","0000-0002-2637-0718",,,,,"085b26d9-e2fb-4547-989d-5750ba306baa"
"bcdcf2d7-7634-4404-9a7c-2a58adbb817c","e8593d99-08c0-4135-b875-b26b1e3e6b36","CPER_011.mammalGrid.mam","D10","CPER","CPER_011","E3","distributed","grasslandHerbaceous",40.867580,-104.703635,"WGS84",45.1,1647.1,0.1,"5 - capture","ShermanXLK","2024-07-02","2024-07-02","NEON.MAM.D10.R5395",,"DIOR","Dipodomys ordii","species",,,,,"N","F","Y","processed",,"adult",,"nonenlarged","not","neither",,,,,,"U","U","U",,"did not check","dry ice",,,,,,,,,,,,,,,"0000-0002-5795-6850","0009-0004-8985-7365",,,,,"b92ddb11-2627-4fa3-924b-8333f7c8b428"
"d7b00c5d-6e45-459d-a07c-bf1181c70a6a","e8593d99-08c0-4135-b875-b26b1e3e6b36","CPER_011.mammalGrid.mam","D10","CPER","CPER_011","C9","distributed","grasslandHerbaceous",40.867580,-104.703635,"WGS84",45.1,1647.1,0.1,"5 - capture","ShermanXLK","2024-07-02","2024-07-02","NEON.MAM.D10.R5364",,"REME","Reithrodontomys megalotis","species","cf. species",,,,"N","M","Y","processed",,"adult","scrotal",,,,15,,,,15,"N","N","N",,"none","dry ice","CPER.20240702.R5364.B","D00000070097","mandibular",,,,,,,,,,,,"0000-0002-5795-6850","0009-0004-8985-7365",,,,,"323f285b-d150-401e-9354-4861eda0d615"
"a9685493-c743-4a64-ab8b-f159f0eb01a0","533b951f-e312-4fa9-92ca-b94c6356159f","CPER_002.mammalGrid.mam","D10","CPER","CPER_002","A1","distributed","grasslandHerbaceous",40.810459,-104.730866,"WGS84",45.1,1649.7,0.1,"1 - trap not set","ShermanXLK","2024-07-02","2024-07-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0000-0002-2637-0718","0000-0002-2637-0718",,,,,"1c9dbd9e-bf75-470f-881a-3f18aa6f64f3"
"3ef8613d-84eb-4536-9375-3f7ac567b9d3","e8593d99-08c0-4135-b875-b26b1e3e6b36","CPER_011.mammalGrid.mam","D10","CPER","CPER_011","H10","distributed","grasslandHerbaceous",40.867580,-104.703635,"WGS84",45.1,1647.1,0.1,"5 - capture","ShermanXLK","2024-07-02","2024-07-02","NEON.MAM.D10.R5360",,"DIOR","Dipodomys ordii","species",,,,,"N","M","Y","processed",,"adult","scrotal",,,,40,,,,70,"N","N","N",,"none","dry ice",,,,,,,,,,,,,,,"0000-0002-5795-6850","0009-0004-8985-7365",,,,,"98939d8c-2e7e-45c9-8ef8-01ef390d0c2d"
"dab9d738-68a2-402b-863a-b2a30e152576","27855e30-5c36-43d3-ac7d-cd4fbfde1172","CPER_005.mammalGrid.mam","D10","CPER","CPER_005","J1","distributed","grasslandHerbaceous",40.854109,-104.726916,"WGS84",45.1,1664.7,0.1,"6 - trap set and empty","ShermanXLK","2024-07-02","2024-07-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0009-0004-8985-7365","0000-0002-5795-6850",,,,,"d6b0d073-3e89-45d2-bdbb-716e4f94441b"
"0c3f60bd-d5e9-4e2b-8eb3-75afd5e29c0b","e8593d99-08c0-4135-b875-b26b1e3e6b36","CPER_011.mammalGrid.mam","D10","CPER","CPER_011","F4","distributed","grasslandHerbaceous",40.867580,-104.703635,"WGS84",45.1,1647.1,0.1,"3 - trap door open or closed w/ spoor left","ShermanXLK","2024-07-02","2024-07-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"did not check","dry ice",,,,,,,,,,,,,,,"0000-0002-5795-6850","0009-0004-8985-7365",,,,,"99454263-147e-4a11-898e-faa821819347"
"145a9cad-83d8-4682-822b-d9850a32e4c4","533b951f-e312-4fa9-92ca-b94c6356159f","CPER_002.mammalGrid.mam","D10","CPER","CPER_002","G2","distributed","grasslandHerbaceous",40.810459,-104.730866,"WGS84",45.1,1649.7,0.1,"1 - trap not set","ShermanXLK","2024-07-02","2024-07-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0000-0002-2637-0718","0000-0002-2637-0718",,,,,"cf6c28d3-8d7f-4cb8-ac64-26e94e5555ce"
"f3052a4e-6366-4edb-be2c-e4fbfc0c8c8b","e8593d99-08c0-4135-b875-b26b1e3e6b36","CPER_011.mammalGrid.mam","D10","CPER","CPER_011","D2","distributed","grasslandHerbaceous",40.867580,-104.703635,"WGS84",45.1,1647.1,0.1,"6 - trap set and empty","ShermanXLK","2024-07-02","2024-07-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0000-0002-5795-6850","0009-0004-8985-7365",,,,,"93977da7-08d4-489c-8a93-8cb8d4cbd317"
"fdc68e64-1abb-4855-a5ff-39468bd2d1e4","e8593d99-08c0-4135-b875-b26b1e3e6b36","CPER_011.mammalGrid.mam","D10","CPER","CPER_011","B7","distributed","grasslandHerbaceous",40.867580,-104.703635,"WGS84",45.1,1647.1,0.1,"6 - trap set and empty","ShermanXLK","2024-07-02","2024-07-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0000-0002-5795-6850","0009-0004-8985-7365",,,,,"f4ac3e5a-25cf-4292-a18a-9a0f828e7d44"
"181b3dd5-ec02-44e6-bfe3-136780aa55e0","ce5ca90e-e462-4eb2-bba4-8e69a2971b2f","CPER_015.mammalGrid.mam","D10","CPER","CPER_015","G3","distributed","grasslandHerbaceous",40.853174,-104.743010,"WGS84",45.1,1662.3,0.1,"6 - trap set and empty","ShermanXLK","2024-07-02","2024-07-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0009-0004-7358-8332","0009-0004-4054-4309",,,,,"6c28ec39-d63e-4dd4-9a1f-d08ca09c545f"
"19cb3bdc-f486-4212-9af1-3ca627859493","533b951f-e312-4fa9-92ca-b94c6356159f","CPER_002.mammalGrid.mam","D10","CPER","CPER_002","C8","distributed","grasslandHerbaceous",40.810459,-104.730866,"WGS84",45.1,1649.7,0.1,"1 - trap not set","ShermanXLK","2024-07-02","2024-07-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0000-0002-2637-0718","0000-0002-2637-0718",,,,,"9af02ef9-1573-4c76-a6ff-a3d9081db343"
"e9bde095-4bc0-4ac6-95cc-19b60511503f","ce5ca90e-e462-4eb2-bba4-8e69a2971b2f","CPER_015.mammalGrid.mam","D10","CPER","CPER_015","I8","distributed","grasslandHerbaceous",40.853174,-104.743010,"WGS84",45.1,1662.3,0.1,"5 - capture","ShermanXLK","2024-07-02","2024-07-02","NEON.MAM.D10.L5706",,"DIOR","Dipodomys ordii","species",,,,,"N","M","Y","processed",,"adult","scrotal",,,,,,,,76,"U","U","U",,"did not check","dry ice",,,,,,,,,,,,,,,"0009-0004-7358-8332","0009-0004-4054-4309",,,,,"530ff030-ab25-481f-8121-af4dd963e72d"
"49baef8c-abeb-4a4d-a4b3-eda2d759f1c1","27855e30-5c36-43d3-ac7d-cd4fbfde1172","CPER_005.mammalGrid.mam","D10","CPER","CPER_005","I6","distributed","grasslandHerbaceous",40.854109,-104.726916,"WGS84",45.1,1664.7,0.1,"6 - trap set and empty","ShermanXLK","2024-07-02","2024-07-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0009-0004-8985-7365","0000-0002-5795-6850",,,,,"f8a9425e-6ecb-4d08-8974-f3b6989c8588"
"6f9008f3-b6e8-44a5-8fcc-c157ffed69f2","27855e30-5c36-43d3-ac7d-cd4fbfde1172","CPER_005.mammalGrid.mam","D10","CPER","CPER_005","B1","distributed","grasslandHerbaceous",40.854109,-104.726916,"WGS84",45.1,1664.7,0.1,"6 - trap set and empty","ShermanXLK","2024-07-02","2024-07-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0009-0004-8985-7365","0000-0002-5795-6850",,,,,"283a4acc-03c0-465f-a07c-4d5a11827c56"
"b0878440-633d-40bc-adfb-58ef10de98ae","533b951f-e312-4fa9-92ca-b94c6356159f","CPER_002.mammalGrid.mam","D10","CPER","CPER_002","H6","distributed","grasslandHerbaceous",40.810459,-104.730866,"WGS84",45.1,1649.7,0.1,"1 - trap not set","ShermanXLK","2024-07-02","2024-07-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0000-0002-2637-0718","0000-0002-2637-0718",,,,,"3efb298e-b7a8-4898-a016-11cef6f6c399"
"442922df-d037-43bd-9d01-45811175a20f","e8593d99-08c0-4135-b875-b26b1e3e6b36","CPER_011.mammalGrid.mam","D10","CPER","CPER_011","H3","distributed","grasslandHerbaceous",40.867580,-104.703635,"WGS84",45.1,1647.1,0.1,"6 - trap set and empty","ShermanXLK","2024-07-02","2024-07-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0000-0002-5795-6850","0009-0004-8985-7365",,,,,"f5197117-c945-484a-a8a9-3063d778e252"
"dfd86e3c-e46a-478e-9472-a2e7199f3887","533b951f-e312-4fa9-92ca-b94c6356159f","CPER_002.mammalGrid.mam","D10","CPER","CPER_002","J3","distributed","grasslandHerbaceous",40.810459,-104.730866,"WGS84",45.1,1649.7,0.1,"1 - trap not set","ShermanXLK","2024-07-02","2024-07-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0000-0002-2637-0718","0000-0002-2637-0718",,,,,"d2a11b7f-d890-49a8-bf4c-42af3177822a"
