"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"eta[20]",116.315612783333,116.33116,2.12062341850242,2.136560034,112.868362,119.722279,1.00110676101022,6265.00764453196,4002.71208334996
"eta[21]",120.260539351667,120.245065,1.96527840924135,1.95601641900002,117.0143345,123.4535505,1.00043881270102,4973.47811099293,4437.37807748235
"eta[22]",125.716900798333,125.736005,2.11353756891052,2.121474579,122.161394,129.026638,1.0000263341913,5578.3937175545,3659.52697235598
"eta[23]",112.833428848333,112.800335,1.49325498292476,1.472414538,110.4386385,115.2987385,0.999880491296008,5577.56033911206,3998.85145866506
"eta[24]",121.907629376667,121.89229,3.28015695023323,3.15070291199999,116.5008665,127.3901755,1.00039256417167,5477.26806903751,3934.71154464792
"eta[25]",120.125868585,120.00247,2.25573684927777,2.09033256599999,116.6423595,123.9281985,0.99994004937131,5033.8419371095,4346.11480884091
"eta[26]",125.860565471667,125.901935,1.70813086952223,1.679904408,122.9562215,128.588916,1.00033412751067,5363.24861961483,4176.41018689549
"eta[27]",126.740459545,126.72246,2.1084552545842,2.19152742900001,123.2367435,130.193099,0.999682649762729,5895.1117261304,4859.61320152264
"eta[28]",114.968254938333,114.96848,2.18563456293156,2.178628809,111.3987225,118.511318,1.00009277740689,6000.01638819691,4140.1040761973
"eta[29]",116.824982975,116.788915,1.65854013617922,1.617872424,114.133893,119.6175275,0.999744778856017,5097.44820204881,4514.70914504232
"eta[30]",121.361060558333,121.605,2.0835927767302,1.903858551,117.462642,124.407457,1.00024614351629,5504.45163479487,4499.7323168204
"eta[31]",111.939711265,111.93421,1.66488971094077,1.55093303399999,109.332544,114.554974,1.00030621417589,5856.73083383443,4328.72756238065
"eta[32]",123.85132946,123.85179,2.75925673812788,2.70789477,119.2802485,128.4037145,1.00034323299401,5616.16995435003,4323.46243986207
"eta[33]",127.30622877,127.09786,2.59332095183244,2.33489484899999,123.44495,131.79219,1.00018693386951,5287.8644123679,3560.57651782156
"eta[34]",126.010202866667,125.94402,1.67450686214465,1.605789234,123.437858,128.7530705,1.00012724445732,5502.91267575942,4143.10348171109
"eta[35]",121.528157108333,121.49597,1.83042421371792,1.807652637,118.630193,124.6220025,1.0014897734232,4091.30758863945,4512.17061680242
