uid,namedLocation,plotID,collectDate,identifiedDate,sampleID,subsampleID,scientificName,acceptedTaxonID,taxonRank,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,identificationQualifier,identificationReferences,identificationProtocolVersion,identificationHistoryID,scientificNameAuthorship,sexOrAge,individualCount,sampleCondition,archiveMedium,archiveFacilityID,deprecatedVialID,identifiedBy,laboratoryName,remarks
"c01b1774-09e9-4e1c-bbf1-629a7509514e","DELA_001.tickPlot.tck","DELA_001","2015-08-04T14:25Z","2016-08-02T16:00Z","DELA_001.20150804","DELA_001.20150804.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",,,,"Amblyomma",,"americanum",,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf",,"Linnaeus","Nymph",1,"OK","90% ethanol","127044",,"L. Beati","Georgia Southern University",
"f6e6e28d-15f6-4e87-9bcd-82821c3713c5","DELA_007.tickPlot.tck","DELA_007","2015-08-26T14:11Z","2016-08-04T16:00Z","DELA_007.20150826","DELA_007.20150826.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",,,,"Amblyomma",,"americanum",,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf",,"Linnaeus","Nymph",1,"OK","90% ethanol","127046",,"L. Beati","Georgia Southern University",
"ed82626f-3f8f-4fb1-ac38-7cb9cca0753c","DELA_005.tickPlot.tck","DELA_005","2015-08-26T14:42Z","2016-08-04T16:00Z","DELA_005.20150826","DELA_005.20150826.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",,,,"Amblyomma",,"americanum",,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf",,"Linnaeus","Nymph",1,"OK","90% ethanol","127045",,"L. Beati","Georgia Southern University",
