uid,namedLocation,plotID,collectDate,identifiedDate,sampleID,subsampleID,scientificName,acceptedTaxonID,taxonRank,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,identificationQualifier,identificationReferences,identificationProtocolVersion,identificationHistoryID,scientificNameAuthorship,sexOrAge,individualCount,sampleCondition,archiveMedium,archiveFacilityID,deprecatedVialID,identifiedBy,laboratoryName,remarks
"fe95df18-108a-4cae-a4a9-a4bc75a0833a","LENO_002.tickPlot.tck","LENO_002","2017-05-09T18:34Z","2017-12-28T17:00Z","LENO_002.20170509","LENO_002.20170509.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",,,,"Amblyomma",,"americanum",,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf",,"Linnaeus","Nymph",1,"OK","90% ethanol","USNMENT01358357","LENO_001.20170509.AMBAME.N","Lorenza Beati","Georgia Southern University","vial/ code inside says LENO_002"
"40a1a1cc-6d43-4859-ad77-8f6dc7ede646","LENO_023.tickPlot.tck","LENO_023","2017-05-09T19:57Z","2017-12-28T17:00Z","LENO_023.20170509","LENO_023.20170509.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",,,,"Amblyomma",,"americanum",,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf",,"Linnaeus","Nymph",1,"OK","90% ethanol","USNMENT01358359","LENO_023.20170509.AMBAME.N","Lorenza Beati","Georgia Southern University",
"6c30d215-9a37-487a-b962-475355666499","LENO_004.tickPlot.tck","LENO_004","2017-05-09T21:31Z","2017-12-28T17:00Z","LENO_004.20170509","LENO_004.20170509.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",,,,"Amblyomma",,"americanum",,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf",,"Linnaeus","Nymph",4,"OK","90% ethanol","USNMENT01358358","LENO_004.20170509.AMBAME.N","Lorenza Beati","Georgia Southern University",
"a0ad919b-0f24-4cbf-8341-50010e4e3cfb","LENO_023.tickPlot.tck","LENO_023","2017-05-30T19:29Z","2017-12-18T17:00Z","LENO_023.20170530","LENO_023.20170530.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",,,,"Amblyomma",,"americanum",,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf",,"Linnaeus","Nymph",1,"OK","90% ethanol","USNMENT01358610","LENO_023.20170530.AMBAME.N","Lorenza Beati","Georgia Southern University",
"76a5d314-f6f1-4c27-a521-6cbb17d40bea","LENO_042.tickPlot.tck","LENO_042","2017-05-30T20:30Z","2017-12-18T17:00Z","LENO_042.20170530","LENO_042.20170530.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",,,,"Amblyomma",,"americanum",,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf",,"Linnaeus","Nymph",1,"OK","90% ethanol","USNMENT01358612","LENO_042.20170530.AMBAME.N","Lorenza Beati","Georgia Southern University",
"d2da2cc4-4522-466f-9d1b-1ae0c1a7fc3b","LENO_004.tickPlot.tck","LENO_004","2017-05-30T21:08Z","2017-12-18T17:00Z","LENO_004.20170530","LENO_004.20170530.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",,,,"Amblyomma",,"americanum",,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf",,"Linnaeus","Nymph",1,"OK","90% ethanol","USNMENT01358611","LENO_004.20170530.AMBAME.N","Lorenza Beati","Georgia Southern University",
