Latitude & Longitude in Decimal Degrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Identification Information,LATITUDE,LONGITUDE,IES Project #(s),Comments (colored rows = coords in Fld Res Database),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROXIMITY,,,,,SYMBOL,;waypts
Ostfeld,N41.790488,W073.752345,1260, NE cor vole fence lowland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ostfeld,N41.790305,W073.753380,1260, NW cor vole fence lowland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ostfeld,N41.790568,W073.752962,1260, SW cor N vole fence lowland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ostfeld,N41.791330,W073.754120,1260, NW cor N vole fence lowland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ostfeld,N41.791534,W073.753659,1260,NE cor N vole fence lowland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ostfeld,N41.790831,W073.752597,1260,SE cor N vole fence lowland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ostfeld,N41.789651,W073.752119,1260,mid pt on E side of S vole fence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waterman Bird Club,N41.791121,W073.755467,390,Bluebird box grid 180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waterman Bird Club,N41.791158,W073.755317,390,Bluebird box grid 180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canham/Berkowitz,N41.790048,W073.753927,1070, grid 192-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canham/Berkowitz,N41.789731,W073.753836,1070, grid 192-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waterman Bird Club,N41.790745,W073.757360,390,Bluebird box grid 155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hone & Berkowitz,N41.789897,W073.758675,1710, grid 154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hone & Berkowitz,N41.788417,W073.759447,1710, grid 145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canham/Berkowitz,N41.787119,W073.759517,1070, grid 146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canham/Berkowitz,N41.786974,W073.759925,1070, grid 128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armesto & Pickett,N41.787087,W073.759962,940, grid 128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manson, Ostfeld & Bustamante",N41.789431,W073.757596,1800, grid 167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fargione,N41.788621,W073.756969,1670, grid 168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cadnasso, Weathers & Pickett",N41.787859,W073.755649,2160, SE corner of site (grid 169),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cadnasso, Weathers & Pickett",N41.788433,W073.757124,2160, NE corner of site (grid 168),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cadnasso, Weathers & Pickett",N41.787687,W073.757661,2160, NW corner of site (grid 153),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cadnasso, Weathers & Pickett",N41.787264,W073.756459,2160, SW corner of site (grid 152),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jones & Lerdau,N41.791126,W073.759259,1880, general  area location (grid 141),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jones & Lerdau,N41.790530,W073.759732,1880, general area location (grid 142),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canham/Berkowitz,N41.790364,W073.759689,1070, grid 142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jones & Lerdau,N41.790278,W073.759115,1880, general area location (grid 143),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waterman Bird Club,N41.791990,W073.757650,390,Bluebird box grid 156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jones & Lerdau,N41.791845,W073.757779,1880, NW corner of nursery fence site (grid 156),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jones & Lerdau,N41.791464,W073.757736,1880, SW corner of nursery fence site (grid 156),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jones & Lerdau,N41.791432,W073.757301,1880, SE corner of nursery fence site (grid 156),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jones & Lerdau,N41.791893,W073.757318,1880, NE corner of nursery fence site (grid 156),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waterman Bird Club,N41.792703,W073.756234,390,Bluebird box grid 181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cadnasso, Pickett & McDonnell",N41.787859,W073.755649,1780, SE corner of site (grid 169),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cadnasso, Pickett & McDonnell",N41.788433,W073.757124,1780, NE corner of site (grid 168),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cadnasso, Pickett & McDonnell",N41.787687,W073.757661,1780, NW corner of site (grid 153),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cadnasso, Pickett & McDonnell",N41.787264,W073.756459,1780, SW corner of site (grid 152),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McAninch, Canham & Wood",N41.791094,W073.744663,1050, Slanted deer fence - NE corner (grid 424),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McAninch, Canham & Wood",N41.791094,W073.745350,1050, Slanted deer fence - NW corner (grid 424),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McAninch, Canham & Wood",N41.790182,W073.745291,1050, Slanted deer fence -SW corner (grid 424),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McAninch, Canham & Wood",N41.790187,W073.744679,1050, Slanted deer fence - SE corner (grid 424),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lovett,N41.784560,W073.741573,810, Grids 489 545 746 757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canham/Berkowitz,N41.808169,W073.732121,1070, Pettite Rd. (grid 720),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canham/Berkowitz,N41.796624,W073.721076,1070, Henry Farm (grid 955),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canham/Berkowitz,N41.800787,W073.722985,1070, Henry Farm (grid 935),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fargione,N41.801565,W073.721306,1350, Henry Farm (grid 961),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canham/Berkowitz,N41.787773,W073.727958,1070, Rt. 44-A (grid 867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canham/Berkowitz,N41.787757,W073.728291,1070, Rt. 44-A (grid 867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canham/Berkowitz,N41.786098,W073.737425,1070,Grid 622 Tea House Rd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe,N41.802584,W073.726086,290, Grid 883 Browse Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe,N41.802547,W073.722288,290, Grid 886 Browse Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe,N41.800031,W073.722438,290, Grid 933 Browse Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe,N41.799886,W073.718871,290, Grid 982 Browse Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe,N41.797279,W073.719005,290, Grid 979 Browse Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe,N41.797622,W073.721864,290, Grid 939 Browse Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe,N41.800133,W073.722443,290, Grid 936 Browse Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe,N41.798373,W073.727352,290, Grid 855 Browse Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe,N41.805267,W073.725920,290, Grid 889 Browse Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe,N41.802965,W073.729744,290, Grid 794 Browse Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe,N41.808115,W073.733097,290, Grid 715 Browse Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe,N41.808002,W073.729530,290, Grid 788 Browse Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe,N41.805395,W073.729584,290, Grid 791 Browse Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe,N41.802702,W073.733333,290, Grid 709 Browse Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe,N41.805460,W073.733553,290, Grid 712 Browse Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe,N41.806334,W073.735828,290, Grid 645 Browse Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe,N41.808136,W073.736536,290, Grid 582 Browse Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe,N41.787677,W073.734546,290, Grid 673 Browse Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe,N41.787483,W073.738134,290, Grid 556 Browse Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe,N41.789715,W073.734615,290, Grid 670 Browse Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe,N41.801055,W073.737904,290, Grid 571 Browse Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe,N41.798636,W073.737560,290, Grid 568 Browse Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe,N41.795900,W073.738011,290, Grid 565 Browse Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe,N41.792939,W073.738043,290, Grid 562 Browse Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe,N41.790225,W073.738354,290, Grid 559 Browse Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe,N41.789211,W073.741686,290, Grid 483 Browse Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe,N41.792027,W073.741696,290, Grid 480 Browse Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe,N41.794683,W073.741643,290, Grid 477 Browse Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe,N41.797440,W073.741664,290, Grid 474 Browse Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canham/McDonnell,N41.803089,W073.732625,430, Cary Forest Plot?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canham/McDonnell,N41.795273,W073.738038,430, Cary Forest Plot?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canham/McDonnell,N41.794232,W073.741106,430, Cary Forest Plot 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canham/McDonnell,N41.798636,W073.737560,430, Cary Forest Plot?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canham/McDonnell,N41.793441,W073.741135,430,Cary Forest Plot502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canham/McDonnell,N41.794331,W073.737857,430,Cary Forest Plot598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canham/McDonnell,N41.792700,W073.737358,430,Cary Forest Plot600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canham/McDonnell,N41.788623,W073.737465,430,Cary Forest Plot605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canham/McDonnell,N41.789562,W073.736558,430,Cary Forest Plot626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canham/McDonnell,N41.796852,W073.735765,430,Cary Forest Plot634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canham/McDonnell,N41.797416,W073.736468,430,Cary Forest Plot635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canham/McDonnell,N41.799588,W073.736865,430,Cary Forest Plot637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canham/McDonnell,N41.795957,W073.734805,430,Cary Forest Plot664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canham/McDonnell,N41.793870,W073.735422,430,Cary Forest Plot667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canham/McDonnell,N41.788854,W073.734730,430,Cary Forest Plot672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canham/McDonnell,N41.793264,W073.733807,430,Cary Forest Plot698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canham/McDonnell,N41.796745,W073.733908,430,Cary Forest Plot702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canham/McDonnell,N41.791628,W073.733023,430,Cary Forest Plot739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canham/McDonnell,N41.790587,W073.732868,430,Cary Forest Plot740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canham/McDonnell,N41.788886,W073.732080,430,Cary Forest Plot761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canham/McDonnell,N41.797770,W073.731833,430,Cary Forest Plot771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canham/McDonnell,N41.794980,W073.730390,430,Cary Forest Plot805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canham/McDonnell,N41.790430,W073.730520,430,Cary Forest Plot808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canham/McDonnell,N41.798870,W073.728410,430,Cary Forest Plot854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe/Canham Fences,N41.762464,W073.755896,1480, RK Site 4 3rd on rt. Fen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe/Canham Fences,N41.762802,W073.756014,1480, RK Site 4 3rd on rt. unfen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe/Canham Fences,N41.764239,W073.754560,1480, RK site 2 2nd on Rt. Fen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe/Canham Fences,N41.764003,W073.754517,1480, RK site 2_ 2nd on Rt. unfen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe/Canham Fences,N41.763628,W073.752795,1480, RK site 3 lft side of rd. Fen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe/Canham Fences,N41.763987,W073.752591,1480, RK site 3 lft side of rd Unfen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe/Canham Fences,N41.767206,W073.754571,1480, RK site 1_ 1st on rt side_ Unfen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe/Canham Fences,N41.767437,W073.754576,1480, RK site 1_ 1st on rt side_ Fen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe/Canham Fences,N41.702152,W073.697091,1480, MC Losse Woods Fen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe/Canham Fences,N41.702028,W073.697070,1480, MC Losse Woods UnFen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe/Canham Fences,N41.699555,W073.694785,1480, MC Ladder Stand Unfen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe/Canham Fences,N41.699384,W073.694988,1480, MC Ladder Stand Fen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe/Canham Fences,N41.694754,W073.695283,1480, MC Southend Fen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe/Canham Fences,N41.694958,W073.695128,1480, MC Southend unFen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe/Canham Fences,N41.694196,W073.691094,1480, MC Tower Rd Unfen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchcombe/Canham Fences,N41.694405,W073.691287,1480, MC Tower Rd Fen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V. Eviner,N41.785150,W073.742651,2330,Soil collection site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
