node,lower95,lower75,median,mean,upper75,upper95,variance,siteID,species,start.date == start.date,model,start.date,mice,weather
beta[10],-2.026951407065227,-1.4650978590947754,-0.6348972333721037,-0.6398777229833921,0.203001385366881,0.6932852156086011,0.5002592933172845,LENO,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-05-31,Mice,Weather
beta[11],-1.2760432849118126,-0.5940494435440588,0.4549194579454503,0.4809917934748696,1.5791100034640595,2.3556574421122853,0.8813518662711569,LENO,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-05-31,Mice,Weather
beta[12],-1.2963454759047524,-0.8260710878931482,-0.0754509244040864,0.01067228690954199,0.9294298718055752,1.6855945506001897,0.5872523526238206,LENO,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-05-31,Mice,Weather
beta[13],-0.6439363215389474,-0.39524047862056005,-0.03620354861911299,-0.03688894883886874,0.32175122340069073,0.5729573294031679,0.09595866521412567,LENO,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-05-31,Mice,Weather
beta[14],-0.9868565805826348,-0.4073630466223611,0.44264872166273106,0.4550559361283064,1.3333831596852836,1.936159469382515,0.5689902465742458,LENO,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-05-31,Mice,Weather
beta[1],-1.274724294735004,-1.0247745216496913,-0.6710883194934254,-0.6636318990519545,-0.29945522811876535,0.01169750163162147,0.10095415154007784,LENO,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-05-31,Mice,Weather
beta[2],-1.7418773004534385,-1.2963049654472214,-0.4098034689881633,-0.4538575926320492,0.3000971320773496,0.6911114094517872,0.4281453000135136,LENO,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-05-31,Mice,Weather
beta[3],-1.327775452264027,-0.8264085315541676,-0.09541644800440888,-0.1099782377229815,0.5885634757697181,0.990573948517752,0.36033370827518824,LENO,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-05-31,Mice,Weather
beta[4],0.05764303603001058,0.7751693975549003,1.6874635717277946,1.5962241642707815,2.299949446383871,2.6392775963225277,0.4308870434198032,LENO,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-05-31,Mice,Weather
beta[5],-0.7777927388669741,-0.5008560691830436,-0.07117558433411411,-0.08829952480474368,0.3092652298333737,0.5805216744888694,0.11816979896079408,LENO,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-05-31,Mice,Weather
beta[6],-2.717754752157942,-2.373145899614194,-1.8546812598732525,-1.8754235838887352,-1.404735272326757,-1.105747871602606,0.17178958040909778,LENO,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-05-31,Mice,Weather
beta[7],-0.8850888218320244,-0.2786953399438749,0.25607207501403045,0.2574987308655996,0.8316077863351189,1.1841890954254966,0.23660976288968083,LENO,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-05-31,Mice,Weather
beta[8],-1.391750996488805,-1.2014311441957686,0.40842204254170056,0.23866931045322387,1.6077976346218843,2.039654030522292,1.316201200023178,LENO,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-05-31,Mice,Weather
