node,lower95,lower75,median,mean,upper75,upper95,variance,siteID,species,start.date == start.date,model,start.date,mice,weather
beta[10],-2.2818249940492583,-1.6672959182976956,-0.692448447002631,-0.7047768315156098,0.2495696026703801,0.8753994432086727,0.6627982422356115,UKFS,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-31,Mice,Weather
beta[11],-1.6589305992040195,-0.8799707429773305,0.3250466784497309,0.33896236855543876,1.5606108177449505,2.3509357423043955,1.0661896608453605,UKFS,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-31,Mice,Weather
beta[12],-1.0073154082536016,-0.684743900289664,0.0223691305919112,0.1529583820911905,1.1152249038366744,1.955149694624549,0.6152934230392746,UKFS,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-31,Mice,Weather
beta[13],-0.6309078779247809,-0.37508916191319,-0.03102590184180962,-0.02977093673113742,0.3164993988463382,0.5329922841401811,0.08960817417283046,UKFS,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-31,Mice,Weather
beta[14],-1.040506786627153,-0.4004620162784278,0.5016724552778649,0.4903179968756541,1.3701247416928355,1.963389934566338,0.5920881545657846,UKFS,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-31,Mice,Weather
beta[1],-1.48796378906439,-1.1502801535499885,-0.6766155238225189,-0.6833533997891617,-0.2250300131048412,0.04735541457247509,0.15296451862650923,UKFS,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-31,Mice,Weather
beta[2],-3.0082978227225383,-2.677347742680745,-2.0567157975839216,-2.067433911506619,-1.4568800239212858,-1.1137923260197096,0.25100684155126535,UKFS,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-31,Mice,Weather
beta[3],0.12370701529080246,0.38380048681769174,0.9134684640098344,0.9528164422048874,1.575419326126028,2.0229803855473567,0.24855747533014264,UKFS,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-31,Mice,Weather
beta[4],0.00505791793044783,0.4746634760631085,1.2165650691874563,1.2630435093398706,2.076110993584152,2.5527160541336187,0.44028692065494585,UKFS,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-31,Mice,Weather
beta[5],-1.225692339996327,-0.9976007314174687,-0.5595482994433856,-0.5367600856620617,-0.06705786936810013,0.2407317864989221,0.15650489857754832,UKFS,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-31,Mice,Weather
beta[6],-2.818884479418995,-2.6235108759600108,-2.302159698693953,-2.2780304346504066,-1.8728219780996531,-1.6747315773614535,0.0950829366992708,UKFS,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-31,Mice,Weather
beta[7],-0.519539068235155,-0.1428961134162552,0.35915666899429344,0.34321925839275447,0.8054722431279853,1.096455614900841,0.17422874396871527,UKFS,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-31,Mice,Weather
beta[8],-0.49126298508719746,-0.27851287888640075,0.1710349862661653,0.3039497249777099,1.0114814549717424,1.4185913277329478,0.2982213665156703,UKFS,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-31,Mice,Weather
beta[9],-2.360526844399114,-1.48636527543521,-0.1215141142230128,-0.18470900609291907,1.0343004833188774,1.715472351303282,1.1269772394582405,UKFS,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-31,Mice,Weather
phi.a.mu,4.279012580584557,4.825783926600414,5.687655416131933,5.734933331000288,6.709898541492727,7.423964636828325,0.6535226811645791,UKFS,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-31,Mice,Weather
phi.l.mu,3.5168504147073447,3.559857683217434,3.62126968094435,3.620211034071849,3.6815527382940103,3.7212780880326046,0.0027478444024568,UKFS,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-31,Mice,Weather
phi.n.mu,3.7015498095554102,3.7365753657237537,3.7888066744819975,3.7886439159573073,3.8401697224371327,3.878017927034688,0.00204559944831756,UKFS,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-31,Mice,Weather
sig[1],23.101047689890887,31.181939402456283,51.61771499020008,54.27602097911823,78.30458475842057,102.84089592447926,424.0297887417713,UKFS,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-31,Mice,Weather
sig[2],23.5097322803198,26.785474256616816,32.62395341539704,33.882704837832016,41.33665467601117,52.45538853689208,52.02028686983399,UKFS,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-31,Mice,Weather
sig[3],0.28182688405580725,0.4031025232161716,0.8028025863212448,0.936381797742342,1.6088823413636093,2.34078313355545,0.31000912063291114,UKFS,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-31,Mice,Weather
sig[4],1.1036592696185608,1.2688877905934963,1.5805290642423286,1.6220338214235144,1.986870341225464,2.395933447974325,0.10859170615502652,UKFS,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-31,Mice,Weather
