"scene","sensor","tile","year_doy","evi2","year","doy","date"
"HLS_S30_T15TYL_2017127","S30","T15TYL","2017127",0.255715785274087,2017,127,2017-05-07
"HLS_L30_T15TYL_2017128","L30","T15TYL","2017128",0.261254672517471,2017,128,2017-05-08
"HLS_S30_T15TYL_2017134","S30","T15TYL","2017134",0.295468882038587,2017,134,2017-05-14
"HLS_L30_T15TYL_2017137","L30","T15TYL","2017137",NA,2017,137,2017-05-17
"HLS_S30_T15TYL_2017147","S30","T15TYL","2017147",0.405551949010003,2017,147,2017-05-27
"HLS_L30_T15TYL_2017153","L30","T15TYL","2017153",0.459253182306282,2017,153,2017-06-02
"HLS_S30_T15TYL_2017154","S30","T15TYL","2017154",0.469351024452241,2017,154,2017-06-03
"HLS_L30_T15TYL_2017160","L30","T15TYL","2017160",0.617734495814003,2017,160,2017-06-09
"HLS_S30_T15TYL_2017174","S30","T15TYL","2017174",0.60490664046048,2017,174,2017-06-23
"HLS_L30_T15TYL_2017176","L30","T15TYL","2017176",NA,2017,176,2017-06-25
"HLS_L30_T15TYL_2017185","L30","T15TYL","2017185",0.586464905468853,2017,185,2017-07-04
"HLS_S30_T15TYL_2017187","S30","T15TYL","2017187",0.626651653222948,2017,187,2017-07-06
"HLS_S30_T15TYL_2017189","S30","T15TYL","2017189",NA,2017,189,2017-07-08
"HLS_L30_T15TYL_2017192","L30","T15TYL","2017192",0.576666345531868,2017,192,2017-07-11
"HLS_L30_T15TYL_2017201","L30","T15TYL","2017201",NA,2017,201,2017-07-20
"HLS_L30_T15TYL_2017208","L30","T15TYL","2017208",0.617868706434601,2017,208,2017-07-27
"HLS_S30_T15TYL_2017209","S30","T15TYL","2017209",0.57012906523897,2017,209,2017-07-28
"HLS_S30_T15TYL_2017214","S30","T15TYL","2017214",NA,2017,214,2017-08-02
"HLS_L30_T15TYL_2017217","L30","T15TYL","2017217",0.535579625694111,2017,217,2017-08-05
"HLS_L30_T15TYL_2017224","L30","T15TYL","2017224",0.533372055814303,2017,224,2017-08-12
"HLS_L30_T15TYL_2017233","L30","T15TYL","2017233",0.432240810995709,2017,233,2017-08-21
"HLS_S30_T15TYL_2017247","S30","T15TYL","2017247",0.487662323575291,2017,247,2017-09-04
"HLS_L30_T15TYL_2017249","L30","T15TYL","2017249",NA,2017,249,2017-09-06
"HLS_S30_T15TYL_2017249","S30","T15TYL","2017249",NA,2017,249,2017-09-06
"HLS_S30_T15TYL_2017254","S30","T15TYL","2017254",0.449408395752417,2017,254,2017-09-11
"HLS_L30_T15TYL_2017256","L30","T15TYL","2017256",0.420761168699671,2017,256,2017-09-13
"HLS_S30_T15TYL_2017262","S30","T15TYL","2017262",0.384259823127586,2017,262,2017-09-19
"HLS_L30_T15TYL_2017272","L30","T15TYL","2017272",NA,2017,272,2017-09-29
"HLS_S30_T15TYL_2017274","S30","T15TYL","2017274",NA,2017,274,2017-10-01
"HLS_L30_T15TYL_2017281","L30","T15TYL","2017281",0.309766236023405,2017,281,2017-10-08
"HLS_S30_T15TYL_2017282","S30","T15TYL","2017282",0.301349906906034,2017,282,2017-10-09
"HLS_S30_T15TYL_2017289","S30","T15TYL","2017289",0.290798133865318,2017,289,2017-10-16
"HLS_S30_T15TYL_2017294","S30","T15TYL","2017294",NA,2017,294,2017-10-21
"HLS_L30_T15TYL_2017313","L30","T15TYL","2017313",0,2017,313,2017-11-09
"HLS_S30_T15TYL_2017314","S30","T15TYL","2017314",0,2017,314,2017-11-10
"HLS_S30_T15TYL_2017327","S30","T15TYL","2017327",0.218001773496446,2017,327,2017-11-23
"HLS_L30_T15TYL_2017329","L30","T15TYL","2017329",0.223266111645494,2017,329,2017-11-25
"HLS_S30_T15TYL_2017334","S30","T15TYL","2017334",0.221168506945026,2017,334,2017-11-30
"HLS_L30_T15TYL_2017336","L30","T15TYL","2017336",0.209784244078733,2017,336,2017-12-02
"HLS_S30_T15TYL_2017359","S30","T15TYL","2017359",NA,2017,359,2017-12-25
"HLS_L30_T15TYL_2017361","L30","T15TYL","2017361",0,2017,361,2017-12-27
"HLS_L30_T15TYL_2018003","L30","T15TYL","2018003",NA,2018,3,2018-01-03
"HLS_S30_T15TYL_2018004","S30","T15TYL","2018004",0,2018,4,2018-01-04
"HLS_S30_T15TYL_2018007","S30","T15TYL","2018007",NA,2018,7,2018-01-07
"HLS_S30_T15TYL_2018009","S30","T15TYL","2018009",NA,2018,9,2018-01-09
"HLS_L30_T15TYL_2018012","L30","T15TYL","2018012",0,2018,12,2018-01-12
"HLS_S30_T15TYL_2018014","S30","T15TYL","2018014",NA,2018,14,2018-01-14
"HLS_S30_T15TYL_2018017","S30","T15TYL","2018017",NA,2018,17,2018-01-17
"HLS_S30_T15TYL_2018024","S30","T15TYL","2018024",0,2018,24,2018-01-24
"HLS_S30_T15TYL_2018027","S30","T15TYL","2018027",0,2018,27,2018-01-27
"HLS_S30_T15TYL_2018029","S30","T15TYL","2018029",0,2018,29,2018-01-29
"HLS_L30_T15TYL_2018035","L30","T15TYL","2018035",0,2018,35,2018-02-04
"HLS_S30_T15TYL_2018037","S30","T15TYL","2018037",0,2018,37,2018-02-06
"HLS_S30_T15TYL_2018039","S30","T15TYL","2018039",NA,2018,39,2018-02-08
"HLS_S30_T15TYL_2018042","S30","T15TYL","2018042",0,2018,42,2018-02-11
"HLS_S30_T15TYL_2018047","S30","T15TYL","2018047",0,2018,47,2018-02-16
"HLS_S30_T15TYL_2018052","S30","T15TYL","2018052",0,2018,52,2018-02-21
"HLS_S30_T15TYL_2018057","S30","T15TYL","2018057",0,2018,57,2018-02-26
"HLS_S30_T15TYL_2018059","S30","T15TYL","2018059",0,2018,59,2018-02-28
"HLS_S30_T15TYL_2018069","S30","T15TYL","2018069",0,2018,69,2018-03-10
"HLS_S30_T15TYL_2018072","S30","T15TYL","2018072",NA,2018,72,2018-03-13
"HLS_S30_T15TYL_2018074","S30","T15TYL","2018074",0,2018,74,2018-03-15
"HLS_L30_T15TYL_2018076","L30","T15TYL","2018076",0,2018,76,2018-03-17
"HLS_S30_T15TYL_2018077","S30","T15TYL","2018077",NA,2018,77,2018-03-18
"HLS_S30_T15TYL_2018082","S30","T15TYL","2018082",0,2018,82,2018-03-23
"HLS_S30_T15TYL_2018084","S30","T15TYL","2018084",0,2018,84,2018-03-25
"HLS_S30_T15TYL_2018087","S30","T15TYL","2018087",0,2018,87,2018-03-28
"HLS_S30_T15TYL_2018094","S30","T15TYL","2018094",NA,2018,94,2018-04-04
"HLS_S30_T15TYL_2018097","S30","T15TYL","2018097",0,2018,97,2018-04-07
"HLS_S30_T15TYL_2018099","S30","T15TYL","2018099",0,2018,99,2018-04-09
"HLS_S30_T15TYL_2018109","S30","T15TYL","2018109",0,2018,109,2018-04-19
"HLS_S30_T15TYL_2018112","S30","T15TYL","2018112",0,2018,112,2018-04-22
"HLS_S30_T15TYL_2018114","S30","T15TYL","2018114",0,2018,114,2018-04-24
"HLS_L30_T15TYL_2018115","L30","T15TYL","2018115",0,2018,115,2018-04-25
"HLS_S30_T15TYL_2018119","S30","T15TYL","2018119",0.236790706151233,2018,119,2018-04-29
"HLS_S30_T15TYL_2018122","S30","T15TYL","2018122",NA,2018,122,2018-05-02
"HLS_L30_T15TYL_2018124","L30","T15TYL","2018124",0.254408809126164,2018,124,2018-05-04
"HLS_S30_T15TYL_2018124","S30","T15TYL","2018124",0.243808906504363,2018,124,2018-05-04
"HLS_S30_T15TYL_2018127","S30","T15TYL","2018127",0.2353738740299,2018,127,2018-05-07
"HLS_S30_T15TYL_2018132","S30","T15TYL","2018132",0.25144715454228,2018,132,2018-05-12
"HLS_S30_T15TYL_2018134","S30","T15TYL","2018134",NA,2018,134,2018-05-14
"HLS_S30_T15TYL_2018137","S30","T15TYL","2018137",0.331688465479684,2018,137,2018-05-17
"HLS_S30_T15TYL_2018139","S30","T15TYL","2018139",NA,2018,139,2018-05-19
"HLS_L30_T15TYL_2018140","L30","T15TYL","2018140",0.342579388051904,2018,140,2018-05-20
"HLS_S30_T15TYL_2018142","S30","T15TYL","2018142",0.361425469350747,2018,142,2018-05-22
"HLS_S30_T15TYL_2018144","S30","T15TYL","2018144",NA,2018,144,2018-05-24
"HLS_L30_T15TYL_2018147","L30","T15TYL","2018147",NA,2018,147,2018-05-27
"HLS_S30_T15TYL_2018149","S30","T15TYL","2018149",0.483720272763182,2018,149,2018-05-29
"HLS_S30_T15TYL_2018152","S30","T15TYL","2018152",NA,2018,152,2018-06-01
"HLS_S30_T15TYL_2018154","S30","T15TYL","2018154",NA,2018,154,2018-06-03
"HLS_L30_T15TYL_2018156","L30","T15TYL","2018156",0.536789573952043,2018,156,2018-06-05
"HLS_S30_T15TYL_2018162","S30","T15TYL","2018162",0.544077625712433,2018,162,2018-06-11
"HLS_S30_T15TYL_2018164","S30","T15TYL","2018164",0.672160095655124,2018,164,2018-06-13
"HLS_S30_T15TYL_2018174","S30","T15TYL","2018174",0.594918089636597,2018,174,2018-06-23
"HLS_L30_T15TYL_2018179","L30","T15TYL","2018179",0.593702084542558,2018,179,2018-06-28
"HLS_S30_T15TYL_2018179","S30","T15TYL","2018179",0.598836804346312,2018,179,2018-06-28
"HLS_S30_T15TYL_2018184","S30","T15TYL","2018184",0.593956881334325,2018,184,2018-07-03
"HLS_S30_T15TYL_2018187","S30","T15TYL","2018187",0.591736262530684,2018,187,2018-07-06
"HLS_L30_T15TYL_2018188","L30","T15TYL","2018188",0.597347944586446,2018,188,2018-07-07
"HLS_S30_T15TYL_2018189","S30","T15TYL","2018189",0.588791887517456,2018,189,2018-07-08
"HLS_S30_T15TYL_2018192","S30","T15TYL","2018192",NA,2018,192,2018-07-11
"HLS_S30_T15TYL_2018194","S30","T15TYL","2018194",NA,2018,194,2018-07-13
"HLS_L30_T15TYL_2018195","L30","T15TYL","2018195",0.589739696988655,2018,195,2018-07-14
"HLS_S30_T15TYL_2018197","S30","T15TYL","2018197",0.58831351262888,2018,197,2018-07-16
"HLS_S30_T15TYL_2018199","S30","T15TYL","2018199",0.638002991761337,2018,199,2018-07-18
"HLS_L30_T15TYL_2018204","L30","T15TYL","2018204",0.549143179004371,2018,204,2018-07-23
"HLS_S30_T15TYL_2018204","S30","T15TYL","2018204",0.562335873261871,2018,204,2018-07-23
"HLS_S30_T15TYL_2018209","S30","T15TYL","2018209",0.672834161548308,2018,209,2018-07-28
"HLS_L30_T15TYL_2018211","L30","T15TYL","2018211",0.569825167278221,2018,211,2018-07-30
"HLS_S30_T15TYL_2018212","S30","T15TYL","2018212",0.577715042419127,2018,212,2018-07-31
"HLS_S30_T15TYL_2018217","S30","T15TYL","2018217",0.552883808297957,2018,217,2018-08-05
"HLS_S30_T15TYL_2018219","S30","T15TYL","2018219",0.583996080402324,2018,219,2018-08-07
"HLS_L30_T15TYL_2018220","L30","T15TYL","2018220",0.549603005207889,2018,220,2018-08-08
"HLS_S30_T15TYL_2018222","S30","T15TYL","2018222",0.591180551447098,2018,222,2018-08-10
"HLS_S30_T15TYL_2018224","S30","T15TYL","2018224",0.535241901933797,2018,224,2018-08-12
"HLS_L30_T15TYL_2018227","L30","T15TYL","2018227",0.526975234252779,2018,227,2018-08-15
"HLS_S30_T15TYL_2018227","S30","T15TYL","2018227",0.568017862033989,2018,227,2018-08-15
"HLS_S30_T15TYL_2018229","S30","T15TYL","2018229",0.518866863209271,2018,229,2018-08-17
"HLS_S30_T15TYL_2018237","S30","T15TYL","2018237",NA,2018,237,2018-08-25
"HLS_S30_T15TYL_2018239","S30","T15TYL","2018239",NA,2018,239,2018-08-27
"HLS_S30_T15TYL_2018242","S30","T15TYL","2018242",0.59430369011188,2018,242,2018-08-30
"HLS_L30_T15TYL_2018243","L30","T15TYL","2018243",NA,2018,243,2018-08-31
"HLS_S30_T15TYL_2018249","S30","T15TYL","2018249",0.458639221518946,2018,249,2018-09-06
"HLS_L30_T15TYL_2018252","L30","T15TYL","2018252",0.450438231777823,2018,252,2018-09-09
"HLS_S30_T15TYL_2018254","S30","T15TYL","2018254",0.438591564237647,2018,254,2018-09-11
"HLS_S30_T15TYL_2018257","S30","T15TYL","2018257",0.435928776414106,2018,257,2018-09-14
"HLS_L30_T15TYL_2018259","L30","T15TYL","2018259",0.418467764186517,2018,259,2018-09-16
"HLS_S30_T15TYL_2018259","S30","T15TYL","2018259",0.428284748357977,2018,259,2018-09-16
"HLS_S30_T15TYL_2018264","S30","T15TYL","2018264",NA,2018,264,2018-09-21
"HLS_S30_T15TYL_2018267","S30","T15TYL","2018267",0.382957507615967,2018,267,2018-09-24
"HLS_S30_T15TYL_2018269","S30","T15TYL","2018269",0.407675519488504,2018,269,2018-09-26
"HLS_S30_T15TYL_2018277","S30","T15TYL","2018277",NA,2018,277,2018-10-04
"HLS_L30_T15TYL_2018284","L30","T15TYL","2018284",NA,2018,284,2018-10-11
"HLS_S30_T15TYL_2018284","S30","T15TYL","2018284",NA,2018,284,2018-10-11
"HLS_S30_T15TYL_2018289","S30","T15TYL","2018289",0.269867147290586,2018,289,2018-10-16
"HLS_L30_T15TYL_2018291","L30","T15TYL","2018291",0.25421488002996,2018,291,2018-10-18
"HLS_S30_T15TYL_2018294","S30","T15TYL","2018294",NA,2018,294,2018-10-21
"HLS_S30_T15TYL_2018297","S30","T15TYL","2018297",0.238477183534332,2018,297,2018-10-24
"HLS_S30_T15TYL_2018304","S30","T15TYL","2018304",NA,2018,304,2018-10-31
"HLS_L30_T15TYL_2018307","L30","T15TYL","2018307",0.240860457467537,2018,307,2018-11-03
"HLS_S30_T15TYL_2018307","S30","T15TYL","2018307",0.219326738810442,2018,307,2018-11-03
"HLS_S30_T15TYL_2018314","S30","T15TYL","2018314",NA,2018,314,2018-11-10
"HLS_S30_T15TYL_2018317","S30","T15TYL","2018317",0,2018,317,2018-11-13
"HLS_S30_T15TYL_2018319","S30","T15TYL","2018319",0,2018,319,2018-11-15
"HLS_L30_T15TYL_2018323","L30","T15TYL","2018323",NA,2018,323,2018-11-19
"HLS_S30_T15TYL_2018342","S30","T15TYL","2018342",0,2018,342,2018-12-08
"HLS_L30_T15TYL_2018348","L30","T15TYL","2018348",0,2018,348,2018-12-14
"HLS_S30_T15TYL_2018349","S30","T15TYL","2018349",0,2018,349,2018-12-15
"HLS_S30_T15TYL_2018352","S30","T15TYL","2018352",NA,2018,352,2018-12-18
"HLS_S30_T15TYL_2019002","S30","T15TYL","2019002",NA,2019,2,2019-01-02
"HLS_S30_T15TYL_2019004","S30","T15TYL","2019004",NA,2019,4,2019-01-04
"HLS_S30_T15TYL_2019009","S30","T15TYL","2019009",0,2019,9,2019-01-09
"HLS_S30_T15TYL_2019019","S30","T15TYL","2019019",0,2019,19,2019-01-19
"HLS_S30_T15TYL_2019027","S30","T15TYL","2019027",0,2019,27,2019-01-27
"HLS_L30_T15TYL_2019031","L30","T15TYL","2019031",NA,2019,31,2019-01-31
"HLS_S30_T15TYL_2019039","S30","T15TYL","2019039",NA,2019,39,2019-02-08
"HLS_S30_T15TYL_2019044","S30","T15TYL","2019044",0,2019,44,2019-02-13
"HLS_L30_T15TYL_2019047","L30","T15TYL","2019047",NA,2019,47,2019-02-16
"HLS_S30_T15TYL_2019047","S30","T15TYL","2019047",0,2019,47,2019-02-16
"HLS_S30_T15TYL_2019049","S30","T15TYL","2019049",0,2019,49,2019-02-18
"HLS_S30_T15TYL_2019052","S30","T15TYL","2019052",0,2019,52,2019-02-21
"HLS_S30_T15TYL_2019059","S30","T15TYL","2019059",0,2019,59,2019-02-28
"HLS_S30_T15TYL_2019062","S30","T15TYL","2019062",0,2019,62,2019-03-03
"HLS_L30_T15TYL_2019063","L30","T15TYL","2019063",0,2019,63,2019-03-04
"HLS_S30_T15TYL_2019064","S30","T15TYL","2019064",NA,2019,64,2019-03-05
"HLS_S30_T15TYL_2019067","S30","T15TYL","2019067",0,2019,67,2019-03-08
"HLS_L30_T15TYL_2019070","L30","T15TYL","2019070",0,2019,70,2019-03-11
"HLS_S30_T15TYL_2019077","S30","T15TYL","2019077",0,2019,77,2019-03-18
"HLS_S30_T15TYL_2019082","S30","T15TYL","2019082",0,2019,82,2019-03-23
"HLS_S30_T15TYL_2019084","S30","T15TYL","2019084",0,2019,84,2019-03-25
"HLS_S30_T15TYL_2019089","S30","T15TYL","2019089",0,2019,89,2019-03-30
"HLS_S30_T15TYL_2019092","S30","T15TYL","2019092",NA,2019,92,2019-04-02
"HLS_S30_T15TYL_2019094","S30","T15TYL","2019094",NA,2019,94,2019-04-04
"HLS_S30_T15TYL_2019104","S30","T15TYL","2019104",0,2019,104,2019-04-14
"HLS_S30_T15TYL_2019109","S30","T15TYL","2019109",0.136684233779349,2019,109,2019-04-19
"HLS_L30_T15TYL_2019111","L30","T15TYL","2019111",NA,2019,111,2019-04-21
"HLS_S30_T15TYL_2019114","S30","T15TYL","2019114",NA,2019,114,2019-04-24
"HLS_L30_T15TYL_2019118","L30","T15TYL","2019118",NA,2019,118,2019-04-28
"HLS_S30_T15TYL_2019124","S30","T15TYL","2019124",0.254545647217804,2019,124,2019-05-04
"HLS_L30_T15TYL_2019127","L30","T15TYL","2019127",0.259503513842633,2019,127,2019-05-07
"HLS_S30_T15TYL_2019127","S30","T15TYL","2019127",0.244658762131862,2019,127,2019-05-07
"HLS_S30_T15TYL_2019132","S30","T15TYL","2019132",0.312025094079152,2019,132,2019-05-12
"HLS_L30_T15TYL_2019134","L30","T15TYL","2019134",0.282053714805799,2019,134,2019-05-14
"HLS_S30_T15TYL_2019134","S30","T15TYL","2019134",0.398811098374629,2019,134,2019-05-14
"HLS_S30_T15TYL_2019149","S30","T15TYL","2019149",NA,2019,149,2019-05-29
"HLS_L30_T15TYL_2019150","L30","T15TYL","2019150",0.380668367845602,2019,150,2019-05-30
"HLS_S30_T15TYL_2019152","S30","T15TYL","2019152",NA,2019,152,2019-06-01
"HLS_S30_T15TYL_2019157","S30","T15TYL","2019157",0.47858390009835,2019,157,2019-06-06
"HLS_L30_T15TYL_2019159","L30","T15TYL","2019159",0.50838001922364,2019,159,2019-06-08
"HLS_S30_T15TYL_2019159","S30","T15TYL","2019159",0.506752895209223,2019,159,2019-06-08
"HLS_S30_T15TYL_2019164","S30","T15TYL","2019164",0.563017324687329,2019,164,2019-06-13
"HLS_L30_T15TYL_2019166","L30","T15TYL","2019166",NA,2019,166,2019-06-15
"HLS_S30_T15TYL_2019167","S30","T15TYL","2019167",0.555555291825538,2019,167,2019-06-16
"HLS_S30_T15TYL_2019169","S30","T15TYL","2019169",0.717452387614111,2019,169,2019-06-18
"HLS_S30_T15TYL_2019172","S30","T15TYL","2019172",NA,2019,172,2019-06-21
"HLS_S30_T15TYL_2019177","S30","T15TYL","2019177",0.473726418697014,2019,177,2019-06-26
"HLS_S30_T15TYL_2019179","S30","T15TYL","2019179",0.74463589076723,2019,179,2019-06-28
"HLS_L30_T15TYL_2019182","L30","T15TYL","2019182",0.600697239535636,2019,182,2019-07-01
"HLS_S30_T15TYL_2019182","S30","T15TYL","2019182",0.571466293658384,2019,182,2019-07-01
"HLS_S30_T15TYL_2019184","S30","T15TYL","2019184",0.596586771587796,2019,184,2019-07-03
"HLS_S30_T15TYL_2019187","S30","T15TYL","2019187",0.580782982458718,2019,187,2019-07-06
"HLS_S30_T15TYL_2019189","S30","T15TYL","2019189",0.702370209151715,2019,189,2019-07-08
"HLS_L30_T15TYL_2019191","L30","T15TYL","2019191",0.587603906794815,2019,191,2019-07-10
"HLS_S30_T15TYL_2019192","S30","T15TYL","2019192",0.569332899698128,2019,192,2019-07-11
"HLS_S30_T15TYL_2019194","S30","T15TYL","2019194",0.600726914925035,2019,194,2019-07-13
"HLS_L30_T15TYL_2019198","L30","T15TYL","2019198",NA,2019,198,2019-07-17
"HLS_S30_T15TYL_2019199","S30","T15TYL","2019199",NA,2019,199,2019-07-18
"HLS_S30_T15TYL_2019202","S30","T15TYL","2019202",NA,2019,202,2019-07-21
"HLS_S30_T15TYL_2019204","S30","T15TYL","2019204",NA,2019,204,2019-07-23
"HLS_L30_T15TYL_2019207","L30","T15TYL","2019207",NA,2019,207,2019-07-26
"HLS_S30_T15TYL_2019207","S30","T15TYL","2019207",NA,2019,207,2019-07-26
"HLS_S30_T15TYL_2019209","S30","T15TYL","2019209",NA,2019,209,2019-07-28
"HLS_S30_T15TYL_2019212","S30","T15TYL","2019212",0.550589642824987,2019,212,2019-07-31
"HLS_L30_T15TYL_2019214","L30","T15TYL","2019214",NA,2019,214,2019-08-02
"HLS_S30_T15TYL_2019214","S30","T15TYL","2019214",NA,2019,214,2019-08-02
"HLS_S30_T15TYL_2019219","S30","T15TYL","2019219",0.549907968249019,2019,219,2019-08-07
"HLS_S30_T15TYL_2019222","S30","T15TYL","2019222",0.655921307612856,2019,222,2019-08-10
"HLS_S30_T15TYL_2019224","S30","T15TYL","2019224",NA,2019,224,2019-08-12
"HLS_S30_T15TYL_2019227","S30","T15TYL","2019227",0.545737663978376,2019,227,2019-08-15
"HLS_S30_T15TYL_2019229","S30","T15TYL","2019229",NA,2019,229,2019-08-17
"HLS_S30_T15TYL_2019234","S30","T15TYL","2019234",NA,2019,234,2019-08-22
"HLS_S30_T15TYL_2019237","S30","T15TYL","2019237",0.57858295396643,2019,237,2019-08-25
"HLS_L30_T15TYL_2019239","L30","T15TYL","2019239",0.64973080082832,2019,239,2019-08-27
"HLS_S30_T15TYL_2019239","S30","T15TYL","2019239",NA,2019,239,2019-08-27
"HLS_S30_T15TYL_2019242","S30","T15TYL","2019242",0.495037264319464,2019,242,2019-08-30
"HLS_S30_T15TYL_2019244","S30","T15TYL","2019244",NA,2019,244,2019-09-01
"HLS_L30_T15TYL_2019246","L30","T15TYL","2019246",0.529589943735336,2019,246,2019-09-03
"HLS_S30_T15TYL_2019247","S30","T15TYL","2019247",0.512369136374404,2019,247,2019-09-04
"HLS_S30_T15TYL_2019249","S30","T15TYL","2019249",NA,2019,249,2019-09-06
"HLS_S30_T15TYL_2019257","S30","T15TYL","2019257",0.44362265955055,2019,257,2019-09-14
