"plotID","siteID","date","evi2_mean","evi2_median","evi2_sd","n_pixels"
"OSBS_077","OSBS",2016-01-24,0.354428490994902,0.355587911601099,0.0529835966913262,9
"OSBS_077","OSBS",2016-01-25,0.35405145778311,0.355537029810697,0.053078878300855,9
"OSBS_077","OSBS",2016-01-26,0.353709961789067,0.355543345990121,0.0531645383862326,9
"OSBS_077","OSBS",2016-01-27,0.353405251067434,0.355608816179532,0.0532403347861481,9
"OSBS_077","OSBS",2016-01-28,0.353138573672874,0.355735396419091,0.0533061262281699,9
"OSBS_077","OSBS",2016-01-29,0.352911177660049,0.355925042748957,0.0533618843683054,9
"OSBS_077","OSBS",2016-01-30,0.35272431108362,0.356179711209293,0.0534077065460769,9
"OSBS_077","OSBS",2016-01-31,0.352579221998249,0.356501357840257,0.0534438293005871,9
"OSBS_077","OSBS",2016-02-01,0.352477158458599,0.356891938682012,0.0534706426856233,9
"OSBS_077","OSBS",2016-02-02,0.352419368519331,0.357353409774717,0.0534887054103833,9
"OSBS_077","OSBS",2016-02-03,0.352407100235108,0.357887727158534,0.0534987608159423,9
"OSBS_077","OSBS",2016-02-04,0.352441601660591,0.358496846873622,0.0535017536749885,9
"OSBS_077","OSBS",2016-02-05,0.352531026115869,0.359182724960142,0.0534990854002907,9
"OSBS_077","OSBS",2016-02-06,0.352722890819974,0.359947317458256,0.0534939024785056,9
"OSBS_077","OSBS",2016-02-07,0.352968082124173,0.360792580408123,0.0534861565701732,9
"OSBS_077","OSBS",2016-02-08,0.353268406296096,0.361720469849904,0.0534784306376872,9
"OSBS_077","OSBS",2016-02-09,0.353627814991493,0.362732941823761,0.053476642430401,9
"OSBS_077","OSBS",2016-02-10,0.354050796213141,0.363831952369852,0.0534874036535769,9
"OSBS_077","OSBS",2016-02-11,0.354541837963822,0.36501945752834,0.0535171274784369,9
"OSBS_077","OSBS",2016-02-12,0.355105428246314,0.366297413339384,0.0535719694237233,9
"OSBS_077","OSBS",2016-02-13,0.355746055063395,0.367667775843146,0.0536577776920789,9
"OSBS_077","OSBS",2016-02-14,0.356468206417845,0.369132501079786,0.0537800544613238,9
"OSBS_077","OSBS",2016-02-15,0.357275367630108,0.37069285926122,0.0539431570183156,9
"OSBS_077","OSBS",2016-02-16,0.358167013291294,0.372347377286386,0.0541480494669223,9
"OSBS_077","OSBS",2016-02-17,0.359141615310177,0.374093896225979,0.0543947568425808,9
"OSBS_077","OSBS",2016-02-18,0.360197645595531,0.375930257150694,0.05468314835785,9
"OSBS_077","OSBS",2016-02-19,0.361333576056131,0.377854301131223,0.0550129296082223,9
"OSBS_077","OSBS",2016-02-20,0.362547878600751,0.379863869238262,0.0553836376212519,9
"OSBS_077","OSBS",2016-02-21,0.363839025138167,0.381956802542505,0.0557946386926654,9
"OSBS_077","OSBS",2016-02-22,0.365205487577151,0.384130942114645,0.0562451288795705,9
"OSBS_077","OSBS",2016-02-23,0.36664573782648,0.386384129025377,0.0567341369556332,9
"OSBS_077","OSBS",2016-02-24,0.368158247794926,0.388714204345395,0.0572605295790825,9
"OSBS_077","OSBS",2016-02-25,0.369741489391266,0.391119009145394,0.0578230183837683,9
"OSBS_077","OSBS",2016-02-26,0.371393934524273,0.393596384496066,0.0584201686772473,9
"OSBS_077","OSBS",2016-02-27,0.373114055102722,0.396144171468108,0.0590504094180195,9
"OSBS_077","OSBS",2016-02-28,0.374900323035388,0.398760211132212,0.0597120441456625,9
"OSBS_077","OSBS",2016-02-29,0.376751210231044,0.401442344559073,0.060403262551054,9
"OSBS_077","OSBS",2016-03-01,0.378665188598466,0.404188412819386,0.0611221523969755,9
"OSBS_077","OSBS",2016-03-02,0.380640730046427,0.406996256983843,0.0618667115297351,9
"OSBS_077","OSBS",2016-03-03,0.382676306483704,0.40986371812314,0.0626348597575389,9
"OSBS_077","OSBS",2016-03-04,0.384770389819069,0.41278863730797,0.0634244504088957,9
"OSBS_077","OSBS",2016-03-05,0.386921451961298,0.415768855609029,0.0642332814222559,9
"OSBS_077","OSBS",2016-03-06,0.389127964819164,0.418802214097009,0.0650591058547415,9
"OSBS_077","OSBS",2016-03-07,0.391388400301443,0.421886553842606,0.0658996417318832,9
"OSBS_077","OSBS",2016-03-08,0.393701230316909,0.423801925643303,0.066752581190906,9
"OSBS_077","OSBS",2016-03-09,0.396064926774337,0.425558123488929,0.0676155988967424,9
"OSBS_077","OSBS",2016-03-10,0.398477961582501,0.427400637906823,0.068486359732434,9
"OSBS_077","OSBS",2016-03-11,0.400938806650175,0.429327878630868,0.0693625257839167,9
"OSBS_077","OSBS",2016-03-12,0.403445933886134,0.431338255394941,0.0702417626536424,9
"OSBS_077","OSBS",2016-03-13,0.405997815199153,0.433430177932925,0.0711217451484066,9
"OSBS_077","OSBS",2016-03-14,0.408592922498006,0.435602055978699,0.0720001623945759,9
"OSBS_077","OSBS",2016-03-15,0.411229727691467,0.437852299266143,0.0728747224391215,9
"OSBS_077","OSBS",2016-03-16,0.413906702688312,0.440179317529138,0.0737431563979169,9
"OSBS_077","OSBS",2016-03-17,0.416622319397314,0.442581520501565,0.074603222214132,9
"OSBS_077","OSBS",2016-03-18,0.419375049727248,0.445057317917303,0.0754527080896379,9
"OSBS_077","OSBS",2016-03-19,0.422163365586889,0.447605119510232,0.0762894356515132,9
"OSBS_077","OSBS",2016-03-20,0.42498573888501,0.450223335014234,0.0771112629143221,9
"OSBS_077","OSBS",2016-03-21,0.427840641530388,0.452910374163189,0.0779160870971158,9
"OSBS_077","OSBS",2016-03-22,0.430726545431796,0.455664646690976,0.078701847352266,9
"OSBS_077","OSBS",2016-03-23,0.433641922498008,0.458484562331477,0.0794665274615234,9
"OSBS_077","OSBS",2016-03-24,0.436585244637799,0.46136853081857,0.0802081585531961,9
"OSBS_077","OSBS",2016-03-25,0.439554983759944,0.464314961886138,0.080924821893241,9
"OSBS_077","OSBS",2016-03-26,0.442549611773218,0.46732226526806,0.0816146518023869,9
"OSBS_077","OSBS",2016-03-27,0.445567600586394,0.470388850698217,0.0822758387513296,9
"OSBS_077","OSBS",2016-03-28,0.448607422108247,0.473513127910488,0.0829066326865276,9
"OSBS_077","OSBS",2016-03-29,0.451667548247552,0.476693506638754,0.0835053466403159,9
"OSBS_077","OSBS",2016-03-30,0.454746450913083,0.479928396616896,0.0840703606809659,9
"OSBS_077","OSBS",2016-03-31,0.457842602013614,0.483216207578793,0.0846001262609863,9
"OSBS_077","OSBS",2016-04-01,0.460954473457921,0.486555349258327,0.0850931710254732,9
"OSBS_077","OSBS",2016-04-02,0.464080537154778,0.489944231389377,0.0855481041466764,9
"OSBS_077","OSBS",2016-04-03,0.467219265012959,0.493381263705824,0.0859636222562403,9
"OSBS_077","OSBS",2016-04-04,0.470369128941239,0.496864855941548,0.0863385160528265,9
"OSBS_077","OSBS",2016-04-05,0.473528600848392,0.500393417830429,0.0866716776700802,9
"OSBS_077","OSBS",2016-04-06,0.476696152643192,0.503965359106349,0.0869621088982077,9
"OSBS_077","OSBS",2016-04-07,0.479870256234416,0.507579089503186,0.0872089303618034,9
"OSBS_077","OSBS",2016-04-08,0.483049383530835,0.511233018754821,0.0874113917670053,9
"OSBS_077","OSBS",2016-04-09,0.486232006441226,0.514925556595136,0.0875688833425552,9
"OSBS_077","OSBS",2016-04-10,0.489416596874363,0.518655112758009,0.0876809486117835,9
"OSBS_077","OSBS",2016-04-11,0.49260162673902,0.522420096977322,0.0877472986458052,9
"OSBS_077","OSBS",2016-04-12,0.495785567943972,0.526218918986954,0.0877678279620496,9
"OSBS_077","OSBS",2016-04-13,0.498966892397994,0.530049988520787,0.0877426322462142,9
"OSBS_077","OSBS",2016-04-14,0.502144072009859,0.5339117153127,0.0876720280893098,9
"OSBS_077","OSBS",2016-04-15,0.505315578688342,0.537802509096573,0.0875565749437292,9
"OSBS_077","OSBS",2016-04-16,0.508479884342219,0.541720779606288,0.0873970995120651,9
"OSBS_077","OSBS",2016-04-17,0.511635460880263,0.545664936575724,0.0871947227880481,9
"OSBS_077","OSBS",2016-04-18,0.514780780211248,0.549633389738761,0.0869508899682189,9
"OSBS_077","OSBS",2016-04-19,0.51791431424395,0.553624548829281,0.0866674034428003,9
"OSBS_077","OSBS",2016-04-20,0.521034534887143,0.557636823581163,0.0863464590507547,9
"OSBS_077","OSBS",2016-04-21,0.524138118075228,0.561666035488109,0.0859918662908194,9
"OSBS_077","OSBS",2016-04-22,0.527214555845116,0.565697653083111,0.0856121610752384,9
"OSBS_077","OSBS",2016-04-23,0.530251544259342,0.569714556658981,0.0852161926682406,9
"OSBS_077","OSBS",2016-04-24,0.533236779380443,0.573699626508531,0.084811695481152,9
"OSBS_077","OSBS",2016-04-25,0.536157957270956,0.577635742924573,0.084405181338507,9
"OSBS_077","OSBS",2016-04-26,0.539002773993418,0.581505786199922,0.0840018691262723,9
"OSBS_077","OSBS",2016-04-27,0.541758925610366,0.585292636627388,0.0836056563535903,9
"OSBS_077","OSBS",2016-04-28,0.544414108184335,0.587535881159262,0.0832191368854096,9
"OSBS_077","OSBS",2016-04-29,0.546956017777862,0.58966296185546,0.0828436685348871,9
"OSBS_077","OSBS",2016-04-30,0.549372350453485,0.591722223145032,0.0824794934523004,9
"OSBS_077","OSBS",2016-05-01,0.551650802273739,0.593711595435907,0.0821259134464689,9
"OSBS_077","OSBS",2016-05-02,0.553779069301162,0.595488491318562,0.0817815216662803,9
"OSBS_077","OSBS",2016-05-03,0.55574484759829,0.597030285288919,0.0814444915765446,9
"OSBS_077","OSBS",2016-05-04,0.55753583322766,0.598502985186685,0.0811129239626749,9
"OSBS_077","OSBS",2016-05-05,0.559139722251808,0.599905887003375,0.0807852528008489,9
"OSBS_077","OSBS",2016-05-06,0.560544210733271,0.601238286730504,0.0804607111470024,9
"OSBS_077","OSBS",2016-05-07,0.561741911849626,0.602499480359588,0.0801394863636219,9
"OSBS_077","OSBS",2016-05-08,0.562745107238611,0.603688763882142,0.0798217709473224,9
"OSBS_077","OSBS",2016-05-09,0.563570995653004,0.604805433289681,0.079508107071694,9
"OSBS_077","OSBS",2016-05-10,0.564236775845582,0.605848784573722,0.0791989701976124,9
"OSBS_077","OSBS",2016-05-11,0.564759646569125,0.606818113725779,0.078894161842551,9
"OSBS_077","OSBS",2016-05-12,0.56515680657641,0.607712716737367,0.0785923619148401,9
"OSBS_077","OSBS",2016-05-13,0.565445454620216,0.608531889600003,0.0782908453435762,9
"OSBS_077","OSBS",2016-05-14,0.56564278945332,0.609274928305202,0.077985366945331,9
"OSBS_077","OSBS",2016-05-15,0.565763717581961,0.609941128844479,0.0776709657869508,9
"OSBS_077","OSBS",2016-05-16,0.565813976526222,0.610529787209349,0.0773449502672117,9
"OSBS_077","OSBS",2016-05-17,0.565797011559645,0.611040199391328,0.0770057026317118,9
"OSBS_077","OSBS",2016-05-18,0.565716267955772,0.611471661381931,0.0766520221594095,9
"OSBS_077","OSBS",2016-05-19,0.565575190988147,0.611823469172675,0.0762830706432077,9
"OSBS_077","OSBS",2016-05-20,0.565377225930311,0.612094918755073,0.0758983213887276,9
"OSBS_077","OSBS",2016-05-21,0.565125818055808,0.612285306120642,0.0754975117738448,9
"OSBS_077","OSBS",2016-05-22,0.564824412638179,0.612393927260897,0.0750805993614664,9
"OSBS_077","OSBS",2016-05-23,0.564476454950969,0.612379506850793,0.0746477215310691,9
"OSBS_077","OSBS",2016-05-24,0.564085390267718,0.611633869363822,0.0741991585854097,9
"OSBS_077","OSBS",2016-05-25,0.56365466386197,0.61091394455378,0.0737353002931367,9
"OSBS_077","OSBS",2016-05-26,0.563187721007268,0.609738187639166,0.0732566158421853,9
"OSBS_077","OSBS",2016-05-27,0.562688006977154,0.608367291607587,0.0727636271999527,9
"OSBS_077","OSBS",2016-05-28,0.56215896704517,0.606928046239927,0.0722568859020973,9
"OSBS_077","OSBS",2016-05-29,0.56160404648486,0.605426170914055,0.0717369533206928,9
"OSBS_077","OSBS",2016-05-30,0.561026690569766,0.603867385007843,0.0712043844931668,9
"OSBS_077","OSBS",2016-05-31,0.56043034457343,0.602257407899161,0.0706597156251646,9
"OSBS_077","OSBS",2016-06-01,0.559818453769395,0.600601958965878,0.0701034554127536,9
"OSBS_077","OSBS",2016-06-02,0.559194463431204,0.598906757585866,0.0695360803620841,9
"OSBS_077","OSBS",2016-06-03,0.5585618188324,0.597177523136995,0.0689580343178782,9
"OSBS_077","OSBS",2016-06-04,0.557923965246524,0.595419974997135,0.0683697324462994,9
"OSBS_077","OSBS",2016-06-05,0.557284347947121,0.593639832544157,0.0677715699533585,9
"OSBS_077","OSBS",2016-06-06,0.556646412207731,0.59184281515593,0.0671639358576052,9
"OSBS_077","OSBS",2016-06-07,0.556013603301898,0.590034642210326,0.0665472321759659,9
"OSBS_077","OSBS",2016-06-08,0.555389366503165,0.588221033085215,0.0659218989244278,9
"OSBS_077","OSBS",2016-06-09,0.554777147085074,0.586407707158467,0.0652884453806783,9
"OSBS_077","OSBS",2016-06-10,0.554180390321167,0.584600383807953,0.0646474881025824,9
"OSBS_077","OSBS",2016-06-11,0.553602541484987,0.582804782411542,0.0639997962422273,9
"OSBS_077","OSBS",2016-06-12,0.553047045850078,0.581026622347106,0.0633463447356624,9
"OSBS_077","OSBS",2016-06-13,0.552517348689981,0.579271622992515,0.0626883759762599,9
"OSBS_077","OSBS",2016-06-14,0.552016895278239,0.577545503725639,0.0620274705835486,9
"OSBS_077","OSBS",2016-06-15,0.551548859940744,0.575853983924349,0.0613663183032418,9
"OSBS_077","OSBS",2016-06-16,0.551115333212783,0.574202782966514,0.0607107026833841,9
"OSBS_077","OSBS",2016-06-17,0.550718134681991,0.572597620230005,0.060067113609656,9
"OSBS_077","OSBS",2016-06-18,0.550359083936007,0.571044215092694,0.0594418956939091,9
"OSBS_077","OSBS",2016-06-19,0.550040000562464,0.56954828693245,0.058841125848434,9
"OSBS_077","OSBS",2016-06-20,0.549762704149,0.568115555127143,0.0582704988470036,9
"OSBS_077","OSBS",2016-06-21,0.549529014283251,0.566751739054644,0.0577352235365757,9
"OSBS_077","OSBS",2016-06-22,0.549340750552852,0.565462558092823,0.0572399329961166,9
"OSBS_077","OSBS",2016-06-23,0.54919973254544,0.564253731619551,0.0567886123744274,9
"OSBS_077","OSBS",2016-06-24,0.549107779848652,0.563130979012698,0.0563845483117077,9
"OSBS_077","OSBS",2016-06-25,0.549066712050123,0.562100019650134,0.0560303037136791,9
"OSBS_077","OSBS",2016-06-26,0.549078348737489,0.56116657290973,0.0557277211871461,9
"OSBS_077","OSBS",2016-06-27,0.549144509498386,0.560336358169357,0.0554779576852427,9
"OSBS_077","OSBS",2016-06-28,0.549267013920452,0.559615094806884,0.055281551912255,9
"OSBS_077","OSBS",2016-06-29,0.549447681591321,0.559008502200183,0.0551385248965164,9
"OSBS_077","OSBS",2016-06-30,0.550858910757275,0.561109076357021,0.0574425723915985,9
"OSBS_077","OSBS",2016-07-01,0.55136794371257,0.560889253741182,0.0571619944022494,9
"OSBS_077","OSBS",2016-07-02,0.551908787673722,0.560908485473818,0.0569144137845909,9
"OSBS_077","OSBS",2016-07-03,0.552482352434547,0.561030744601072,0.056699744612084,9
"OSBS_077","OSBS",2016-07-04,0.553089547788865,0.561239684303129,0.0565181503411756,9
"OSBS_077","OSBS",2016-07-05,0.553731283530493,0.561748786399416,0.0563701703842943,9
"OSBS_077","OSBS",2016-07-06,0.55440846945325,0.56224668090256,0.0562568565048465,9
"OSBS_077","OSBS",2016-07-07,0.555122015350954,0.562731764087716,0.0561799173754669,9
"OSBS_077","OSBS",2016-07-08,0.555872831017421,0.563202432230039,0.0561418691763235,9
"OSBS_077","OSBS",2016-07-09,0.556661826246472,0.563657081604686,0.0561461894804521,9
"OSBS_077","OSBS",2016-07-10,0.557489910831924,0.564094108486812,0.0561974708376345,9
"OSBS_077","OSBS",2016-07-11,0.558357994567594,0.564511909151572,0.0563015694044754,9
"OSBS_077","OSBS",2016-07-12,0.559266987247301,0.564908879874125,0.0564657426869777,9
"OSBS_077","OSBS",2016-07-13,0.560217798664863,0.565912791023415,0.056698769027757,9
"OSBS_077","OSBS",2016-07-14,0.561199758297881,0.56713550801721,0.0570020926465883,9
"OSBS_077","OSBS",2016-07-15,0.562162737439216,0.568649380804454,0.05735232085721,9
"OSBS_077","OSBS",2016-07-16,0.56304845860558,0.570163102337478,0.0577129922804731,9
"OSBS_077","OSBS",2016-07-17,0.563808920931998,0.571529252980069,0.0580436627867374,9
"OSBS_077","OSBS",2016-07-18,0.564437230026741,0.572736272350159,0.0583276424737587,9
"OSBS_077","OSBS",2016-07-19,0.564936768116391,0.573787765706771,0.058557374225283,9
"OSBS_077","OSBS",2016-07-20,0.565310917427532,0.574687338308923,0.0587277214385595,9
"OSBS_077","OSBS",2016-07-21,0.565563060186746,0.575438595415634,0.0588355977240001,9
"OSBS_077","OSBS",2016-07-22,0.565696578620616,0.576045142285925,0.0588796448731082,9
"OSBS_077","OSBS",2016-07-23,0.565714854955725,0.576510584178816,0.0588599549104414,9
"OSBS_077","OSBS",2016-07-24,0.565621271418656,0.576838526353326,0.0587778309035928,9
"OSBS_077","OSBS",2016-07-25,0.565419210235993,0.577032574068477,0.0586355809425837,9
"OSBS_077","OSBS",2016-07-26,0.565112053634317,0.577096332583286,0.058436339931317,9
"OSBS_077","OSBS",2016-07-27,0.564703183840213,0.577033407156773,0.0581839143163923,9
"OSBS_077","OSBS",2016-07-28,0.564195983080262,0.57684740304796,0.0578826454682823,9
"OSBS_077","OSBS",2016-07-29,0.563593833581048,0.576541925515865,0.0575372880465128,9
"OSBS_077","OSBS",2016-07-30,0.562900117569153,0.576120579819509,0.0571529002842109,9
"OSBS_077","OSBS",2016-07-31,0.562118217271162,0.575586971217911,0.0567347437023176,9
"OSBS_077","OSBS",2016-08-01,0.561251514913656,0.574944704970091,0.0562881903073269,9
"OSBS_077","OSBS",2016-08-02,0.560303392723218,0.574197386335069,0.0558186358423649,9
"OSBS_077","OSBS",2016-08-03,0.559277232926432,0.573348620571864,0.0553314181552046,9
"OSBS_077","OSBS",2016-08-04,0.55817641774988,0.572402012939497,0.0548317402225864,9
"OSBS_077","OSBS",2016-08-05,0.557004329420146,0.571361168696988,0.0543245978288457,9
"OSBS_077","OSBS",2016-08-06,0.555764350163811,0.570229693103355,0.0538147123348128,9
"OSBS_077","OSBS",2016-08-07,0.55445986220746,0.56901119141762,0.0533064693818734,9
"OSBS_077","OSBS",2016-08-08,0.553094247777675,0.567709268898801,0.0528038647432035,9
"OSBS_077","OSBS",2016-08-09,0.551670889101039,0.566327530805919,0.0523104588435926,9
"OSBS_077","OSBS",2016-08-10,0.550193168404135,0.564869582397993,0.0518293417038791,9
"OSBS_077","OSBS",2016-08-11,0.548664467913546,0.563339028934044,0.05136311021041,9
"OSBS_077","OSBS",2016-08-12,0.547088169855854,0.56173947567309,0.050913859653255,9
"OSBS_077","OSBS",2016-08-13,0.545467656457644,0.560074527874153,0.0504831914157747,9
"OSBS_077","OSBS",2016-08-14,0.543806309945497,0.558347790796252,0.0500722385385272,9
"OSBS_077","OSBS",2016-08-15,0.542107512545996,0.556562869698405,0.0496817106383732,9
"OSBS_077","OSBS",2016-08-16,0.540374646485725,0.554723369839635,0.0493119593633479,9
"OSBS_077","OSBS",2016-08-17,0.538611093991266,0.552832896478959,0.0489630652348265,9
"OSBS_077","OSBS",2016-08-18,0.53682176592339,0.550895054875398,0.0486351330407963,9
"OSBS_077","OSBS",2016-08-19,0.535017687679614,0.548913450287972,0.0483287978140001,9
"OSBS_077","OSBS",2016-08-20,0.53321141329164,0.546891687975701,0.0480443388869355,9
"OSBS_077","OSBS",2016-08-21,0.531415496791173,0.544833373197604,0.0477813407387815,9
"OSBS_077","OSBS",2016-08-22,0.529642492209918,0.542742111212702,0.0475386801389123,9
"OSBS_077","OSBS",2016-08-23,0.527902819827231,0.540621507280014,0.0473145352837116,9
"OSBS_077","OSBS",2016-08-24,0.526198364913084,0.538475166658559,0.0471065623337966,9
"OSBS_077","OSBS",2016-08-25,0.524528878985099,0.536306694607358,0.0469127449337367,9
"OSBS_077","OSBS",2016-08-26,0.522894113560902,0.534119696385431,0.0467315213366616,9
"OSBS_077","OSBS",2016-08-27,0.521293820158116,0.531917777251798,0.0465617361268749,9
"OSBS_077","OSBS",2016-08-28,0.519727750294365,0.529704542465477,0.046402591889729,9
"OSBS_077","OSBS",2016-08-29,0.518195655487274,0.527483597285489,0.046253601436267,9
"OSBS_077","OSBS",2016-08-30,0.516697287254465,0.525258546970855,0.0461145410491622,9
"OSBS_077","OSBS",2016-08-31,0.515232397113564,0.523032996780592,0.045985405111372,9
"OSBS_077","OSBS",2016-09-01,0.513800736582194,0.520810551973724,0.0458663624054398,9
"OSBS_077","OSBS",2016-09-02,0.512402057177979,0.518594817809266,0.0457577143241837,9
"OSBS_077","OSBS",2016-09-03,0.511036110418543,0.516389399546241,0.0456598552069727,9
"OSBS_077","OSBS",2016-09-04,0.50970264782151,0.514307118841119,0.0455732350041416,9
"OSBS_077","OSBS",2016-09-05,0.508401420904505,0.512785931557117,0.0454983244698888,9
"OSBS_077","OSBS",2016-09-06,0.507132181185151,0.511269949831912,0.0454355830862061,9
"OSBS_077","OSBS",2016-09-07,0.505894680181072,0.509760996190218,0.0453854299226055,9
"OSBS_077","OSBS",2016-09-08,0.504688669409892,0.508260893156754,0.0453482176350022,9
"OSBS_077","OSBS",2016-09-09,0.503513900389236,0.506771463256235,0.0453242097993281,9
"OSBS_077","OSBS",2016-09-10,0.502370124636727,0.505294529013379,0.0453135617595429,9
"OSBS_077","OSBS",2016-09-11,0.501257093669989,0.503831912952901,0.0453163051448948,9
"OSBS_077","OSBS",2016-09-12,0.500174559006646,0.502594485150106,0.0453323361779405,9
"OSBS_077","OSBS",2016-09-13,0.499122272164322,0.501612037033166,0.045361407854144,9
"OSBS_077","OSBS",2016-09-14,0.498099984660642,0.500636532033509,0.04540312602798,9
"OSBS_077","OSBS",2016-09-15,0.497107448013229,0.499668210179377,0.0454569493920379,9
"OSBS_077","OSBS",2016-09-16,0.496144413739707,0.498707311499015,0.0455221932877261,9
"OSBS_077","OSBS",2016-09-17,0.495210633357701,0.49775407602067,0.0455980372419367,9
"OSBS_077","OSBS",2016-09-18,0.494305858384834,0.496808743772582,0.0456835360863941,9
"OSBS_077","OSBS",2016-09-19,0.49342984033873,0.495871554782998,0.0457776344878544,9
"OSBS_077","OSBS",2016-09-20,0.492582330737013,0.494942749080163,0.0458791846996712,9
"OSBS_077","OSBS",2016-09-21,0.491763081097308,0.494022566692319,0.0459869673395841,9
"OSBS_077","OSBS",2016-09-22,0.490971842937238,0.493111247647714,0.0460997150051303,9
"OSBS_077","OSBS",2016-09-23,0.490208367774427,0.492209031974589,0.0462161385562622,9
"OSBS_077","OSBS",2016-09-24,0.489472407126499,0.491316159701189,0.0463349559232187,9
"OSBS_077","OSBS",2016-09-25,0.488763712511079,0.490432870855761,0.0464549233344629,9
"OSBS_077","OSBS",2016-09-26,0.48808203544579,0.489559405466547,0.0465748689019573,9
"OSBS_077","OSBS",2016-09-27,0.487427127448256,0.488696003561791,0.0466937285461389,9
"OSBS_077","OSBS",2016-09-28,0.486798740036102,0.487842905169739,0.0468105842871348,9
"OSBS_077","OSBS",2016-09-29,0.486196624726951,0.487000350318635,0.0469247049679645,9
"OSBS_077","OSBS",2016-09-30,0.485620533038427,0.486168579036723,0.0470355895051176,9
"OSBS_077","OSBS",2016-10-01,0.485070216488155,0.485347831352248,0.0471430127766414,9
"OSBS_077","OSBS",2016-10-02,0.48454163639699,0.484537739341651,0.0472444246643473,9
"OSBS_077","OSBS",2016-10-03,0.484015593298721,0.483735503274172,0.0473263131064665,9
"OSBS_077","OSBS",2016-10-04,0.483469097530367,0.482937715467242,0.0473710792748322,9
"OSBS_077","OSBS",2016-10-05,0.48288256222295,0.482140968238299,0.0473639717369862,9
"OSBS_077","OSBS",2016-10-06,0.482250011683508,0.481341853904775,0.0473057131223199,9
"OSBS_077","OSBS",2016-10-07,0.481568873013081,0.480536964784108,0.0472017607263915,9
"OSBS_077","OSBS",2016-10-08,0.480836573312709,0.47972289319373,0.0470582305037793,9
"OSBS_077","OSBS",2016-10-09,0.480050539683432,0.478896231451076,0.0468815743727865,9
"OSBS_077","OSBS",2016-10-10,0.479208199226291,0.478053571873583,0.046678304950989,9
"OSBS_077","OSBS",2016-10-11,0.478306979042326,0.477191506778685,0.0464547632025947,9
"OSBS_077","OSBS",2016-10-12,0.477344306232576,0.476306628483816,0.0462169271749137,9
"OSBS_077","OSBS",2016-10-13,0.476317607898083,0.475395529306411,0.0459702622285912,9
"OSBS_077","OSBS",2016-10-14,0.475224311139886,0.474548209720713,0.0457196148811935,9
"OSBS_077","OSBS",2016-10-15,0.474061843059025,0.474022594548095,0.0454691535647041,9
"OSBS_077","OSBS",2016-10-16,0.472827630756541,0.473405470740495,0.0452223602505697,9
"OSBS_077","OSBS",2016-10-17,0.471519101333474,0.472685049049896,0.0449820770623819,9
"OSBS_077","OSBS",2016-10-18,0.470133681890863,0.471849540228279,0.0447506117533315,9
"OSBS_077","OSBS",2016-10-19,0.468668799529751,0.470887155027629,0.0445299053758759,9
"OSBS_077","OSBS",2016-10-20,0.467121881351175,0.469786104199927,0.0443217647167019,9
"OSBS_077","OSBS",2016-10-21,0.465507751502393,0.468604526058211,0.0441323731716357,9
"OSBS_077","OSBS",2016-10-22,0.463894083434281,0.467497110861872,0.0439770167635902,9
