"scene","sensor","tile","year_doy","evi2","year","doy","date"
"HLS_S30_T18TWM_2016202","S30","T18TWM","2016202",0.662030272118221,2016,202,2016-07-20
"HLS_L30_T18TWM_2016209","L30","T18TWM","2016209",0.655807174250782,2016,209,2016-07-27
"HLS_S30_T18TWM_2016209","S30","T18TWM","2016209",0.664492444175058,2016,209,2016-07-27
"HLS_L30_T18TWM_2016218","L30","T18TWM","2016218",0.650341593461683,2016,218,2016-08-05
"HLS_S30_T18TWM_2016219","S30","T18TWM","2016219",NA,2016,219,2016-08-06
"HLS_S30_T18TWM_2016222","S30","T18TWM","2016222",0.657646516307538,2016,222,2016-08-09
"HLS_L30_T18TWM_2016225","L30","T18TWM","2016225",NA,2016,225,2016-08-12
"HLS_S30_T18TWM_2016232","S30","T18TWM","2016232",0.680075407812713,2016,232,2016-08-19
"HLS_S30_T18TWM_2016239","S30","T18TWM","2016239",NA,2016,239,2016-08-26
"HLS_L30_T18TWM_2016241","L30","T18TWM","2016241",0.593774464270371,2016,241,2016-08-28
"HLS_S30_T18TWM_2016242","S30","T18TWM","2016242",0.609052365340399,2016,242,2016-08-29
"HLS_S30_T18TWM_2016249","S30","T18TWM","2016249",NA,2016,249,2016-09-05
"HLS_L30_T18TWM_2016250","L30","T18TWM","2016250",NA,2016,250,2016-09-06
"HLS_S30_T18TWM_2016252","S30","T18TWM","2016252",NA,2016,252,2016-09-08
"HLS_L30_T18TWM_2016257","L30","T18TWM","2016257",0.566318054160608,2016,257,2016-09-13
"HLS_S30_T18TWM_2016259","S30","T18TWM","2016259",0.580164192160607,2016,259,2016-09-15
"HLS_L30_T18TWM_2016266","L30","T18TWM","2016266",0.546359846361522,2016,266,2016-09-22
"HLS_S30_T18TWM_2016269","S30","T18TWM","2016269",0.53660494756197,2016,269,2016-09-25
"HLS_L30_T18TWM_2016273","L30","T18TWM","2016273",NA,2016,273,2016-09-29
"HLS_S30_T18TWM_2016279","S30","T18TWM","2016279",0.525913204492708,2016,279,2016-10-05
"HLS_L30_T18TWM_2016289","L30","T18TWM","2016289",0.457122957269268,2016,289,2016-10-15
"HLS_S30_T18TWM_2016289","S30","T18TWM","2016289",0.465032878344699,2016,289,2016-10-15
"HLS_L30_T18TWM_2016298","L30","T18TWM","2016298",0.378009333810955,2016,298,2016-10-24
"HLS_S30_T18TWM_2016299","S30","T18TWM","2016299",NA,2016,299,2016-10-25
"HLS_L30_T18TWM_2016305","L30","T18TWM","2016305",0.303860554670922,2016,305,2016-10-31
"HLS_S30_T18TWM_2016309","S30","T18TWM","2016309",0.262958822399689,2016,309,2016-11-04
"HLS_S30_T18TWM_2016312","S30","T18TWM","2016312",0.244518692748292,2016,312,2016-11-07
"HLS_S30_T18TWM_2016319","S30","T18TWM","2016319",0.212778261796026,2016,319,2016-11-14
"HLS_L30_T18TWM_2016321","L30","T18TWM","2016321",0.22343994759652,2016,321,2016-11-16
"HLS_S30_T18TWM_2016322","S30","T18TWM","2016322",0.222596439363672,2016,322,2016-11-17
"HLS_L30_T18TWM_2016337","L30","T18TWM","2016337",0.173387832095416,2016,337,2016-12-02
"HLS_S30_T18TWM_2016339","S30","T18TWM","2016339",0.170354996745049,2016,339,2016-12-04
"HLS_S30_T18TWM_2016349","S30","T18TWM","2016349",0.165868867939888,2016,349,2016-12-14
"HLS_L30_T18TWM_2016362","L30","T18TWM","2016362",0.159328630503527,2016,362,2016-12-27
"HLS_S30_T18TWM_2016362","S30","T18TWM","2016362",0.176420156979042,2016,362,2016-12-27
"HLS_S30_T18TWM_2017006","S30","T18TWM","2017006",NA,2017,6,2017-01-06
"HLS_S30_T18TWM_2017013","S30","T18TWM","2017013",0.170012124712073,2017,13,2017-01-13
"HLS_S30_T18TWM_2017016","S30","T18TWM","2017016",0.157041449360311,2017,16,2017-01-16
"HLS_L30_T18TWM_2017019","L30","T18TWM","2017019",NA,2017,19,2017-01-19
"HLS_S30_T18TWM_2017026","S30","T18TWM","2017026",NA,2017,26,2017-01-26
"HLS_S30_T18TWM_2017033","S30","T18TWM","2017033",NA,2017,33,2017-02-02
"HLS_L30_T18TWM_2017035","L30","T18TWM","2017035",NA,2017,35,2017-02-04
"HLS_L30_T18TWM_2017044","L30","T18TWM","2017044",NA,2017,44,2017-02-13
"HLS_L30_T18TWM_2017051","L30","T18TWM","2017051",0,2017,51,2017-02-20
"HLS_S30_T18TWM_2017056","S30","T18TWM","2017056",NA,2017,56,2017-02-25
"HLS_S30_T18TWM_2017063","S30","T18TWM","2017063",NA,2017,63,2017-03-04
"HLS_L30_T18TWM_2017067","L30","T18TWM","2017067",NA,2017,67,2017-03-08
"HLS_L30_T18TWM_2017076","L30","T18TWM","2017076",0,2017,76,2017-03-17
"HLS_S30_T18TWM_2017076","S30","T18TWM","2017076",0,2017,76,2017-03-17
"HLS_L30_T18TWM_2017092","L30","T18TWM","2017092",0.19892908860254,2017,92,2017-04-02
"HLS_S30_T18TWM_2017093","S30","T18TWM","2017093",NA,2017,93,2017-04-03
"HLS_L30_T18TWM_2017099","L30","T18TWM","2017099",0.202064578184124,2017,99,2017-04-09
"HLS_S30_T18TWM_2017103","S30","T18TWM","2017103",0.201894680459905,2017,103,2017-04-13
"HLS_L30_T18TWM_2017108","L30","T18TWM","2017108",0.215100618977755,2017,108,2017-04-18
"HLS_S30_T18TWM_2017113","S30","T18TWM","2017113",0.223657608226861,2017,113,2017-04-23
"HLS_S30_T18TWM_2017123","S30","T18TWM","2017123",NA,2017,123,2017-05-03
"HLS_L30_T18TWM_2017124","L30","T18TWM","2017124",0.400813377310985,2017,124,2017-05-04
"HLS_S30_T18TWM_2017126","S30","T18TWM","2017126",NA,2017,126,2017-05-06
"HLS_S30_T18TWM_2017136","S30","T18TWM","2017136",0.596201701808841,2017,136,2017-05-16
"HLS_S30_T18TWM_2017146","S30","T18TWM","2017146",NA,2017,146,2017-05-26
"HLS_L30_T18TWM_2017147","L30","T18TWM","2017147",NA,2017,147,2017-05-27
"HLS_S30_T18TWM_2017153","S30","T18TWM","2017153",NA,2017,153,2017-06-02
"HLS_L30_T18TWM_2017163","L30","T18TWM","2017163",0.670330447985471,2017,163,2017-06-12
"HLS_S30_T18TWM_2017163","S30","T18TWM","2017163",0.686902452572923,2017,163,2017-06-12
"HLS_L30_T18TWM_2017172","L30","T18TWM","2017172",NA,2017,172,2017-06-21
"HLS_S30_T18TWM_2017173","S30","T18TWM","2017173",0.703449025848437,2017,173,2017-06-22
"HLS_S30_T18TWM_2017176","S30","T18TWM","2017176",0.661760638410236,2017,176,2017-06-25
"HLS_L30_T18TWM_2017179","L30","T18TWM","2017179",NA,2017,179,2017-06-28
"HLS_S30_T18TWM_2017183","S30","T18TWM","2017183",0.687180450653495,2017,183,2017-07-02
"HLS_S30_T18TWM_2017186","S30","T18TWM","2017186",0.668194482275079,2017,186,2017-07-05
"HLS_S30_T18TWM_2017191","S30","T18TWM","2017191",NA,2017,191,2017-07-10
"HLS_S30_T18TWM_2017196","S30","T18TWM","2017196",NA,2017,196,2017-07-15
"HLS_S30_T18TWM_2017198","S30","T18TWM","2017198",NA,2017,198,2017-07-17
"HLS_S30_T18TWM_2017201","S30","T18TWM","2017201",NA,2017,201,2017-07-20
"HLS_S30_T18TWM_2017203","S30","T18TWM","2017203",NA,2017,203,2017-07-22
"HLS_L30_T18TWM_2017211","L30","T18TWM","2017211",0.640423997908442,2017,211,2017-07-30
"HLS_S30_T18TWM_2017211","S30","T18TWM","2017211",0.631054312564434,2017,211,2017-07-30
"HLS_S30_T18TWM_2017213","S30","T18TWM","2017213",0.642190902987319,2017,213,2017-08-01
"HLS_S30_T18TWM_2017216","S30","T18TWM","2017216",NA,2017,216,2017-08-04
"HLS_S30_T18TWM_2017218","S30","T18TWM","2017218",NA,2017,218,2017-08-06
"HLS_S30_T18TWM_2017228","S30","T18TWM","2017228",0.668458247590166,2017,228,2017-08-16
"HLS_S30_T18TWM_2017231","S30","T18TWM","2017231",NA,2017,231,2017-08-19
"HLS_L30_T18TWM_2017236","L30","T18TWM","2017236",0.591200784255221,2017,236,2017-08-24
"HLS_S30_T18TWM_2017238","S30","T18TWM","2017238",0.579891823675519,2017,238,2017-08-26
"HLS_L30_T18TWM_2017243","L30","T18TWM","2017243",NA,2017,243,2017-08-31
"HLS_S30_T18TWM_2017251","S30","T18TWM","2017251",NA,2017,251,2017-09-08
"HLS_L30_T18TWM_2017252","L30","T18TWM","2017252",NA,2017,252,2017-09-09
"HLS_S30_T18TWM_2017253","S30","T18TWM","2017253",0.571781524360925,2017,253,2017-09-10
"HLS_S30_T18TWM_2017258","S30","T18TWM","2017258",NA,2017,258,2017-09-15
"HLS_L30_T18TWM_2017259","L30","T18TWM","2017259",0.551893529199747,2017,259,2017-09-16
"HLS_L30_T18TWM_2017268","L30","T18TWM","2017268",0.522496222973613,2017,268,2017-09-25
"HLS_S30_T18TWM_2017271","S30","T18TWM","2017271",0.492041102801106,2017,271,2017-09-28
"HLS_L30_T18TWM_2017275","L30","T18TWM","2017275",0.49660971966468,2017,275,2017-10-02
"HLS_S30_T18TWM_2017276","S30","T18TWM","2017276",0.488066842882718,2017,276,2017-10-03
"HLS_S30_T18TWM_2017278","S30","T18TWM","2017278",0.49656684070588,2017,278,2017-10-05
"HLS_S30_T18TWM_2017283","S30","T18TWM","2017283",NA,2017,283,2017-10-10
"HLS_S30_T18TWM_2017286","S30","T18TWM","2017286",0.465246312580951,2017,286,2017-10-13
"HLS_L30_T18TWM_2017291","L30","T18TWM","2017291",0.430502124888256,2017,291,2017-10-18
"HLS_S30_T18TWM_2017293","S30","T18TWM","2017293",0.410429501571234,2017,293,2017-10-20
"HLS_S30_T18TWM_2017296","S30","T18TWM","2017296",NA,2017,296,2017-10-23
"HLS_S30_T18TWM_2017298","S30","T18TWM","2017298",NA,2017,298,2017-10-25
"HLS_L30_T18TWM_2017300","L30","T18TWM","2017300",0.346534041325826,2017,300,2017-10-27
"HLS_S30_T18TWM_2017306","S30","T18TWM","2017306",NA,2017,306,2017-11-02
"HLS_L30_T18TWM_2017307","L30","T18TWM","2017307",NA,2017,307,2017-11-03
"HLS_S30_T18TWM_2017308","S30","T18TWM","2017308",NA,2017,308,2017-11-04
"HLS_L30_T18TWM_2017316","L30","T18TWM","2017316",0.252557047179803,2017,316,2017-11-12
"HLS_S30_T18TWM_2017316","S30","T18TWM","2017316",0.248620287375787,2017,316,2017-11-12
"HLS_S30_T18TWM_2017321","S30","T18TWM","2017321",0.235148916622644,2017,321,2017-11-17
"HLS_L30_T18TWM_2017323","L30","T18TWM","2017323",NA,2017,323,2017-11-19
"HLS_S30_T18TWM_2017323","S30","T18TWM","2017323",0.295634892493212,2017,323,2017-11-19
"HLS_S30_T18TWM_2017326","S30","T18TWM","2017326",NA,2017,326,2017-11-22
"HLS_S30_T18TWM_2017331","S30","T18TWM","2017331",NA,2017,331,2017-11-27
"HLS_L30_T18TWM_2017332","L30","T18TWM","2017332",0.226466791619687,2017,332,2017-11-28
"HLS_S30_T18TWM_2017333","S30","T18TWM","2017333",0.214632742970179,2017,333,2017-11-29
"HLS_S30_T18TWM_2017341","S30","T18TWM","2017341",0.184143143382625,2017,341,2017-12-07
"HLS_L30_T18TWM_2017348","L30","T18TWM","2017348",NA,2017,348,2017-12-14
"HLS_S30_T18TWM_2017348","S30","T18TWM","2017348",NA,2017,348,2017-12-14
"HLS_L30_T18TWM_2017355","L30","T18TWM","2017355",0.162154831380323,2017,355,2017-12-21
"HLS_S30_T18TWM_2017361","S30","T18TWM","2017361",0,2017,361,2017-12-27
"HLS_S30_T18TWM_2017363","S30","T18TWM","2017363",0,2017,363,2017-12-29
"HLS_S30_T18TWM_2018003","S30","T18TWM","2018003",NA,2018,3,2018-01-03
"HLS_L30_T18TWM_2018006","L30","T18TWM","2018006",0,2018,6,2018-01-06
"HLS_S30_T18TWM_2018006","S30","T18TWM","2018006",NA,2018,6,2018-01-06
"HLS_S30_T18TWM_2018018","S30","T18TWM","2018018",0,2018,18,2018-01-18
"HLS_S30_T18TWM_2018026","S30","T18TWM","2018026",0.173824700984588,2018,26,2018-01-26
"HLS_L30_T18TWM_2018031","L30","T18TWM","2018031",0.189684591907775,2018,31,2018-01-31
"HLS_S30_T18TWM_2018031","S30","T18TWM","2018031",0.197824335213537,2018,31,2018-01-31
"HLS_S30_T18TWM_2018033","S30","T18TWM","2018033",NA,2018,33,2018-02-02
"HLS_S30_T18TWM_2018048","S30","T18TWM","2018048",0.19610232869922,2018,48,2018-02-17
"HLS_S30_T18TWM_2018051","S30","T18TWM","2018051",NA,2018,51,2018-02-20
"HLS_S30_T18TWM_2018058","S30","T18TWM","2018058",0.18053195652599,2018,58,2018-02-27
"HLS_S30_T18TWM_2018063","S30","T18TWM","2018063",NA,2018,63,2018-03-04
"HLS_L30_T18TWM_2018070","L30","T18TWM","2018070",0,2018,70,2018-03-11
"HLS_S30_T18TWM_2018076","S30","T18TWM","2018076",0,2018,76,2018-03-17
"HLS_S30_T18TWM_2018078","S30","T18TWM","2018078",0,2018,78,2018-03-19
"HLS_S30_T18TWM_2018081","S30","T18TWM","2018081",0,2018,81,2018-03-22
"HLS_S30_T18TWM_2018083","S30","T18TWM","2018083",0.19819043515726,2018,83,2018-03-24
"HLS_S30_T18TWM_2018091","S30","T18TWM","2018091",NA,2018,91,2018-04-01
"HLS_L30_T18TWM_2018095","L30","T18TWM","2018095",NA,2018,95,2018-04-05
"HLS_S30_T18TWM_2018098","S30","T18TWM","2018098",NA,2018,98,2018-04-08
"HLS_S30_T18TWM_2018101","S30","T18TWM","2018101",0.188992258279853,2018,101,2018-04-11
"HLS_S30_T18TWM_2018103","S30","T18TWM","2018103",NA,2018,103,2018-04-13
"HLS_L30_T18TWM_2018111","L30","T18TWM","2018111",0.20336938131622,2018,111,2018-04-21
"HLS_S30_T18TWM_2018111","S30","T18TWM","2018111",0.195837583946508,2018,111,2018-04-21
"HLS_S30_T18TWM_2018113","S30","T18TWM","2018113",0.195796770817343,2018,113,2018-04-23
"HLS_S30_T18TWM_2018116","S30","T18TWM","2018116",0.230326459640053,2018,116,2018-04-26
"HLS_L30_T18TWM_2018118","L30","T18TWM","2018118",0.205016318909103,2018,118,2018-04-28
"HLS_S30_T18TWM_2018118","S30","T18TWM","2018118",0.216804264396132,2018,118,2018-04-28
"HLS_S30_T18TWM_2018121","S30","T18TWM","2018121",0.208315984088643,2018,121,2018-05-01
"HLS_S30_T18TWM_2018123","S30","T18TWM","2018123",0.23480510139154,2018,123,2018-05-03
"HLS_S30_T18TWM_2018128","S30","T18TWM","2018128",0.336800487777418,2018,128,2018-05-08
"HLS_S30_T18TWM_2018131","S30","T18TWM","2018131",0.446981998234852,2018,131,2018-05-11
"HLS_S30_T18TWM_2018138","S30","T18TWM","2018138",NA,2018,138,2018-05-18
"HLS_S30_T18TWM_2018141","S30","T18TWM","2018141",0.655561897522776,2018,141,2018-05-21
"HLS_L30_T18TWM_2018143","L30","T18TWM","2018143",0.648983906090201,2018,143,2018-05-23
"HLS_S30_T18TWM_2018143","S30","T18TWM","2018143",0.660906663382782,2018,143,2018-05-23
"HLS_S30_T18TWM_2018146","S30","T18TWM","2018146",NA,2018,146,2018-05-26
"HLS_L30_T18TWM_2018150","L30","T18TWM","2018150",0.683674069739074,2018,150,2018-05-30
"HLS_S30_T18TWM_2018153","S30","T18TWM","2018153",NA,2018,153,2018-06-02
"HLS_S30_T18TWM_2018158","S30","T18TWM","2018158",0.841127352292582,2018,158,2018-06-07
"HLS_S30_T18TWM_2018163","S30","T18TWM","2018163",0.686439067040169,2018,163,2018-06-12
"HLS_L30_T18TWM_2018166","L30","T18TWM","2018166",NA,2018,166,2018-06-15
"HLS_S30_T18TWM_2018166","S30","T18TWM","2018166",NA,2018,166,2018-06-15
"HLS_S30_T18TWM_2018168","S30","T18TWM","2018168",0.718396008955452,2018,168,2018-06-17
"HLS_S30_T18TWM_2018173","S30","T18TWM","2018173",0.718616627054103,2018,173,2018-06-22
"HLS_L30_T18TWM_2018175","L30","T18TWM","2018175",NA,2018,175,2018-06-24
"HLS_S30_T18TWM_2018176","S30","T18TWM","2018176",0.711046765316792,2018,176,2018-06-25
"HLS_S30_T18TWM_2018181","S30","T18TWM","2018181",0.681995903543313,2018,181,2018-06-30
"HLS_L30_T18TWM_2018182","L30","T18TWM","2018182",0.700400164143379,2018,182,2018-07-01
"HLS_S30_T18TWM_2018183","S30","T18TWM","2018183",0.677502468852258,2018,183,2018-07-02
"HLS_S30_T18TWM_2018186","S30","T18TWM","2018186",NA,2018,186,2018-07-05
"HLS_S30_T18TWM_2018188","S30","T18TWM","2018188",0.699845255515893,2018,188,2018-07-07
"HLS_L30_T18TWM_2018191","L30","T18TWM","2018191",0.682655231250899,2018,191,2018-07-10
"HLS_S30_T18TWM_2018191","S30","T18TWM","2018191",0.665757148514848,2018,191,2018-07-10
"HLS_S30_T18TWM_2018193","S30","T18TWM","2018193",0.6750642235644,2018,193,2018-07-12
"HLS_S30_T18TWM_2018196","S30","T18TWM","2018196",NA,2018,196,2018-07-15
"HLS_S30_T18TWM_2018198","S30","T18TWM","2018198",NA,2018,198,2018-07-17
"HLS_S30_T18TWM_2018201","S30","T18TWM","2018201",NA,2018,201,2018-07-20
"HLS_S30_T18TWM_2018203","S30","T18TWM","2018203",NA,2018,203,2018-07-22
"HLS_S30_T18TWM_2018206","S30","T18TWM","2018206",NA,2018,206,2018-07-25
"HLS_L30_T18TWM_2018207","L30","T18TWM","2018207",NA,2018,207,2018-07-26
"HLS_S30_T18TWM_2018208","S30","T18TWM","2018208",0.634758877988117,2018,208,2018-07-27
"HLS_S30_T18TWM_2018211","S30","T18TWM","2018211",NA,2018,211,2018-07-30
"HLS_S30_T18TWM_2018213","S30","T18TWM","2018213",NA,2018,213,2018-08-01
"HLS_L30_T18TWM_2018214","L30","T18TWM","2018214",0.62441417347799,2018,214,2018-08-02
"HLS_S30_T18TWM_2018216","S30","T18TWM","2018216",NA,2018,216,2018-08-04
"HLS_S30_T18TWM_2018218","S30","T18TWM","2018218",0.661191735840838,2018,218,2018-08-06
"HLS_S30_T18TWM_2018221","S30","T18TWM","2018221",NA,2018,221,2018-08-09
"HLS_S30_T18TWM_2018226","S30","T18TWM","2018226",NA,2018,226,2018-08-14
"HLS_S30_T18TWM_2018228","S30","T18TWM","2018228",0.607556896563951,2018,228,2018-08-16
"HLS_L30_T18TWM_2018230","L30","T18TWM","2018230",NA,2018,230,2018-08-18
"HLS_S30_T18TWM_2018231","S30","T18TWM","2018231",NA,2018,231,2018-08-19
"HLS_S30_T18TWM_2018233","S30","T18TWM","2018233",0.620467857584422,2018,233,2018-08-21
"HLS_S30_T18TWM_2018236","S30","T18TWM","2018236",0.593005397286878,2018,236,2018-08-24
"HLS_S30_T18TWM_2018238","S30","T18TWM","2018238",0.636712867421496,2018,238,2018-08-26
"HLS_L30_T18TWM_2018239","L30","T18TWM","2018239",NA,2018,239,2018-08-27
"HLS_S30_T18TWM_2018241","S30","T18TWM","2018241",0.602409759166389,2018,241,2018-08-29
"HLS_L30_T18TWM_2018246","L30","T18TWM","2018246",0.588250053192324,2018,246,2018-09-03
"HLS_S30_T18TWM_2018246","S30","T18TWM","2018246",0.589112734051267,2018,246,2018-09-03
"HLS_S30_T18TWM_2018248","S30","T18TWM","2018248",0.595016258652035,2018,248,2018-09-05
"HLS_S30_T18TWM_2018256","S30","T18TWM","2018256",0.632993781433921,2018,256,2018-09-13
"HLS_L30_T18TWM_2018262","L30","T18TWM","2018262",NA,2018,262,2018-09-19
"HLS_S30_T18TWM_2018276","S30","T18TWM","2018276",NA,2018,276,2018-10-03
"HLS_L30_T18TWM_2018278","L30","T18TWM","2018278",0.517789120356622,2018,278,2018-10-05
"HLS_S30_T18TWM_2018283","S30","T18TWM","2018283",NA,2018,283,2018-10-10
"HLS_S30_T18TWM_2018291","S30","T18TWM","2018291",0.452822027791354,2018,291,2018-10-18
"HLS_S30_T18TWM_2018293","S30","T18TWM","2018293",NA,2018,293,2018-10-20
"HLS_S30_T18TWM_2018296","S30","T18TWM","2018296",0.449028581403103,2018,296,2018-10-23
"HLS_S30_T18TWM_2018298","S30","T18TWM","2018298",NA,2018,298,2018-10-25
"HLS_S30_T18TWM_2018301","S30","T18TWM","2018301",NA,2018,301,2018-10-28
"HLS_L30_T18TWM_2018303","L30","T18TWM","2018303",NA,2018,303,2018-10-30
"HLS_S30_T18TWM_2018303","S30","T18TWM","2018303",NA,2018,303,2018-10-30
"HLS_S30_T18TWM_2018308","S30","T18TWM","2018308",0.285994548105513,2018,308,2018-11-04
"HLS_S30_T18TWM_2018311","S30","T18TWM","2018311",0.227106694959699,2018,311,2018-11-07
"HLS_S30_T18TWM_2018318","S30","T18TWM","2018318",0.161078868690745,2018,318,2018-11-14
"HLS_L30_T18TWM_2018326","L30","T18TWM","2018326",0.165627582062646,2018,326,2018-11-22
"HLS_S30_T18TWM_2018326","S30","T18TWM","2018326",0.218606335414231,2018,326,2018-11-22
"HLS_S30_T18TWM_2018331","S30","T18TWM","2018331",NA,2018,331,2018-11-27
"HLS_S30_T18TWM_2018333","S30","T18TWM","2018333",NA,2018,333,2018-11-29
"HLS_L30_T18TWM_2018335","L30","T18TWM","2018335",0.184401762978235,2018,335,2018-12-01
"HLS_S30_T18TWM_2018338","S30","T18TWM","2018338",NA,2018,338,2018-12-04
"HLS_S30_T18TWM_2018341","S30","T18TWM","2018341",0.19468687809602,2018,341,2018-12-07
"HLS_L30_T18TWM_2018342","L30","T18TWM","2018342",NA,2018,342,2018-12-08
"HLS_S30_T18TWM_2018343","S30","T18TWM","2018343",0.161681516526853,2018,343,2018-12-09
"HLS_L30_T18TWM_2018351","L30","T18TWM","2018351",NA,2018,351,2018-12-17
"HLS_S30_T18TWM_2018353","S30","T18TWM","2018353",0.166600488718883,2018,353,2018-12-19
"HLS_L30_T18TWM_2018358","L30","T18TWM","2018358",NA,2018,358,2018-12-24
"HLS_S30_T18TWM_2018358","S30","T18TWM","2018358",NA,2018,358,2018-12-24
"HLS_S30_T18TWM_2018361","S30","T18TWM","2018361",0.150537037576618,2018,361,2018-12-27
"HLS_S30_T18TWM_2018363","S30","T18TWM","2018363",NA,2018,363,2018-12-29
"HLS_S30_T18TWM_2019001","S30","T18TWM","2019001",0.126555578991774,2019,1,2019-01-01
"HLS_S30_T18TWM_2019003","S30","T18TWM","2019003",NA,2019,3,2019-01-03
"HLS_S30_T18TWM_2019006","S30","T18TWM","2019006",NA,2019,6,2019-01-06
"HLS_S30_T18TWM_2019011","S30","T18TWM","2019011",0.160449519876517,2019,11,2019-01-11
"HLS_S30_T18TWM_2019013","S30","T18TWM","2019013",NA,2019,13,2019-01-13
"HLS_L30_T18TWM_2019025","L30","T18TWM","2019025",0.135071022928439,2019,25,2019-01-25
"HLS_S30_T18TWM_2019028","S30","T18TWM","2019028",0.170677193891122,2019,28,2019-01-28
"HLS_S30_T18TWM_2019036","S30","T18TWM","2019036",0.183747961782972,2019,36,2019-02-05
"HLS_L30_T18TWM_2019041","L30","T18TWM","2019041",0.163346360353848,2019,41,2019-02-10
"HLS_S30_T18TWM_2019041","S30","T18TWM","2019041",0.1809092340485,2019,41,2019-02-10
"HLS_S30_T18TWM_2019046","S30","T18TWM","2019046",NA,2019,46,2019-02-15
"HLS_S30_T18TWM_2019048","S30","T18TWM","2019048",0,2019,48,2019-02-17
"HLS_L30_T18TWM_2019050","L30","T18TWM","2019050",0,2019,50,2019-02-19
