node,lower95,lower75,median,mean,upper75,upper95,variance,siteID,species,start.date == start.date,model,start.date,mice,weather
beta[10],-2.0211217755136253,-1.4202771607290647,-0.5203782601127054,-0.49196496423686115,0.4672726136779572,1.1377909239807034,0.6528479858358599,TREE,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-04-29,Mice,Weather
beta[11],-1.859374561179129,-1.2673728766309384,-0.2657902406195194,-0.2637513228747166,0.7146509730951492,1.3763310539834333,0.7102382122271294,TREE,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-04-29,Mice,Weather
beta[12],-1.4139898771011077,-0.9672430972888332,-0.18005046318945567,-0.06869032736304649,0.9511312777106976,1.8007998799161855,0.7005792158303582,TREE,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-04-29,Mice,Weather
beta[13],-1.009009219912217,-0.8001094256291442,-0.4978585158157809,-0.5028140288489825,-0.20700373573290795,-0.03553990914385832,0.06332649010073929,TREE,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-04-29,Mice,Weather
beta[14],-1.168781767831229,-0.565564864211039,0.31348742557446563,0.33196403105234873,1.2360094160965438,1.8764329491761136,0.6099727869909587,TREE,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-04-29,Mice,Weather
beta[1],-0.5735649005396937,-0.3669001727516998,0.1824786160692792,0.12310660352579415,0.5301627308151904,0.6723168729631179,0.1310271607606983,TREE,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-04-29,Mice,Weather
beta[2],-1.6365286819134297,-1.0666407041823258,1.171599081158771,0.6795461474891428,1.8815295510485528,2.1345464098658993,1.4581464915362516,TREE,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-04-29,Mice,Weather
beta[3],-1.4167582294869256,-1.1925796077634303,-0.8966495585517682,-0.8840307044216246,-0.57489729778491,-0.31482421798039806,0.07337943943001854,TREE,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-04-29,Mice,Weather
beta[4],0.6914625086469889,1.4643555176611782,2.4226908119554684,2.3143969709804604,3.0704303449142936,3.4858692262155775,0.4806155354978333,TREE,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-04-29,Mice,Weather
beta[5],-0.9461632324355064,-0.6296029069661461,-0.02754339162405596,-0.09337247994646766,0.34102714698772985,0.6018799631782389,0.168248872195499,TREE,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-04-29,Mice,Weather
beta[6],-3.598371757986142,-3.359754117508038,2.3095040077017286,0.5228637365616844,2.7229717097573864,2.839179551237482,7.442107538040816,TREE,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-04-29,Mice,Weather
beta[7],-1.7046630578369373,-1.4988949536315703,-0.7773841317566594,-0.7950641020242187,-0.07555327181206371,0.08624220271498034,0.3301283031178006,TREE,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-04-29,Mice,Weather
beta[8],-1.253261794649509,-0.8159554702609292,-0.13605549433553044,0.18478949173737305,1.519486481420293,2.063998243707085,0.9387615569932196,TREE,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-04-29,Mice,Weather
beta[9],-2.0466420478313947,-1.310064753912407,-0.02035605280866437,-0.03467784492224855,1.2133075975415817,1.924117935544488,1.1160893757924648,TREE,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-04-29,Mice,Weather
phi.a.mu,4.157777219525733,4.7532395911706935,5.726385385093501,5.741618094381077,6.719465505369012,7.437339996563601,0.7096158776137859,TREE,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-04-29,Mice,Weather
phi.l.mu,3.507179515909105,3.5507450449612867,3.610558577631597,3.610828719571262,3.670915345134161,3.7128733815787194,0.00276594539221249,TREE,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-04-29,Mice,Weather
