"siteID","date","ndvi_mean","ndvi_median","ndvi_sd","evi_mean","evi_median","evi_sd","n_pixels"
"OSBS","2023-08-13",0.698202,0.69115,0.0678211626040847,0.416806,0.40935,0.0666177196374731,100
"OSBS","2023-08-29",0.739993,0.71965,0.0614433684482111,0.340122,0.3378,0.0467917319382151,100
"OSBS","2023-09-14",0.745039,0.73765,0.0595951084274947,0.360706,0.3471,0.0497104399741568,100
"OSBS","2023-09-30",0.776665,0.7761,0.040345408598123,0.353063,0.3546,0.0229323143492789,100
"OSBS","2023-10-16",0.720876,0.70805,0.0627276768132205,0.33198,0.3312,0.0489478056379209,100
"OSBS","2023-11-01",0.694388,0.6821,0.0476031475064964,0.370965,0.37735,0.0439784482916509,100
"OSBS","2023-11-17",0.710349,0.70795,0.0502201929184634,0.313415,0.31775,0.0471736751940437,100
"OSBS","2023-12-03",0.701179,0.699,0.0426083272910995,0.301659,0.3049,0.0461088569133804,100
"OSBS","2023-12-19",0.684822,0.6838,0.0404338356660194,0.30086,0.3223,0.0556471422846173,100
"OSBS","2024-01-01",0.679554,0.677,0.0494212370414488,0.29311,0.3028,0.0607460843814379,100
"OSBS","2024-01-17",0.660073,0.6607,0.0473767318225077,0.273124,0.2834,0.0470900515346432,100
"OSBS","2024-02-02",0.645988,0.6457,0.0494172776394343,0.301197,0.30975,0.0498776714785405,100
"OSBS","2024-02-18",0.643293,0.6421,0.0534194253152362,0.289877,0.2983,0.0442727949732957,100
"OSBS","2024-03-05",0.674482,0.6784,0.089221155687551,0.337288,0.325,0.0739238268610181,100
"OSBS","2024-03-21",0.677344,0.66015,0.08372322646975,0.367236,0.3569,0.068750717197361,100
"OSBS","2024-04-06",0.68825,0.6733,0.0851758555204253,0.399369,0.3882,0.0776404009364697,100
"OSBS","2024-04-22",0.709401,0.69325,0.0901603246467316,0.382271,0.3612,0.0788389872980483,100
"OSBS","2024-05-08",0.696991,0.6978,0.0828716740667537,0.436385,0.4426,0.0931047714115445,100
"OSBS","2024-05-24",0.741429,0.7468,0.0732515070965724,0.361046,0.35815,0.0492429729796931,100
"OSBS","2024-06-09",0.682045,0.6751,0.0695265756543656,0.434281,0.4289,0.0957097186361664,100
"OSBS","2024-06-25",0.652242,0.67615,0.118935556083999,0.418027,0.4363,0.113148503344458,100
"OSBS","2024-07-11",0.708107,0.69725,0.101294889293437,0.358137,0.3587,0.0751914628925332,100
"OSBS","2024-07-27",0.634088,0.63905,0.121747253742905,0.387863,0.38,0.101093186988815,100
"OSBS","2024-08-12",0.720757,0.72115,0.0592181078213362,0.481938,0.4726,0.054188318805343,100
"OSBS","2024-08-28",0.527395,0.55535,0.156752812147539,0.305567,0.28535,0.126528229816132,100
"OSBS","2024-09-13",0.757078,0.75505,0.0671863330558749,0.373471,0.37265,0.0506921034533511,100
"OSBS","2024-09-29",0.747603,0.74975,0.057601607116679,0.384989,0.39005,0.0569695787950096,100
"OSBS","2024-10-15",0.739151,0.7445,0.0587194536879742,0.347316,0.3485,0.0422663792170705,100
"OSBS","2024-10-31",0.71958,0.7211,0.0501235906877624,0.357019,0.36115,0.0551512039027181,100
"OSBS","2024-11-16",0.744692,0.74605,0.0520371151150306,0.314481,0.31805,0.0406933908589093,100
"OSBS","2024-12-02",0.702534,0.7074,0.0455458858867859,0.33109,0.3383,0.0415511671911812,100
"OSBS","2024-12-18",0.691539,0.6969,0.0403975219136976,0.30488,0.3039,0.0421191551710529,100
"OSBS","2025-01-01",0.682141,0.6914,0.0461815020360212,0.288272,0.2963,0.0449584883278706,100
"OSBS","2025-01-17",0.638476,0.63485,0.0444357966536263,0.302271,0.31185,0.0477644690543128,100
"OSBS","2025-02-02",0.659643,0.659,0.0442719653980035,0.294509,0.2956,0.0522963082595297,100
"OSBS","2025-02-18",0.598934,0.59485,0.0526906413019246,0.301818,0.30525,0.0458165476259794,100
"OSBS","2025-03-06",0.641054,0.6418,0.0712281133068434,0.318596,0.31095,0.0552379753723136,100
"OSBS","2025-03-22",0.67583,0.6572,0.0991668989047446,0.350308,0.33955,0.0747865132334445,100
"OSBS","2025-04-07",0.682528,0.6739,0.0814671676818398,0.422302,0.40415,0.0864171559613277,100
"OSBS","2025-04-23",0.680958,0.677,0.0790778649385043,0.417001,0.40995,0.0757247347538131,100
"OSBS","2025-05-09",0.671192,0.6667,0.0816094105783732,0.392265,0.3803,0.0732721526815328,100
"OSBS","2025-05-25",0.690958,0.6905,0.0936767741553989,0.381813,0.3593,0.0817549116987395,100
"OSBS","2025-06-10",0.714449,0.7067,0.0756274033694404,0.358957,0.34305,0.0591413121175875,100
"OSBS","2025-06-26",0.59117,0.6097,0.147610213916671,0.338914,0.329,0.112262102242921,100
"OSBS","2025-07-12",0.688215,0.6864,0.0760059173334351,0.396681,0.37885,0.0725997227016993,100
"OSBS","2025-07-28",0.713839,0.71095,0.0839750899753233,0.395166,0.38195,0.0747236217029397,100
"OSBS","2025-08-13",0.719304,0.715,0.0733483055239337,0.370586,0.357,0.0654213584806563,100
"OSBS","2025-08-29",0.692666,0.6931,0.0696767952909733,0.493184,0.4943,0.0573866449110019,100
"OSBS","2025-09-14",0.724317,0.7139,0.0586825478762854,0.416362,0.4215,0.056752061823445,100
"OSBS","2025-09-30",0.718175,0.7148,0.0482469727422134,0.38728,0.3849,0.0496776762253582,100
"OSBS","2025-10-16",0.741192,0.7273,0.0553747502536722,0.325668,0.32565,0.0478634967296782,100
"OSBS","2025-11-01",0.724496,0.7156,0.052561461704995,0.310662,0.3119,0.041241233607822,100
"OSBS","2025-11-17",0.678958,0.6753,0.0486214592437321,0.306197,0.3181,0.0498794029574727,100
"OSBS","2025-12-03",0.682429,0.6795,0.0485614996835472,0.326423,0.33415,0.060926310607507,100
"OSBS","2025-12-19",0.668864,0.67345,0.0511675728278263,0.322057,0.3323,0.0544659809589268,100
"UNDE","2015-12-19",0.153207575757576,0.15555,0.0952677701731957,0.0870022727272727,0.0848,0.0403189449643658,132
"UNDE","2016-01-01",0.140612878787879,0.1373,0.0956825982290566,0.0809007575757576,0.08,0.0361185822555997,132
"UNDE","2016-01-17",0.156900757575758,0.16315,0.0738073978958378,0.122005303030303,0.1302,0.0493267038440763,132
"UNDE","2016-02-02",0.117375757575758,0.11715,0.0418301748736011,0.0867219696969697,0.0867,0.0269936190209168,132
"UNDE","2016-02-18",0.134093181818182,0.12725,0.0676075170774025,0.0892537878787879,0.0893,0.0311519629349862,132
"UNDE","2016-03-05",0.0954939393939394,0.0976,0.0636691636959114,0.0634257575757576,0.06855,0.0412365501944668,132
"UNDE","2016-03-21",0.223025,0.2418,0.107968015036826,0.123768181818182,0.1317,0.0579611956506173,132
"UNDE","2016-04-06",0.484982575757576,0.48155,0.059116986484637,0.182450757575758,0.1882,0.0417747330336459,132
"UNDE","2016-04-22",0.486823484848485,0.4871,0.060780351460328,0.184458333333333,0.18965,0.0434235452395412,132
"UNDE","2016-05-08",0.672570454545455,0.6821,0.0482666792571166,0.328682575757576,0.33855,0.0704902954678649,132
"UNDE","2016-05-24",0.794831060606061,0.8334,0.112228172792451,0.431547727272727,0.4321,0.0917907348397913,132
"UNDE","2016-06-09",0.856934848484848,0.86435,0.0348313800452226,0.540621212121212,0.5711,0.106152106788414,132
"UNDE","2016-06-25",0.847559848484848,0.8767,0.0999135579517229,0.463343181818182,0.49205,0.104509628610198,132
"UNDE","2016-07-11",0.852509848484848,0.86425,0.0547317383673284,0.492417424242424,0.50815,0.113542842905197,132
"UNDE","2016-07-27",0.838705303030303,0.8514,0.0543248292302869,0.496009848484849,0.5253,0.112085183568344,132
"UNDE","2016-08-12",0.819181060606061,0.8448,0.0916831060154351,0.372178787878788,0.39485,0.0850625033153579,132
"UNDE","2016-08-28",0.810431818181818,0.83625,0.0918085157271795,0.387064393939394,0.4132,0.100565257482925,132
"UNDE","2016-09-13",0.791628787878788,0.7986,0.0363284287776232,0.349652272727273,0.3662,0.0652344432812539,132
"UNDE","2016-09-29",0.676552272727273,0.68875,0.0664444214350118,0.262149242424242,0.283,0.0581093894689995,132
"UNDE","2016-10-15",0.538846212121212,0.5478,0.0647320129224546,0.158315151515152,0.1587,0.0377277035612745,132
"UNDE","2016-10-31",0.576712121212121,0.58075,0.068225166083119,0.147836363636364,0.1498,0.0317548103532213,132
"UNDE","2016-11-16",0.328246212121212,0.33775,0.12716288611015,0.143384848484848,0.15395,0.0393674498101797,132
"UNDE","2016-12-02",0.298587121212121,0.30215,0.138422321703719,0.137496212121212,0.1448,0.0444879731673046,132
"UNDE","2016-12-18",0.188387878787879,0.1631,0.112403460210181,0.112531060606061,0.1078,0.0449568905171765,132
"UNDE","2017-01-01",0.168523484848485,0.1623,0.0958808730178438,0.0965651515151515,0.0945,0.0393913443912996,132
"UNDE","2017-01-17",0.14627196969697,0.151,0.0843261102650096,0.0935613636363636,0.10265,0.0477210335748771,132
"UNDE","2017-02-02",0.147479545454545,0.1473,0.0657884763786128,0.102113636363636,0.1007,0.0409642681249378,132
"UNDE","2017-02-18",0.103547727272727,0.11,0.0721509692326271,0.0658780303030303,0.0746,0.0441694711922574,132
"UNDE","2017-03-06",0.175541666666667,0.178,0.077091336769021,0.107722727272727,0.1051,0.037525184603518,132
"UNDE","2017-03-22",0.361142424242424,0.357,0.116316241159337,0.142210606060606,0.1456,0.0371741851198455,132
"UNDE","2017-04-07",0.522457575757576,0.5192,0.0632747421615047,0.179048484848485,0.1844,0.0373793805364648,132
"UNDE","2017-04-23",0.501856818181818,0.5098,0.0779613920825405,0.184915909090909,0.1911,0.0426754230172543,132
"UNDE","2017-05-09",0.532050757575758,0.5307,0.0577111780832585,0.189984090909091,0.2004,0.0408789720474451,132
"UNDE","2017-05-25",0.821885606060606,0.8431,0.0816474754615733,0.433989393939394,0.4495,0.0915932872449296,132
"UNDE","2017-06-10",0.8268,0.82745,0.058567582154203,0.495886363636364,0.52155,0.113676561914322,132
"UNDE","2017-06-26",0.885781818181818,0.9024,0.0551950487576196,0.507831818181818,0.5153,0.102205247260898,132
"UNDE","2017-07-12",0.882799242424242,0.89165,0.041941861790031,0.500838636363636,0.5131,0.0955058574181696,132
"UNDE","2017-07-28",0.880942424242424,0.8926,0.0408041386188868,0.478522727272727,0.49975,0.113533798035308,132
"UNDE","2017-08-13",0.83837196969697,0.8531,0.0618996816013638,0.492937878787879,0.5142,0.101180848239318,132
"UNDE","2017-08-29",0.825979545454545,0.83645,0.0488385058611916,0.436757575757576,0.4447,0.0789303607654668,132
"UNDE","2017-09-14",0.756812878787879,0.76635,0.0438904176804961,0.352139393939394,0.3651,0.0701451817865929,132
"UNDE","2017-09-30",0.5818,0.58675,0.0392798357453695,0.255148484848485,0.2705,0.0484574961072536,132
"UNDE","2017-10-16",0.51632196969697,0.52545,0.0654566371402396,0.212324242424242,0.2271,0.0477878423984708,132
"UNDE","2017-11-01",0.328488636363636,0.32865,0.155855024457051,0.135244696969697,0.1489,0.0404532683256629,132
"UNDE","2017-11-17",0.385231060606061,0.3804,0.0572938310263478,0.161320454545455,0.152,0.0451525957909625,132
"UNDE","2017-12-03",0.239101515151515,0.2504,0.0712972885632085,0.0834106060606061,0.0825,0.0258621278638312,132
"UNDE","2017-12-19",0.195779545454545,0.20335,0.0693487158322205,0.124732575757576,0.1262,0.0369536980686428,132
"UNDE","2018-01-01",0.1696,0.17605,0.085310646534965,0.103828787878788,0.10675,0.0435353563960927,132
"UNDE","2018-01-17",0.135232575757576,0.13515,0.0611316605621491,0.0931530303030303,0.0968,0.033146059923573,132
"UNDE","2018-02-02",0.176302272727273,0.17765,0.0751710583274072,0.120161363636364,0.12315,0.0429665228244326,132
"UNDE","2018-02-18",0.101281818181818,0.10755,0.0630804682007411,0.0713037878787879,0.0779,0.0423218482642746,132
"UNDE","2018-03-06",0.0863386363636364,0.0873,0.058193560473381,0.059430303030303,0.0638,0.0381587022267878,132
"UNDE","2018-03-22",0.0830863636363636,0.084,0.0654086260538198,0.0597106060606061,0.06415,0.047829691914516,132
"UNDE","2018-04-07",0.0785583333333333,0.0828,0.0548369185854668,0.062194696969697,0.0666,0.0426914606374372,132
"UNDE","2018-04-23",0.462239393939394,0.4778,0.0996416600674835,0.197648484848485,0.21075,0.0523740327897699,132
"UNDE","2018-05-09",0.674913636363636,0.6871,0.0622180612111499,0.356362878787879,0.36935,0.0807899825674716,132
"UNDE","2018-05-25",0.761282575757576,0.7927,0.107348239404466,0.419578787878788,0.42695,0.106758021333904,132
"UNDE","2018-06-10",0.853862878787879,0.8615,0.0413819011316256,0.587305303030303,0.604,0.10749178510376,132
"UNDE","2018-06-26",0.892696212121212,0.9011,0.0400907489763085,0.50534696969697,0.5136,0.102996358372883,132
"UNDE","2018-07-12",0.868376515151515,0.8897,0.0602821190049968,0.473121212121212,0.49115,0.0857620300958013,132
"UNDE","2018-07-28",0.877943181818182,0.88535,0.0309105732872069,0.528608333333333,0.53915,0.0982572632295124,132
"UNDE","2018-08-13",0.7848,0.8186,0.0970377340628947,0.524017424242424,0.549,0.0997553415480125,132
"UNDE","2018-08-29",0.840992424242424,0.8484,0.0316215300632945,0.472260606060606,0.4759,0.0966579826597039,132
"UNDE","2018-09-14",0.790209848484849,0.80185,0.0709471697436435,0.372511363636364,0.3886,0.0919596473466,132
"UNDE","2018-09-30",0.354167424242424,0.36115,0.111236760424109,0.219425757575758,0.2131,0.0714649752694381,132
"UNDE","2018-10-16",0.562943939393939,0.56475,0.0417173152356378,0.180252272727273,0.18985,0.0381026365337862,132
"UNDE","2018-11-01",0.468209848484848,0.474,0.10417387246231,0.200905303030303,0.2199,0.0407965428755243,132
"UNDE","2018-11-17",0.116040909090909,0.1238,0.0539017171114631,0.0795143939393939,0.085,0.034248189638622,132
"UNDE","2018-12-03",0.271752272727273,0.2502,0.148208266639006,0.149281818181818,0.1494,0.0530857161078594,132
"UNDE","2018-12-19",0.143805303030303,0.122,0.108772140372806,0.0976848484848485,0.0898,0.0629299883426121,132
"UNDE","2019-01-01",0.149277272727273,0.12375,0.115554009440818,0.0967659090909091,0.08745,0.0662353769885557,132
"UNDE","2019-01-17",0.170284090909091,0.1706,0.0783534006525801,0.104648484848485,0.1068,0.0350529272331207,132
"UNDE","2019-02-02",0.0874962121212121,0.0895,0.0343747497540993,0.0654265151515152,0.06815,0.0205536789665704,132
"UNDE","2019-02-18",0.101964393939394,0.10115,0.0423535106876492,0.0767280303030303,0.07785,0.0256726078942261,132
"UNDE","2019-03-06",0.106998484848485,0.1103,0.0482576197121471,0.080144696969697,0.0838,0.0321122347481168,132
"UNDE","2019-03-22",0.0818924242424242,0.1021,0.100454957147232,0.0540651515151515,0.0709,0.0714003143073122,132
"UNDE","2019-04-07",0.142376515151515,0.1364,0.099456350362648,0.0856977272727273,0.08605,0.0574887157409467,132
"UNDE","2019-04-23",0.501415909090909,0.50425,0.0548688635540856,0.18132803030303,0.1913,0.0388398164994249,132
"UNDE","2019-05-09",0.548512878787879,0.5487,0.025472965478626,0.252444696969697,0.2635,0.0327735424720462,132
"UNDE","2019-05-25",0.783419696969697,0.79815,0.0622749768272841,0.463713636363636,0.48005,0.0937295009834943,132
"UNDE","2019-06-10",0.825899242424242,0.8394,0.0594793125832495,0.553040909090909,0.5875,0.130068465796238,132
"UNDE","2019-06-26",0.875731818181818,0.8822,0.0303203539783306,0.584619696969697,0.62845,0.125431629403709,132
"UNDE","2019-07-12",0.847240909090909,0.87345,0.0837136932395678,0.527253787878788,0.53935,0.121844615981001,132
"UNDE","2019-07-28",0.858901515151515,0.87845,0.0707022992001718,0.500493939393939,0.5334,0.112996857861857,132
"UNDE","2019-08-13",0.854075,0.86895,0.056855425832236,0.507752272727273,0.5449,0.115400737866527,132
"UNDE","2019-08-29",0.834174242424242,0.8471,0.050848553194925,0.501668181818182,0.5121,0.109605537218862,132
"UNDE","2019-09-14",0.778103787878788,0.7897,0.0441339692011816,0.37770303030303,0.3879,0.0705552817087899,132
"UNDE","2019-09-30",0.595804545454545,0.6054,0.0543345557508918,0.278676515151515,0.29265,0.0559970335362719,132
"UNDE","2019-10-16",0.558917424242424,0.5654,0.0454443246252276,0.173373484848485,0.18045,0.0351158494040253,132
"UNDE","2019-11-01",0.553058333333333,0.55265,0.043657508193076,0.171281060606061,0.1798,0.0369624383976713,132
"UNDE","2019-11-17",0.199534848484848,0.1897,0.105384733880631,0.112805303030303,0.1117,0.0473924259004738,132
"UNDE","2019-12-03",0.114327272727273,0.1112,0.0469131503738705,0.0815537878787879,0.088,0.0285413678754004,132
"UNDE","2019-12-19",0.146847727272727,0.1336,0.0960144498237008,0.0954856060606061,0.0987,0.041447306991912,132
"UNDE","2020-01-01",0.125006060606061,0.1261,0.0631718469974165,0.0790666666666667,0.0831,0.0327026942108964,132
"UNDE","2020-01-17",0.117501515151515,0.12245,0.0446946911560436,0.0866689393939394,0.0904,0.0274568728658021,132
"UNDE","2020-02-02",0.132543939393939,0.1409,0.0695625636986747,0.0915075757575758,0.0878,0.0462951329135447,132
"UNDE","2020-02-18",0.133625757575758,0.1344,0.0760740916678327,0.0942060606060606,0.09315,0.048872942853294,132
"UNDE","2020-03-05",0.0927340909090909,0.09345,0.0698393804235538,0.0619151515151515,0.0646,0.046569643299859,132
"UNDE","2020-03-21",0.0727664122137405,0.0881,0.0859184601017706,0.0466946564885496,0.0635,0.0583437852638955,131
"UNDE","2020-04-06",0.243471212121212,0.25125,0.125059324261644,0.127276515151515,0.13875,0.0523996647326966,132
"UNDE","2020-04-22",0.521938636363636,0.5178,0.0412416980268947,0.176876515151515,0.1863,0.0347069033321638,132
"UNDE","2020-05-08",0.554825757575758,0.55575,0.0380747790161889,0.212287878787879,0.2141,0.0381901770478618,132
"UNDE","2020-05-24",0.809423484848485,0.82205,0.0498141842822108,0.478401515151515,0.5046,0.102655298093642,132
"UNDE","2020-06-09",0.858134848484849,0.86885,0.0518595018932701,0.540984848484849,0.5675,0.115666894380813,132
"UNDE","2020-06-25",0.873877272727273,0.88335,0.0455493266571243,0.574390151515151,0.6029,0.118686878995862,132
"UNDE","2020-07-11",0.887202272727273,0.89105,0.0279827767800481,0.544375,0.56595,0.0833879266848259,132
"UNDE","2020-07-27",0.845239393939394,0.85375,0.0307598349134825,0.56365303030303,0.58695,0.0972784752474686,132
"UNDE","2020-08-12",0.864750757575758,0.8683,0.0203818864958968,0.555403787878788,0.5799,0.0717123754640909,132
"UNDE","2020-08-28",0.850055303030303,0.8685,0.0762252460776751,0.429184848484849,0.45365,0.0995173340111117,132
"UNDE","2020-09-13",0.745018181818182,0.74565,0.054772601132655,0.408584848484848,0.42215,0.0735364514532982,132
"UNDE","2020-09-29",0.579504545454545,0.5947,0.0769469043305275,0.24397196969697,0.2607,0.0605858602333318,132
"UNDE","2020-10-15",0.429215909090909,0.42055,0.0560217567190177,0.211865909090909,0.2136,0.0271904418251738,132
"UNDE","2020-10-31",0.532506060606061,0.52845,0.048402053072309,0.167418939393939,0.17315,0.0353694851285093,132
"UNDE","2020-11-16",0.406640151515152,0.3981,0.083660997013847,0.206411363636364,0.20405,0.0348866028830799,132
"UNDE","2020-12-02",0.325838636363636,0.3091,0.129387443287859,0.167895454545455,0.18405,0.051435510446639,132
"UNDE","2020-12-18",0.142844696969697,0.1429,0.0592414561294281,0.0912363636363636,0.08585,0.0333397529326061,132
"UNDE","2021-01-01",0.178225,0.18525,0.0700501318577092,0.129597727272727,0.1158,0.0566129560144002,132
"UNDE","2021-01-17",0.115289393939394,0.12545,0.0397982397431443,0.0802416666666667,0.08735,0.0219075818785621,132
"UNDE","2021-02-02",0.165510606060606,0.16385,0.0699341634317382,0.111348484848485,0.10985,0.0335853259597729,132
"UNDE","2021-02-18",0.126225757575758,0.1293,0.0564442258268522,0.0912416666666667,0.09295,0.0346500367175745,132
"UNDE","2021-03-06",0.103299242424242,0.1159,0.0887371291569924,0.0666401515151515,0.07875,0.0585151912941469,132
"UNDE","2021-03-22",0.479096212121212,0.4836,0.0466568542296965,0.174842424242424,0.1794,0.0340679140335488,132
"UNDE","2021-04-07",0.497454545454545,0.4899,0.0309741836941186,0.223678787878788,0.23075,0.0337337170905987,132
"UNDE","2021-04-23",0.516993939393939,0.51495,0.0572542138288232,0.182333333333333,0.1925,0.0413481470211969,132
"UNDE","2021-05-09",0.611869696969697,0.6051,0.0364394089564898,0.296587121212121,0.307,0.0450509845277159,132
"UNDE","2021-05-25",0.863676515151515,0.8912,0.0640300035346604,0.523644696969697,0.5436,0.109335769214281,132
"UNDE","2021-06-10",0.867937121212121,0.8759,0.0336530873901037,0.579475757575758,0.5987,0.110938172122011,132
"UNDE","2021-06-26",0.867474242424242,0.8774,0.0373151170095575,0.599142424242424,0.6216,0.115343496374569,132
"UNDE","2021-07-12",0.868196212121212,0.87225,0.0309131198346084,0.583227272727273,0.61045,0.101493278152114,132
"UNDE","2021-07-28",0.838087878787879,0.8547,0.0507821421252086,0.521325757575758,0.5311,0.0880816888554905,132
"UNDE","2021-08-13",0.857862121212121,0.87085,0.0523950095670111,0.473409848484849,0.50145,0.0988725394767035,132
"UNDE","2021-08-29",0.799187878787879,0.80465,0.0372895786565381,0.477611363636364,0.4936,0.0788860088289805,132
"UNDE","2021-09-14",0.760622727272727,0.77315,0.0664031207200397,0.396107575757576,0.42025,0.0898744608929352,132
"UNDE","2021-09-30",0.613371212121212,0.6227,0.0477991209001263,0.263968181818182,0.27045,0.0468541806784694,132
"UNDE","2021-10-16",0.533990909090909,0.5482,0.0985692862484743,0.181901515151515,0.19485,0.0463864401495508,132
"UNDE","2021-11-01",0.349170454545455,0.3149,0.120571560417336,0.176907575757576,0.1898,0.0438666727748724,132
"UNDE","2021-11-17",0.438612121212121,0.4538,0.124216698137688,0.159196212121212,0.16035,0.0323465099060115,132
"UNDE","2021-12-03",0.157389393939394,0.16,0.0915811809875821,0.102719696969697,0.0997,0.043819158972272,132
"UNDE","2021-12-19",0.224625,0.2278,0.0933023774886694,0.155703787878788,0.1394,0.0658823325427055,132
"UNDE","2022-01-01",0.195618181818182,0.18415,0.0974837131185848,0.123744696969697,0.1182,0.0483327956150742,132
"UNDE","2022-01-17",0.198854545454545,0.2048,0.0745550120817465,0.138762878787879,0.1382,0.0491005020190176,132
"UNDE","2022-02-02",0.137855303030303,0.1429,0.0552430318418807,0.0949742424242424,0.09725,0.0284546797053072,132
"UNDE","2022-02-18",0.143771212121212,0.1389,0.070323323669709,0.100031060606061,0.0995,0.0375834382328291,132
"UNDE","2022-03-06",0.101006060606061,0.1106,0.0703905709741911,0.0745863636363636,0.08155,0.0525421862825261,132
"UNDE","2022-03-22",0.104144696969697,0.10835,0.0435523644013231,0.0785856060606061,0.0845,0.0266992813254216,132
"UNDE","2022-04-07",0.11985,0.1219,0.0566951571097096,0.0908325757575758,0.09185,0.0383900839936567,132
"UNDE","2022-04-23",0.498341666666667,0.50185,0.0541204255746071,0.2038,0.2115,0.0448348777130259,132
"UNDE","2022-05-09",0.675185606060606,0.6775,0.0222137882103163,0.239777272727273,0.2533,0.0384040245006785,132
"UNDE","2022-05-25",0.794125,0.80025,0.0639374221436999,0.465692424242424,0.48845,0.0973674982381809,132
"UNDE","2022-06-10",0.846209090909091,0.8765,0.094457501615176,0.50192196969697,0.54345,0.107914282717402,132
"UNDE","2022-06-26",0.891803787878788,0.90355,0.0376595889785191,0.489824242424242,0.5108,0.0940288644340127,132
"UNDE","2022-07-12",0.873387121212121,0.87705,0.0302387103538338,0.566334090909091,0.5778,0.0863199620704215,132
"UNDE","2022-07-28",0.868739393939394,0.8828,0.0498214579565104,0.502289393939394,0.524,0.101316142853364,132
"UNDE","2022-08-13",0.876408333333333,0.88705,0.0378087898049382,0.471047727272727,0.4866,0.0855812818104637,132
"UNDE","2022-08-29",0.854773484848485,0.871,0.0551448029426157,0.460125757575758,0.4792,0.0875104544430337,132
"UNDE","2022-09-14",0.799703787878788,0.8122,0.0608078608383893,0.423431060606061,0.44535,0.0849806939301584,132
"UNDE","2022-09-30",0.730212121212121,0.7409,0.0459137692103328,0.399759090909091,0.424,0.0804385014290069,132
"UNDE","2022-10-16",0.555461363636364,0.5601,0.0613883155798345,0.17722803030303,0.184,0.0376500302898086,132
"UNDE","2022-11-01",0.526093939393939,0.5331,0.0682343724328822,0.183778787878788,0.1915,0.0423809081860243,132
"UNDE","2022-11-17",0.273556060606061,0.2622,0.10545954707782,0.167498484848485,0.1767,0.0445764973929558,132
"UNDE","2022-12-03",0.179423484848485,0.1814,0.0721585191574756,0.139106060606061,0.1241,0.0660188300198295,132
"UNDE","2022-12-19",0.0982931818181818,0.09035,0.0849645468884916,0.0715424242424242,0.0683,0.0525757804531839,132
"UNDE","2023-01-01",0.155955303030303,0.1652,0.0480490069710066,0.118374242424242,0.1229,0.0305207190825319,132
"UNDE","2023-01-17",0.123987878787879,0.13,0.0553985959398551,0.084869696969697,0.0896,0.0311802025156205,132
"UNDE","2023-02-02",0.135529545454545,0.1441,0.0692577459923761,0.0894393939393939,0.09695,0.0401603765028574,132
"UNDE","2023-02-18",0.14380303030303,0.1439,0.0548401089349672,0.107122727272727,0.1053,0.0383534199653637,132
"UNDE","2023-03-06",0.117855303030303,0.12075,0.0423151215719384,0.0893272727272727,0.0935,0.0250510199725582,132
"UNDE","2023-03-22",0.0973272727272727,0.105,0.0560777038477957,0.0717325757575758,0.0794,0.0387800403060551,132
"UNDE","2023-04-07",0.109181818181818,0.1133,0.0603817307416407,0.0824893939393939,0.0891,0.0421928980992248,132
"UNDE","2023-04-23",0.309908333333333,0.3192,0.0697378045281548,0.205902272727273,0.22105,0.0551710725535011,132
"UNDE","2023-05-09",0.616562878787879,0.6285,0.0483580197810611,0.251765909090909,0.25555,0.0421442340365325,132
"UNDE","2023-05-25",0.812770454545455,0.82275,0.0462411811086845,0.542931060606061,0.5547,0.0957262677683156,132
"UNDE","2023-06-10",0.861199242424242,0.8837,0.0755645313382427,0.549290151515151,0.5926,0.12748752602345,132
"UNDE","2023-06-26",0.876923484848485,0.8889,0.0548938251506627,0.547893181818182,0.57325,0.110917333355313,132
"UNDE","2023-07-12",0.851920454545455,0.8576,0.0639906800688168,0.593973484848485,0.6444,0.117583823509537,132
"UNDE","2023-07-28",0.871214393939394,0.8773,0.0391764614883017,0.525394696969697,0.55305,0.0955165860776965,132
"UNDE","2023-08-13",0.80292803030303,0.8099,0.0322067161797511,0.565310606060606,0.5784,0.0879514571678633,132
"UNDE","2023-08-29",0.823959090909091,0.8343,0.0398677833059744,0.517581818181818,0.5361,0.0986183597930529,132
"UNDE","2023-09-14",0.820400757575758,0.8352,0.0668624411007858,0.444433333333333,0.4592,0.104664459628924,132
"UNDE","2023-09-30",0.586373484848485,0.6017,0.0968897121188864,0.271136363636364,0.2945,0.0702507442276487,132
"UNDE","2023-10-16",0.389136363636364,0.3776,0.145950493683726,0.130980303030303,0.1216,0.0648393380729595,132
"UNDE","2023-11-01",0.58627803030303,0.5802,0.0581012387228435,0.172910606060606,0.1755,0.032558138855542,132
"UNDE","2023-11-17",0.56165303030303,0.57205,0.0795118210419284,0.166222727272727,0.1722,0.0392188254977279,132
"UNDE","2023-12-03",0.349472727272727,0.367,0.111752077761929,0.178118181818182,0.18545,0.0459809731944162,132
"UNDE","2023-12-19",0.566149242424242,0.56585,0.0963748078452453,0.134590909090909,0.1237,0.0464121668283393,132
"UNDE","2024-01-01",0.309220454545455,0.2697,0.150141011957251,0.148936363636364,0.15185,0.046859625149148,132
"UNDE","2024-01-17",0.27814696969697,0.2963,0.0901599701627879,0.180646212121212,0.19825,0.046052294213604,132
"UNDE","2024-02-02",0.298050757575758,0.2856,0.135341351588505,0.154276515151515,0.1641,0.0430126412447213,132
"UNDE","2024-02-18",0.376637121212121,0.40655,0.123283809852721,0.192725757575758,0.20395,0.0543780737430249,132
