node,lower95,lower75,median,mean,upper75,upper95,variance,siteID,species,start.date == start.date,model,start.date,mice,weather
beta[10],-2.215803864495224,-1.676685610645293,-0.6953953406345804,-0.7069115394321641,0.21464629799612708,0.8460506129164708,0.6382020596292052,BLAN,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-03-16,Mice,Weather
beta[11],-1.7656967033858697,-1.033123964113127,0.03422464340843424,0.06583737167936879,1.206435418964949,1.946240718235607,0.9168702436678324,BLAN,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-03-16,Mice,Weather
beta[12],-1.672885346705895,-1.0711173550164994,-0.29223168960172824,-0.19700904708553305,0.8040665245129532,1.6761523898814432,0.712240017600148,BLAN,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-03-16,Mice,Weather
beta[13],-0.6655768620986282,-0.4128888374189968,-0.04830578871987046,-0.05254817483398266,0.3061959099588366,0.5353561068659178,0.09655899759125015,BLAN,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-03-16,Mice,Weather
beta[14],-1.046382127470418,-0.44747005341767754,0.4289324619276429,0.438810215903884,1.3334094405686665,1.9880405395562497,0.5994601950366596,BLAN,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-03-16,Mice,Weather
beta[1],-1.546043438486744,-1.3297289590341297,-0.9892932439607977,-0.9644824439649746,-0.5817753458925947,-0.31288120025207106,0.10227619667484832,BLAN,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-03-16,Mice,Weather
beta[2],-2.4529560259486645,-2.070155627588788,-1.007585623524767,-1.1567175170334285,-0.24694133830098217,0.23124648251200453,0.6022818782175846,BLAN,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-03-16,Mice,Weather
beta[3],-0.5246096819437138,-0.06458786192703769,0.5779540761576307,0.5679572219716092,1.2249996353775547,1.6191728536056351,0.30395480293527016,BLAN,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-03-16,Mice,Weather
beta[4],-1.0942761078632877,-0.7722173177276657,1.9361053636005736,1.3086469818092517,2.760979579491112,3.148998927798289,2.155196414853011,BLAN,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-03-16,Mice,Weather
beta[5],-1.7394516581179902,-1.307552344822542,-0.7356144635386646,-0.7264363035544534,-0.14163763908986274,0.1619824103307233,0.23587897461609883,BLAN,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-03-16,Mice,Weather
beta[6],-2.9650981885549457,-2.623272112013729,-2.137057456989626,-2.1663039408641733,-1.7436881007868128,-1.4902536414135048,0.14473408429746168,BLAN,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-03-16,Mice,Weather
beta[7],-0.20864127356254,0.18739705628303335,0.7201284633907035,0.7006470599184307,1.177922660964634,1.5262245359447089,0.19132768195932487,BLAN,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-03-16,Mice,Weather
beta[8],-1.8281536914479528,-1.5404690888960857,0.1679257673193977,-0.11885266904079002,1.105028389202819,1.5619404307449634,1.1233796925184492,BLAN,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-03-16,Mice,Weather
beta[9],-2.6822891870951664,-1.8123810162106109,-0.5038637994818729,-0.555244417701605,0.6491383935187003,1.345633597966142,1.0777415209369114,BLAN,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-03-16,Mice,Weather
phi.a.mu,4.441797556001891,5.021635340328184,5.897132708964124,5.919285695447535,6.81861853358327,7.528933678295159,0.6107121430742574,BLAN,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-03-16,Mice,Weather
phi.l.mu,3.511317611027669,3.5541926579575964,3.613769871714033,3.613490795027111,3.674018027464643,3.718967649320261,0.00278580816761653,BLAN,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-03-16,Mice,Weather
phi.n.mu,3.6979736325780994,3.7357411134183,3.787498857272323,3.7881885297339974,3.8418252510692055,3.879187478512646,0.00209992425438899,BLAN,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-03-16,Mice,Weather
sig[1],21.828338251375225,28.09593974438782,42.21549906305955,46.55700038097453,67.99621919217009,98.36462800516004,359.7775219043228,BLAN,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-03-16,Mice,Weather
sig[2],22.928396415958016,28.82124923411377,37.15548526270475,37.88895425119001,47.608508718066766,56.516282034410835,70.63758943137297,BLAN,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-03-16,Mice,Weather
sig[3],0.4146898258373364,0.5408885372714464,0.9521245704076352,1.0765138080189092,1.6965342174805995,2.483449018291699,0.2970048178871142,BLAN,Ixodes scapularis,TRUE,WithWeatherAndMiceGlobal,2016-03-16,Mice,Weather
