node,lower95,lower75,median,mean,upper75,upper95,variance,siteID,species,start.date == start.date,model,start.date,mice,weather
beta[10],-2.0841718248365715,-1.4894871931959477,-0.5601093588861246,-0.570657525517298,0.3412660460238748,0.8926991339896527,0.6126719412769589,TALL,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-04-20,Mice,Weather
beta[11],-1.3357359183347064,-0.6252171367062167,0.5614123382479085,0.6152014608657376,1.893763587953492,2.997899669617955,1.2019868517573051,TALL,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-04-20,Mice,Weather
beta[12],-1.061857902761314,-0.7627299402232642,-0.00742100920659076,0.10129325455172364,1.0419427269210997,1.818565493115948,0.5999967236114699,TALL,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-04-20,Mice,Weather
beta[13],-0.6041431215464913,-0.37297903968148655,-0.01881249613380371,-0.02197258454484094,0.32196289971044173,0.5596346468750552,0.08948237502384704,TALL,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-04-20,Mice,Weather
beta[14],-1.074110864086704,-0.4619717485190691,0.4199513832629195,0.4201979493360959,1.3044985236679636,1.965051995078455,0.5932073581436936,TALL,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-04-20,Mice,Weather
beta[1],-1.416810214123558,-1.2091263782866255,-0.876489065217781,-0.8778920412701277,-0.5455941113455414,-0.326626889554099,0.07727751885177032,TALL,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-04-20,Mice,Weather
beta[2],-2.1751519926424847,-1.9107132978386288,-1.4077972221031865,-1.352558541466382,-0.8019669363460739,-0.13524228951896408,0.28758196487596926,TALL,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-04-20,Mice,Weather
beta[3],-0.5893177979992069,-0.22948442696407956,0.3288720323252522,0.3986949108328649,1.1101574508570509,1.7913192819845185,0.3524308394860835,TALL,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-04-20,Mice,Weather
beta[4],-0.2881983817787489,0.2928270439146548,1.5558668075995137,1.5417003258884678,2.7434742143109574,3.0979929100011727,0.9558970594428304,TALL,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-04-20,Mice,Weather
beta[5],-0.7517205589752665,-0.4841863076789354,-0.10359128414073278,-0.1186257659728175,0.24274331926698595,0.4820111984720275,0.0991417950802537,TALL,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-04-20,Mice,Weather
