"siteID","date","ndvi_mean","ndvi_median","ndvi_sd","evi_mean","evi_median","evi_sd","n_pixels"
"SCBI",2018-02-02,0.368495454545455,0.37445,0.0299165939639792,0.146298484848485,0.1449,0.0166391151061332,66
"SCBI",2018-02-18,0.408730303030303,0.4065,0.0227492685914343,0.166506060606061,0.1651,0.0298681094598229,66
"SCBI",2018-03-06,0.424910606060606,0.424,0.0161955371705425,0.153422727272727,0.1502,0.0262838868186139,66
"SCBI",2018-03-22,0.423042424242424,0.4243,0.0208208332102991,0.17315,0.16665,0.0282473048408026,66
"SCBI",2018-04-07,0.483971212121212,0.4874,0.043431122358021,0.241360606060606,0.243,0.0465364402419896,66
"SCBI",2018-04-23,0.654030303030303,0.6584,0.0389647255454191,0.393798484848485,0.4045,0.0628257504590747,66
"SCBI",2018-05-09,0.855724242424242,0.8609,0.0218028583913356,0.682295454545455,0.6865,0.0374132244485338,66
"SCBI",2018-05-25,0.851625757575758,0.8669,0.0427089409144342,0.600140909090909,0.5732,0.076139715659433,66
"SCBI",2018-06-10,0.856371212121212,0.8655,0.0437874227293339,0.67764696969697,0.68515,0.0418045165748942,66
"SCBI",2018-06-26,0.881686363636364,0.8856,0.0321553913955995,0.662915151515152,0.6541,0.0468455571899644,66
"SCBI",2018-07-12,0.863309090909091,0.8759,0.0520720616875461,0.625701515151515,0.61225,0.0599689470730779,66
"SCBI",2018-07-28,0.866606060606061,0.87,0.0472181154245108,0.618648484848485,0.6196,0.0614646896566807,66
"SCBI",2018-08-13,0.858340909090909,0.8578,0.0318089052710943,0.61464696969697,0.6139,0.0361228809639753,66
"SCBI",2018-08-29,0.853525757575758,0.856,0.0346283712520687,0.578322727272727,0.57695,0.0408553161796584,66
"SCBI",2018-09-14,0.814595454545455,0.8203,0.0244169136323302,0.498740909090909,0.48,0.0452694326391278,66
"SCBI",2018-09-30,0.801863636363636,0.80715,0.0351801720219857,0.427354545454545,0.41775,0.0466747178536013,66
"SCBI",2018-10-16,0.751666666666667,0.7565,0.0295047288691326,0.389316666666667,0.3704,0.0500949424234648,66
"SCBI",2018-11-01,0.593771212121212,0.59205,0.0477657159482261,0.245609090909091,0.22735,0.0774810284020402,66
"SCBI",2018-11-17,0.538874242424242,0.5279,0.0517127935684006,0.221363636363636,0.19985,0.0742064327221209,66
"SCBI",2018-12-03,0.485637878787879,0.4812,0.034745176821457,0.197839393939394,0.18405,0.058196034437429,66
"SCBI",2018-12-19,0.463804545454545,0.4614,0.0300209589956913,0.177680303030303,0.1625,0.0565812994920977,66
"SCBI",2019-01-01,0.456166666666667,0.4527,0.034391167619847,0.161615151515152,0.145,0.0523113437982307,66
"SCBI",2019-01-17,0.419957575757576,0.422,0.0109591557873358,0.202112121212121,0.1936,0.0317733633732191,66
"SCBI",2019-02-02,0.408774242424242,0.4107,0.0211902394846601,0.163586363636364,0.156,0.0279360527268625,66
"SCBI",2019-02-18,0.3997,0.4037,0.0190663941167538,0.181854545454545,0.1807,0.0222328736633093,66
"SCBI",2019-03-06,0.399551515151515,0.3994,0.0159847739323707,0.161084848484848,0.15785,0.0255474053623048,66
"SCBI",2019-03-22,0.437095454545455,0.43815,0.0268912077814303,0.206239393939394,0.19375,0.0401939409088097,66
"SCBI",2019-04-07,0.536062121212121,0.5425,0.0562919252718883,0.271827272727273,0.2849,0.0682719731784451,66
"SCBI",2019-04-23,0.814545454545455,0.82995,0.0466027902162956,0.573409090909091,0.5666,0.0466818354634623,66
"SCBI",2019-05-09,0.870824242424242,0.8772,0.0299565996869115,0.679859090909091,0.6953,0.0516523973001558,66
"SCBI",2019-05-25,0.882665151515152,0.88715,0.0248762938893437,0.653637878787879,0.66425,0.0746848738987848,66
"SCBI",2019-06-10,0.85790303030303,0.8696,0.0430762542821876,0.674168181818182,0.6746,0.044550145157636,66
"SCBI",2019-06-26,0.859183333333333,0.8751,0.0510849656743422,0.687028787878788,0.7066,0.0661379275922709,66
"SCBI",2019-07-12,0.876016666666667,0.8858,0.0403023632952149,0.665557575757576,0.67385,0.0524092859082935,66
"SCBI",2019-07-28,0.868513636363636,0.87895,0.0390907932751578,0.649177272727273,0.6715,0.0739805978628171,66
"SCBI",2019-08-13,0.846906060606061,0.8562,0.0445839842882134,0.605227272727273,0.608,0.0316676128922549,66
"SCBI",2019-08-29,0.863240909090909,0.8704,0.0458837929398328,0.526857575757576,0.5166,0.0371736178600075,66
"SCBI",2019-09-14,0.78770303030303,0.8059,0.0602137065145009,0.459160606060606,0.4548,0.0321854763174461,66
"SCBI",2019-09-30,0.788307575757576,0.7994,0.0626390153931018,0.40864696969697,0.40485,0.0264590785332717,66
"SCBI",2019-10-16,0.70549696969697,0.70305,0.050041856233471,0.362662121212121,0.3743,0.0438880350442649,66
"SCBI",2019-11-01,0.585522727272727,0.5842,0.0386230293814636,0.251590909090909,0.23735,0.0519696293773813,66
"SCBI",2019-11-17,0.513368181818182,0.50185,0.0314572049180906,0.217283333333333,0.2025,0.057000133828003,66
"SCBI",2019-12-03,0.477087878787879,0.47695,0.035192615113233,0.220510606060606,0.21685,0.0511457408672297,66
"SCBI",2019-12-19,0.434157575757576,0.43075,0.0211764387258471,0.178116666666667,0.1585,0.0482947029531535,66
"SCBI",2020-01-01,0.446666666666667,0.4477,0.0163633110560775,0.189406060606061,0.1843,0.0487620687350255,66
"SCBI",2020-01-17,0.440231818181818,0.4415,0.0272038467816645,0.184207575757576,0.17075,0.0404106205027496,66
"SCBI",2020-02-02,0.430256060606061,0.4318,0.0172641569892687,0.163419696969697,0.15225,0.037063381138871,66
"SCBI",2020-02-18,0.442643939393939,0.4431,0.0237733084250635,0.174360606060606,0.16535,0.0335573487482497,66
"SCBI",2020-03-05,0.431460606060606,0.4312,0.0209285883149774,0.20014696969697,0.1931,0.0379478922884727,66
"SCBI",2020-03-21,0.489942424242424,0.48865,0.0491800117640242,0.236704545454545,0.2277,0.0558615470655749,66
"SCBI",2020-04-06,0.680725757575758,0.6757,0.051464707281506,0.385898484848485,0.36525,0.0811856305823488,66
"SCBI",2020-04-22,0.754907575757576,0.74985,0.0471577820011014,0.481390909090909,0.46855,0.0633108563476165,66
"SCBI",2020-05-08,0.781715151515152,0.7864,0.0247765350680173,0.573142424242424,0.576,0.0462313615187655,66
"SCBI",2020-05-24,0.88910303030303,0.8993,0.030715127666983,0.579201515151515,0.57265,0.0433920570272212,66
"SCBI",2020-06-09,0.860456060606061,0.86395,0.062296277525011,0.676866666666667,0.6808,0.0769208050946573,66
"SCBI",2020-06-25,0.869315151515151,0.88425,0.0515664447915331,0.679,0.6878,0.0555252818369878,66
"SCBI",2020-07-11,0.842828787878788,0.8652,0.0622554014095324,0.663495454545455,0.67285,0.0625638761139813,66
"SCBI",2020-07-27,0.856289393939394,0.8621,0.0629966327031432,0.613601515151515,0.6191,0.0500393060654837,66
"SCBI",2020-08-12,0.855312121212121,0.8605,0.0194070369089431,0.62104696969697,0.62075,0.0272295270712171,66
"SCBI",2020-08-28,0.856515151515152,0.8674,0.0310054498555644,0.56090303030303,0.55425,0.0434943956414439,66
"SCBI",2020-09-13,0.855827272727273,0.8645,0.0374180850780621,0.47890303030303,0.45575,0.0637009647788235,66
"SCBI",2020-09-29,0.803951515151515,0.8148,0.0389021820326285,0.430413636363636,0.42125,0.0468880102317906,66
"SCBI",2020-10-15,0.710840909090909,0.71315,0.0252919140454794,0.36715,0.3583,0.0573259083594039,66
"SCBI",2020-10-31,0.618342424242424,0.6135,0.04205969406453,0.290534848484849,0.26395,0.0726601562437166,66
"SCBI",2020-11-16,0.543722727272727,0.54815,0.0597359208914975,0.207678787878788,0.1914,0.0795732029017723,66
"SCBI",2020-12-02,0.553574242424242,0.5666,0.0486522236367657,0.202775757575758,0.1906,0.0717164245979229,66
"SCBI",2020-12-18,0.459815151515152,0.45405,0.0343083539610275,0.186654545454545,0.16705,0.0611501611591516,66
"SCBI",2021-01-01,0.441243939393939,0.4352,0.0274127209593698,0.173236363636364,0.1581,0.0502739040315493,66
"SCBI",2021-01-17,0.425090909090909,0.4236,0.0216347208637677,0.197315151515152,0.2031,0.0351308684883525,66
"SCBI",2021-02-02,0.0923090909090909,0.09895,0.0322107947852781,0.0609287878787879,0.06385,0.0140867069379011,66
"SCBI",2021-02-18,0.413193939393939,0.415,0.0202899132104743,0.178510606060606,0.1694,0.0284989777349071,66
"SCBI",2021-03-06,0.421684848484848,0.4223,0.0187682976763743,0.202951515151515,0.2016,0.0381238477452076,66
"SCBI",2021-03-22,0.498063636363636,0.49735,0.0411560431542184,0.269122727272727,0.2581,0.0544078240851288,66
"SCBI",2021-04-07,0.523893939393939,0.5308,0.0539343985534218,0.309610606060606,0.29685,0.0643948639346765,66
"SCBI",2021-04-23,0.825075757575758,0.8251,0.0268745865691624,0.487213636363636,0.47265,0.0601984842292271,66
"SCBI",2021-05-09,0.837577272727273,0.84315,0.0312309107010472,0.665834848484849,0.6632,0.0371096773297094,66
"SCBI",2021-05-25,0.856995454545455,0.8701,0.0503212584892713,0.679622727272727,0.68645,0.0528082825539111,66
"SCBI",2021-06-10,0.861137878787879,0.8735,0.0402942132327537,0.708319696969697,0.71565,0.0440721618736187,66
"SCBI",2021-06-26,0.882569696969697,0.8913,0.0403587411929063,0.600815151515152,0.6085,0.0424286668055899,66
"SCBI",2021-07-12,0.866662121212121,0.8676,0.0480645904051605,0.650078787878788,0.6629,0.0484168486730728,66
"SCBI",2021-07-28,0.856737878787879,0.8725,0.0518911546194429,0.606043939393939,0.61115,0.0400229938863529,66
"SCBI",2021-08-13,0.87535,0.88435,0.0422131559879327,0.567086363636364,0.5797,0.0547697723661051,66
"SCBI",2021-08-29,0.856586363636364,0.8666,0.0390831023347928,0.597978787878788,0.5961,0.0360086250998991,66
"SCBI",2021-09-14,0.860228787878788,0.86825,0.0299872217152651,0.51570303030303,0.5107,0.0475659541129576,66
"SCBI",2021-09-30,0.826345454545455,0.8307,0.0313954733719966,0.483586363636364,0.4792,0.0590956796191596,66
"SCBI",2021-10-16,0.802890909090909,0.8062,0.0255541580375287,0.413159090909091,0.39745,0.0591913142725745,66
"SCBI",2021-11-01,0.672706060606061,0.6716,0.0367853895695137,0.32625,0.3201,0.0705056293442642,66
"SCBI",2021-11-17,0.568960606060606,0.5556,0.0576385978551176,0.24979696969697,0.21635,0.0882685708848886,66
"SCBI",2021-12-03,0.516763636363636,0.51565,0.0460366965210736,0.208765151515152,0.1877,0.0715710093703057,66
"SCBI",2021-12-19,0.479212121212121,0.4783,0.0330321778557329,0.200859090909091,0.1813,0.0608095108382859,66
"SCBI",2022-01-01,0.276428787878788,0.2296,0.141170393240718,0.122930303030303,0.1246,0.0355099941281843,66
"SCBI",2022-01-17,0.125321212121212,0.1119,0.0556685756271374,0.0834439393939394,0.0798,0.0325858115834195,66
"SCBI",2022-02-02,0.386519696969697,0.39205,0.0304894141513309,0.16345303030303,0.1592,0.033355687877076,66
"SCBI",2022-02-18,0.42725303030303,0.43235,0.0224135413718992,0.160725757575758,0.1526,0.0318887359452594,66
"SCBI",2022-03-06,0.444380303030303,0.44325,0.0276589905800403,0.22039696969697,0.2058,0.044533023078634,66
"SCBI",2022-03-22,0.52334696969697,0.5235,0.0512563488591247,0.230942424242424,0.2277,0.0570823751880522,66
"SCBI",2022-04-07,0.596956060606061,0.5948,0.0520959296469588,0.3551,0.3391,0.0697627495929542,66
"SCBI",2022-04-23,0.698683333333333,0.7002,0.0410358739241404,0.426942424242424,0.42095,0.0681976111934588,66
"SCBI",2022-05-09,0.818357575757576,0.8088,0.0452541576861043,0.586409090909091,0.57755,0.0585899695465745,66
"SCBI",2022-05-25,0.871865151515152,0.8866,0.0433909224552227,0.665007575757576,0.6608,0.0510016509856632,66
"SCBI",2022-06-10,0.863406060606061,0.87465,0.0419514623520229,0.676784848484849,0.6958,0.0709463941565943,66
"SCBI",2022-06-26,0.883765151515152,0.9007,0.0457475396309395,0.634630303030303,0.6266,0.0641522491234646,66
"SCBI",2022-07-12,0.875562121212121,0.8826,0.0368049652384086,0.648304545454545,0.6922,0.0858736001911543,66
"SCBI",2022-07-28,0.860307575757576,0.8721,0.0433744246181516,0.659680303030303,0.6738,0.0567930743873608,66
"SCBI",2022-08-13,0.910230303030303,0.9107,0.0309742571510699,0.554186363636364,0.5446,0.0400606766192087,66
"SCBI",2022-08-29,0.859578787878788,0.8676,0.0311465494577416,0.530631818181818,0.5234,0.0382991390105711,66
"SCBI",2022-09-14,0.851034848484848,0.8571,0.0442046307787361,0.479639393939394,0.4634,0.0444859005452216,66
"SCBI",2022-09-30,0.817451515151515,0.8355,0.0508939115065666,0.440390909090909,0.43515,0.0398005478403452,66
"SCBI",2022-10-16,0.63160303030303,0.6312,0.0350629279118689,0.302901515151515,0.2853,0.0543585489488346,66
"SCBI",2022-11-01,0.560986363636364,0.5569,0.0521997992520857,0.253227272727273,0.2372,0.0653611259329028,66
"SCBI",2022-11-17,0.516665151515151,0.51535,0.0489209582031582,0.189628787878788,0.16685,0.0620151092387393,66
"SCBI",2022-12-03,0.46815,0.4611,0.0341280090248464,0.192892424242424,0.1732,0.0541786540725179,66
"SCBI",2022-12-19,0.46124696969697,0.4574,0.026448994278957,0.162381818181818,0.1501,0.048351911613124,66
"SCBI",2023-01-01,0.430037878787879,0.429,0.0187491601055088,0.153781818181818,0.1447,0.0371822120792308,66
"SCBI",2023-01-17,0.412815151515152,0.4158,0.0170450104806181,0.164863636363636,0.1584,0.0357660416354079,66
"SCBI",2023-02-02,0.414274242424242,0.41385,0.0201835676544907,0.154180303030303,0.14345,0.0297400440726846,66
"SCBI",2023-02-18,0.447660606060606,0.448,0.0222889408851315,0.178537878787879,0.16935,0.0389290311490084,66
"SCBI",2023-03-06,0.440083333333333,0.4403,0.0278814224520328,0.212637878787879,0.20315,0.0392248773696235,66
"SCBI",2023-03-22,0.520013636363636,0.5221,0.0552247098717556,0.229969696969697,0.2127,0.057463569649212,66
"SCBI",2023-04-07,0.718930303030303,0.721,0.0289696603612335,0.481919696969697,0.48045,0.043684414470141,66
"SCBI",2023-04-23,0.786668181818182,0.7928,0.0287574480471028,0.623209090909091,0.626,0.0376868992837349,66
"SCBI",2023-05-09,0.892390909090909,0.8984,0.0334618254468844,0.566742424242424,0.5644,0.0333165796591799,66
"SCBI",2023-05-25,0.886751515151515,0.8939,0.0381376948293911,0.585583333333333,0.5852,0.0382132259960559,66
"SCBI",2023-06-10,0.827865151515151,0.84395,0.0504294709086912,0.673842424242424,0.6742,0.0511271448618534,66
"SCBI",2023-06-26,0.828601515151515,0.8395,0.0747052268636266,0.637622727272727,0.6275,0.0755604857977105,66
"SCBI",2023-07-12,0.851075757575758,0.85825,0.0381688719754565,0.613342424242424,0.5725,0.0959813700843211,66
"SCBI",2023-07-28,0.823209090909091,0.8372,0.0603112586179721,0.614371212121212,0.62495,0.0691709493604883,66
"SCBI",2023-08-13,0.832833333333333,0.8417,0.0600701495902488,0.550780303030303,0.53915,0.057732569716414,66
"SCBI",2023-08-29,0.806477272727273,0.8242,0.0716577008486115,0.521615151515151,0.5301,0.0456148701881786,66
"SCBI",2023-09-14,0.809733333333333,0.8244,0.0637012482267108,0.492634848484849,0.49905,0.0335696772167715,66
"SCBI",2023-09-30,0.8365,0.8427,0.0285435106460295,0.43549696969697,0.43045,0.0407206315868239,66
"SCBI",2023-10-16,0.743713636363636,0.7453,0.0198025242086701,0.452933333333333,0.44415,0.0412829722146044,66
"SCBI",2023-11-01,0.621545454545455,0.61385,0.054931300259977,0.307875757575758,0.28205,0.0772948720771129,66
"SCBI",2023-11-17,0.552487878787879,0.5467,0.0607641557173851,0.228656060606061,0.2054,0.0783114376728985,66
"SCBI",2023-12-03,0.512954545454545,0.5197,0.0468929720232662,0.199780303030303,0.172,0.0753097137869743,66
"SCBI",2023-12-19,0.46954696969697,0.4631,0.0428152999960635,0.202578787878788,0.185,0.0620272632741232,66
"SCBI",2024-01-01,0.458536363636364,0.45775,0.0252890893857023,0.180028787878788,0.1601,0.0526384234190826,66
"SCBI",2024-01-17,0.450124242424242,0.45345,0.0253691033200506,0.160804545454545,0.15035,0.0466268672360877,66
"SCBI",2024-02-02,0.436648484848485,0.43455,0.0251641334651844,0.158437878787879,0.1477,0.042290783739219,66
"SCBI",2024-02-18,0.413774242424242,0.4152,0.0366838858381508,0.171672727272727,0.1663,0.0364373964511717,66
"SCBI",2024-03-05,0.465230303030303,0.46675,0.0349368792129109,0.204515151515152,0.1899,0.0476994540927453,66
"SCBI",2024-03-21,0.553587878787879,0.5574,0.0473478762911008,0.241640909090909,0.2401,0.0614551042563662,66
"SCBI",2024-04-06,0.672906060606061,0.678,0.0482150754553542,0.349431818181818,0.3483,0.0602837244500241,66
"SCBI",2024-04-22,0.849080303030303,0.85395,0.0304810519690107,0.516012121212121,0.5126,0.032698870905708,66
"SCBI",2024-05-08,0.823018181818182,0.82625,0.0191527938037643,0.697824242424242,0.6978,0.0195997414473218,66
"SCBI",2024-05-24,0.872089393939394,0.8825,0.0391873768089356,0.577548484848485,0.5763,0.0337930500020082,66
"SCBI",2024-06-09,0.862778787878788,0.88125,0.0578336806717904,0.624836363636364,0.6184,0.053707600483082,66
"SCBI",2024-06-25,0.798425757575758,0.81955,0.0675337529527183,0.71604696969697,0.7327,0.0794179348465532,66
"SCBI",2024-07-11,0.802712121212121,0.82325,0.0827092619037433,0.610918181818182,0.616,0.105448159934474,66
"SCBI",2024-07-27,0.823663636363636,0.8451,0.073766618751018,0.546518181818182,0.5582,0.0605302871654816,66
"SCBI",2024-08-12,0.838760606060606,0.8533,0.0481004969710065,0.564209090909091,0.57015,0.0300420050917057,66
"SCBI",2024-08-28,0.873366666666667,0.8797,0.0322220676094139,0.503463636363636,0.4977,0.0339996182619459,66
"SCBI",2024-09-13,0.830769696969697,0.8304,0.037112908679811,0.491319696969697,0.4546,0.0864361733743406,66
"SCBI",2024-09-29,0.780774242424242,0.78215,0.0263299029219401,0.401609090909091,0.3849,0.0612793997943913,66
"SCBI",2024-10-15,0.74134696969697,0.7454,0.0194786132794759,0.378037878787879,0.36855,0.0471797276059294,66
"SCBI",2024-10-31,0.579569696969697,0.57705,0.0557610450451042,0.25095,0.226,0.0707801998606086,66
"SCBI",2024-11-16,0.545204545454545,0.5415,0.0580448723815481,0.207328787878788,0.1724,0.0765290809786138,66
"SCBI",2024-12-02,0.491875757575758,0.4822,0.0424292463016366,0.191384848484848,0.16955,0.0630198094434153,66
"SCBI",2024-12-18,0.488410606060606,0.48915,0.0268404581457395,0.147145454545455,0.131,0.0440690164377447,66
"SCBI",2025-01-01,0.226060606060606,0.1599,0.129224203351906,0.131068181818182,0.12995,0.0443374374162891,66
"SCBI",2025-01-17,0.29495,0.3097,0.065026858947787,0.127734848484848,0.1142,0.026972587180459,66
"SCBI",2025-02-02,0.398778787878788,0.4005,0.0190475559922366,0.125384848484848,0.1235,0.024555890676165,66
"SCBI",2025-02-18,0.387178787878788,0.39225,0.0185488338024587,0.171306060606061,0.172,0.025473001567499,66
"SCBI",2025-03-06,0.440131818181818,0.43815,0.0231288375383227,0.177436363636364,0.1677,0.037247602447834,66
"SCBI",2025-03-22,0.454937878787879,0.45405,0.0263102364703083,0.267177272727273,0.26135,0.0504022581772943,66
"SCBI",2025-04-07,0.613251515151515,0.6129,0.0507865404411119,0.32990303030303,0.32085,0.0630271833166439,66
"SCBI",2025-04-23,0.766472727272727,0.7633,0.0345178194580692,0.472610606060606,0.46385,0.0517793636612647,66
"SCBI",2025-05-09,0.878551515151515,0.88595,0.023638262609749,0.536392424242424,0.524,0.0473025818472655,66
"SCBI",2025-05-25,0.887978787878788,0.8977,0.0342675155219432,0.535709090909091,0.5229,0.045912926710904,66
"SCBI",2025-06-10,0.836983333333333,0.8429,0.0381901380074181,0.630422727272727,0.62185,0.0377938692441982,66
"SCBI",2025-06-26,0.868218181818182,0.8763,0.0317653410985132,0.612165151515151,0.6089,0.0455606965990652,66
"SCBI",2025-07-12,0.830954545454546,0.8421,0.0394029369534739,0.707578787878788,0.707,0.0337157279671419,66
"SCBI",2025-07-28,0.86619696969697,0.8803,0.0570512777978574,0.52275303030303,0.5098,0.0504318038228838,66
"SCBI",2025-08-13,0.848956060606061,0.8455,0.049020787203885,0.520013636363636,0.4768,0.0949973179967383,66
"SCBI",2025-08-29,0.857633333333333,0.87215,0.039100947591639,0.468378787878788,0.4627,0.0512764288782688,66
"SCBI",2025-09-14,0.807292424242424,0.8193,0.0413583153600005,0.477339393939394,0.47365,0.0456448223663737,66
"SCBI",2025-09-30,0.786595454545455,0.7921,0.0324025613034059,0.443533333333333,0.4318,0.0525958563250386,66
"SCBI",2025-10-16,0.704737878787879,0.7022,0.0277797865924766,0.355581818181818,0.3311,0.0686458669473338,66
"SCBI",2025-11-01,0.593077272727273,0.59,0.0674798130393985,0.245951515151515,0.22295,0.0861284840624736,66
"SCBI",2025-11-17,0.536845454545455,0.5235,0.0614687867803794,0.21479696969697,0.1953,0.0820708136441601,66
"SCBI",2025-12-03,0.508268181818182,0.5083,0.0547981306786475,0.159812121212121,0.1415,0.0657968914747416,66
"SCBI",2025-12-19,0.462398484848485,0.45585,0.0306883465350223,0.193204545454545,0.18025,0.0637970205038983,66
"SERC",2015-12-19,0.547684615384615,0.5398,0.0676649846955289,0.221507692307692,0.1923,0.0669399427730674,26
"SERC",2016-01-01,0.537842857142857,0.52845,0.0676870271971938,0.221217857142857,0.21355,0.0704841934135876,28
"SERC",2016-01-17,0.469,0.4743,0.101842023633556,0.204767857142857,0.1956,0.0642805082695077,28
"SERC",2016-02-02,0.445939285714286,0.4467,0.0554793945017942,0.208196428571429,0.20245,0.0464849755268888,28
"SERC",2016-02-18,0.433252,0.444,0.0314749254698615,0.20544,0.2081,0.0297625743734196,25
"SERC",2016-03-05,0.482407142857143,0.48165,0.0571971828403089,0.202982142857143,0.19705,0.0441361366478882,28
"SERC",2016-03-21,0.520639285714286,0.52335,0.0731097467246165,0.268225,0.26205,0.0655763486327197,28
"SERC",2016-04-06,0.606360714285714,0.612,0.0548129366947305,0.315896428571429,0.3157,0.0525503672478471,28
"SERC",2016-04-22,0.585517857142857,0.6811,0.232483125717516,0.3566,0.4125,0.150532686249962,28
"SERC",2016-05-08,0.760425,0.7971,0.086380024375495,0.522357142857143,0.56535,0.10509484403807,28
"SERC",2016-05-24,0.825339285714286,0.8277,0.058933285189056,0.5484,0.56465,0.10694021174885,28
"SERC",2016-06-09,0.815042857142857,0.8203,0.0457848545924622,0.638032142857143,0.64325,0.066659955515378,28
"SERC",2016-06-25,0.821685185185185,0.8449,0.0906135314385886,0.516877777777778,0.5392,0.079873594044847,27
"SERC",2016-07-11,0.835046428571429,0.8448,0.0816733307128799,0.569571428571429,0.5823,0.067739746290588,28
"SERC",2016-07-27,0.812817857142857,0.8481,0.0734607834585856,0.500142857142857,0.53475,0.113461184188516,28
"SERC",2016-08-12,0.848285714285714,0.85435,0.0313237776715876,0.559725,0.5571,0.0590834163923566,28
"SERC",2016-08-28,0.843492857142857,0.8526,0.0329050590343325,0.560560714285714,0.5892,0.0607349331371543,28
"SERC",2016-09-13,0.799848148148148,0.8138,0.0454526750534627,0.499833333333333,0.5162,0.0643983456548142,27
"SERC",2016-09-29,0.781375,0.786,0.0452204446142573,0.410935714285714,0.41605,0.0342654800300991,28
"SERC",2016-10-15,0.727282142857143,0.7379,0.0412157382163607,0.375025,0.3852,0.0551706552770919,28
"SERC",2016-10-31,0.628725,0.6289,0.0431817058743888,0.304282142857143,0.301,0.0455222782542825,28
"SERC",2016-11-16,0.501642857142857,0.50605,0.0484278954550067,0.219175,0.22975,0.0401132713330269,28
"SERC",2016-12-02,0.478481481481482,0.4767,0.0363241394311428,0.21007037037037,0.2024,0.0321655192213747,27
"SERC",2016-12-18,0.463210714285714,0.46255,0.0267385744278535,0.201721428571429,0.1967,0.0297265607277131,28
"SERC",2017-01-01,0.22035,0.2356,0.0623414047061882,0.140878571428571,0.1574,0.0440269812656407,28
"SERC",2017-01-17,0.434085714285714,0.44525,0.0508017622491489,0.159189285714286,0.1629,0.0350057808906928,28
"SERC",2017-02-02,0.423842857142857,0.4179,0.0401184028020339,0.169146428571429,0.1696,0.0247813323131936,28
"SERC",2017-02-18,0.438503571428571,0.449,0.0462437702081998,0.197235714285714,0.20045,0.0348080579675296,28
"SERC",2017-03-06,0.464060714285714,0.4724,0.0385966544250176,0.237835714285714,0.2435,0.0385853379780235,28
"SERC",2017-03-22,0.482467857142857,0.4924,0.0488968457179399,0.255417857142857,0.2545,0.042162235635182,28
"SERC",2017-04-07,0.697064285714286,0.7198,0.0768358048013483,0.379025,0.3973,0.0616005027937633,28
"SERC",2017-04-23,0.801234615384615,0.8127,0.0595240854935727,0.509784615384615,0.53185,0.0675911041028785,26
"SERC",2017-05-09,0.816623076923077,0.8195,0.0446194424679853,0.595107692307692,0.59625,0.0658808434862634,26
"SERC",2017-05-25,0.817064285714286,0.83925,0.0665960137517183,0.610578571428571,0.65055,0.10968594682646,28
"SERC",2017-06-10,0.815575,0.8478,0.0834111841910193,0.555771428571429,0.6052,0.116233640369039,28
"SERC",2017-06-26,0.844764285714286,0.8382,0.0478342989781408,0.575264285714286,0.5911,0.0877828136992224,28
"SERC",2017-07-12,0.755378571428571,0.7944,0.127498785345392,0.601796428571429,0.64145,0.11529451331953,28
"SERC",2017-07-28,0.864910714285714,0.874,0.0326333088104063,0.591082142857143,0.592,0.0603096826178046,28
"SERC",2017-08-13,0.843760714285714,0.8585,0.0416898099218832,0.553678571428571,0.5617,0.073955659173653,28
"SERC",2017-08-29,0.833996296296296,0.8595,0.0797259946098148,0.496096296296296,0.5263,0.111473047730698,27
"SERC",2017-09-14,0.8313,0.84315,0.0558129548216713,0.483832142857143,0.4987,0.0790235129264581,28
"SERC",2017-09-30,0.768833333333333,0.791,0.130079561452568,0.447362962962963,0.4815,0.0894821948260278,27
"SERC",2017-10-16,0.7713,0.7841,0.0525197670018244,0.397382142857143,0.4063,0.0414590119191494,28
"SERC",2017-11-01,0.632578571428571,0.6387,0.0528404962346877,0.305371428571429,0.3088,0.0514523213826293,28
"SERC",2017-11-17,0.518407142857143,0.50765,0.042623936316229,0.244660714285714,0.2375,0.0334806006770058,28
"SERC",2017-12-03,0.438375,0.44775,0.0765872372357654,0.193332142857143,0.1918,0.0398702716093214,28
"SERC",2017-12-19,0.471017857142857,0.4698,0.0388677725549875,0.229692857142857,0.2321,0.0484824284975069,28
"SERC",2018-01-01,0.408821428571429,0.43305,0.0657188307031912,0.177810714285714,0.1814,0.0301966313952243,28
"SERC",2018-01-17,0.403114285714286,0.4262,0.0630894703563223,0.162782142857143,0.1634,0.0311240178018036,28
"SERC",2018-02-02,0.407059259259259,0.4192,0.0380694836325052,0.17202962962963,0.1691,0.0176398546744148,27
"SERC",2018-02-18,0.426671428571429,0.43255,0.0534943670080066,0.195875,0.19525,0.0375169850423334,28
"SERC",2018-03-06,0.413253571428571,0.4142,0.0375660355082823,0.183228571428571,0.18325,0.0298191568694039,28
"SERC",2018-03-22,0.431089285714286,0.41995,0.0519437825694187,0.177185714285714,0.1778,0.0377527895882294,28
"SERC",2018-04-07,0.469078571428571,0.4763,0.0465748013028732,0.247496428571429,0.2548,0.0390976127161982,28
"SERC",2018-04-23,0.671307142857143,0.6642,0.0478011849269794,0.411989285714286,0.4237,0.0603355084892477,28
"SERC",2018-05-09,0.826285185185185,0.834,0.0279343557938649,0.606792592592593,0.6094,0.0697186760428925,27
"SERC",2018-05-25,0.835022222222222,0.8419,0.0448787797493968,0.513988888888889,0.5263,0.0893334907193409,27
"SERC",2018-06-10,0.820339285714286,0.8205,0.0579330414216256,0.600089285714286,0.60695,0.072701028263581,28
