node,lower95,lower75,median,mean,upper75,upper95,variance,siteID,species,start.date == start.date,model,start.date,mice,weather
beta[10],-2.3261626641728244,-1.6304528635660036,-0.6959686398990531,-0.709238207782575,0.22396531104353737,0.8171179308681394,0.6459564661940352,SCBI,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-29,Mice,Weather
beta[11],-1.736328733903762,-1.0421886580685216,-0.00331158177000498,-0.00774179681516639,1.007926751736913,1.7263213726227626,0.7955887402602254,SCBI,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-29,Mice,Weather
beta[12],-1.2623040193617856,-0.8974374078916586,-0.22047429462421136,-0.100300247966316,0.8225339574244614,1.6598280486728034,0.5799409787814951,SCBI,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-29,Mice,Weather
beta[13],-0.5516919455468461,-0.27822918559377424,0.11384290135225156,0.12172615269424976,0.5348609687996628,0.8126806248074975,0.12250421301738654,SCBI,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-29,Mice,Weather
beta[14],-1.0156398497151249,-0.40319786246754574,0.4917857304324706,0.4912848283472291,1.363217812230625,1.9626918344071744,0.5861237609105675,SCBI,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-29,Mice,Weather
beta[1],-1.4805231989794485,-1.1786516537612368,-0.7887734974765639,-0.800170293473758,-0.4400986328481253,-0.19154821065985636,0.10199290193836258,SCBI,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-29,Mice,Weather
beta[2],-2.371491074368816,-2.100647591361852,-1.5514057280260367,-1.5060215608148513,-0.8840326701484783,-0.2328697840085809,0.28492634613749995,SCBI,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-29,Mice,Weather
beta[3],-0.36351248768682515,-0.03623394643446204,0.4288619600087871,0.4415163611622205,0.9200629271386777,1.3292006379684551,0.1822812859249324,SCBI,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-29,Mice,Weather
beta[4],0.05345756155373781,0.839249083109324,2.045357051414018,1.9420212406178232,2.935708609401091,3.3897752409791297,0.7686589021415213,SCBI,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-29,Mice,Weather
beta[5],-2.0250946104616374,-1.7653260850078525,-0.9396226339421784,-1.005740307913103,-0.3321096649772068,0.00634048472323486,0.3337441051304546,SCBI,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-29,Mice,Weather
beta[6],-3.227269061376711,-2.8712368052046697,-2.196580614824059,-1.934016288509171,-0.7281852926788225,0.5334047107349862,0.8956902745738241,SCBI,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-29,Mice,Weather
beta[7],-0.755909446113714,-0.48171794791379574,0.22663490690900817,0.22809319840425815,0.9601607503213286,1.249077432664359,0.3268326374161768,SCBI,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-29,Mice,Weather
beta[8],-0.8488603261519938,-0.4338808480016746,0.29723203137542564,0.43431763431010273,1.3819628003255002,2.739108015983019,0.7544984871788045,SCBI,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-29,Mice,Weather
beta[9],-2.393885632086071,-1.653351389462631,-0.3913902674393004,-0.4213204428752552,0.7905819208261342,1.4295024299134962,1.0385730993210345,SCBI,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-29,Mice,Weather
phi.a.mu,4.561789562884637,5.136887852958941,5.980439445001746,6.016866464797755,6.923604591798716,7.6124579141987105,0.6073776984361539,SCBI,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-29,Mice,Weather
phi.l.mu,3.513861860534335,3.556631509024372,3.617480682065117,3.617179747604055,3.677376863327414,3.720302536509765,0.00273279709506676,SCBI,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-29,Mice,Weather
phi.n.mu,3.6916471435856666,3.7310978746631567,3.7845598779826632,3.7842501724747937,3.8368156232265056,3.871605228928322,0.00208972895465945,SCBI,Amblyomma americanum,TRUE,WithWeatherAndMiceGlobal,2016-03-29,Mice,Weather
