"siteID","date","evi2_mean","evi2_median","evi2_sd","n_pixels"
"GREN",2016-01-01,0.185176733807618,0.1780984067805,0.0411957183733126,190
"GREN",2016-01-02,0.185090301690674,0.178122937187045,0.0408572852986701,190
"GREN",2016-01-03,0.184999264485853,0.178368877600205,0.0405295485855336,190
"GREN",2016-01-04,0.184898390604713,0.178478394620844,0.0402113929858381,190
"GREN",2016-01-05,0.18479832421193,0.178259156958022,0.0399026916503411,190
"GREN",2016-01-06,0.184706080249085,0.1780984067805,0.039611707581761,190
"GREN",2016-01-07,0.184618681115646,0.177810231830534,0.0393330593856597,190
"GREN",2016-01-08,0.184535208345685,0.17767584247278,0.0390657283992859,190
"GREN",2016-01-09,0.184462240148002,0.177961664381735,0.0388003254948521,190
"GREN",2016-01-10,0.184400560726085,0.177985641528824,0.0385472256862969,190
"GREN",2016-01-11,0.184360865434518,0.178567376485707,0.0383077274706708,190
"GREN",2016-01-12,0.18434021083678,0.179043933645337,0.0380796398048469,190
"GREN",2016-01-13,0.184336587369056,0.179505943698727,0.0378698300898363,190
"GREN",2016-01-14,0.184355761843907,0.179990198547519,0.0376793643500677,190
"GREN",2016-01-15,0.184413002702272,0.180258155438365,0.0375068103801437,190
"GREN",2016-01-16,0.184505508214342,0.180322032795838,0.0373499018811132,190
"GREN",2016-01-17,0.184633797761984,0.180430777535878,0.03720941004936,190
"GREN",2016-01-18,0.184800528182828,0.180589650128372,0.0370841740999851,190
"GREN",2016-01-19,0.18500561449181,0.181074692719204,0.0369800642672631,190
"GREN",2016-01-20,0.185251837750387,0.181179583836068,0.036896580666416,190
"GREN",2016-01-21,0.185542810801568,0.181556299653123,0.0368296339994551,190
"GREN",2016-01-22,0.185871000230267,0.182016036184267,0.0367805519103955,190
"GREN",2016-01-23,0.186232753388269,0.182388651023462,0.0367470475565365,190
"GREN",2016-01-24,0.186628798565904,0.182791159848555,0.0367252370259358,190
"GREN",2016-01-25,0.187052871175271,0.183231051395207,0.0367151167124107,190
"GREN",2016-01-26,0.187504406805241,0.183733893525945,0.0367136501802593,190
"GREN",2016-01-27,0.187978530213298,0.184275693515606,0.0367191237896651,190
"GREN",2016-01-28,0.188479081123084,0.184857482270161,0.0367224438420378,190
"GREN",2016-01-29,0.189005813984713,0.185455765598294,0.0367204353775531,190
"GREN",2016-01-30,0.18954426637578,0.186065637475709,0.0367206370734994,190
"GREN",2016-01-31,0.190090737176824,0.186682191878113,0.0367190710419468,190
"GREN",2016-02-01,0.190641680313944,0.187300522781212,0.0367139866904349,190
"GREN",2016-02-02,0.191193523332014,0.187950697035003,0.0367038743444859,190
"GREN",2016-02-03,0.19173940848516,0.188761417878319,0.0366908736473102,190
"GREN",2016-02-04,0.192280641476714,0.189546905415658,0.036667917566031,190
"GREN",2016-02-05,0.192809853670068,0.190180869355993,0.0366359523559051,190
"GREN",2016-02-06,0.193327583762575,0.190997363223048,0.036587547017696,190
"GREN",2016-02-07,0.193827176740885,0.191365134157028,0.0365250915967455,190
"GREN",2016-02-08,0.194304017746278,0.191641318211209,0.0364476873709711,190
"GREN",2016-02-09,0.1947515639189,0.191995948237529,0.0363550760418626,190
"GREN",2016-02-10,0.195165903391126,0.192401402049964,0.0362450661013893,190
"GREN",2016-02-11,0.195543124295334,0.192777000307607,0.0361154410401331,190
"GREN",2016-02-12,0.1958793147639,0.193139498967414,0.0359639780763404,190
"GREN",2016-02-13,0.196175009137126,0.193486242901125,0.0357817342343691,190
"GREN",2016-02-14,0.196422888422528,0.193814576980484,0.0355716933474646,190
"GREN",2016-02-15,0.196617869133,0.194010663285052,0.0353335282808119,190
"GREN",2016-02-16,0.196756873658512,0.19404275847658,0.0350636567150134,190
"GREN",2016-02-17,0.196839940913985,0.193840684152012,0.0347527379281038,190
"GREN",2016-02-18,0.196858842408742,0.193619418260975,0.0344072154441046,190
"GREN",2016-02-19,0.196812054313274,0.193847084084958,0.0340267012766267,190
"GREN",2016-02-20,0.196707615859395,0.193948467350912,0.0336151730402678,190
"GREN",2016-02-21,0.196555957044248,0.193891819002949,0.0331776953491143,190
"GREN",2016-02-22,0.196367507864978,0.193475657968319,0.0327192977294673,190
"GREN",2016-02-23,0.196157674096722,0.193197912888607,0.0322323523252013,190
"GREN",2016-02-24,0.195936541840672,0.192921827473131,0.0317224684996675,190
"GREN",2016-02-25,0.195710162478672,0.19255165103611,0.0312052985471326,190
"GREN",2016-02-26,0.195488896108197,0.192362672682558,0.0306854110728684,190
"GREN",2016-02-27,0.195283102826722,0.191878311053223,0.0301671331865607,190
"GREN",2016-02-28,0.195103142731722,0.191642762003163,0.0296545450339616,190
"GREN",2016-02-29,0.194959375920672,0.191564095501028,0.0291514923524874,190
"GREN",2016-03-01,0.194862162491049,0.191573319020235,0.0286616204648159,190
"GREN",2016-03-02,0.194821862540327,0.192137365933257,0.0281884332509081,190
"GREN",2016-03-03,0.19484682608772,0.192288640667586,0.0277355051409448,190
"GREN",2016-03-04,0.194937362839405,0.192478410912468,0.0273068799878858,190
"GREN",2016-03-05,0.195091772423295,0.192633966688044,0.0269065473195192,190
"GREN",2016-03-06,0.195308354467304,0.19262687243136,0.0265381920065118,190
"GREN",2016-03-07,0.195585408599347,0.192943691982372,0.02620512060649,190
"GREN",2016-03-08,0.195921234447339,0.193193255921427,0.025910239775455,190
"GREN",2016-03-09,0.196314131639193,0.193475000731542,0.0256560942260583,190
"GREN",2016-03-10,0.196761992996947,0.193948138053174,0.0254450101334592,190
"GREN",2016-03-11,0.197262241687839,0.194423178673901,0.0252827109184474,190
"GREN",2016-03-12,0.19781120847861,0.195004396333211,0.0251730671043987,190
"GREN",2016-03-13,0.198399948263278,0.195636766995112,0.0251062691940291,190
"GREN",2016-03-14,0.199020398349059,0.196274283241425,0.0250791451670442,190
"GREN",2016-03-15,0.199664356216738,0.196708698716957,0.025089103625803,190
"GREN",2016-03-16,0.200326554426094,0.197300375219184,0.0251415305545337,190
"GREN",2016-03-17,0.200995076588426,0.1981617686541,0.0252228883835287,190
"GREN",2016-03-18,0.201660766854549,0.198516933077574,0.0253269772151304,190
"GREN",2016-03-19,0.202314469375278,0.199161345490538,0.0254471612715286,190
"GREN",2016-03-20,0.202947037975077,0.19966534687436,0.0255763881419422,190
"GREN",2016-03-21,0.203549365173004,0.200071239280696,0.0257071927704155,190
"GREN",2016-03-22,0.204113793953383,0.200498776506117,0.0258327607614191,190
"GREN",2016-03-23,0.204638430467002,0.201100763131657,0.025949403941857,190
"GREN",2016-03-24,0.205122821656265,0.201517360391586,0.0260542734890426,190
"GREN",2016-03-25,0.205566514463577,0.202012819595217,0.0261444333243307,190
"GREN",2016-03-26,0.20596905583134,0.202433184058893,0.0262167291427044,190
"GREN",2016-03-27,0.206329992701961,0.20278838912591,0.0262677145927568,190
"GREN",2016-03-28,0.206648872017843,0.203155406779466,0.0262936312808548,190
"GREN",2016-03-29,0.206925240721389,0.203402037751629,0.0262904399573987,190
"GREN",2016-03-30,0.207158645755005,0.203731499578884,0.0262539013945423,190
"GREN",2016-03-31,0.207350208634104,0.204222315133251,0.0261807397027328,190
"GREN",2016-04-01,0.207507349166136,0.204370846000939,0.0260719590146174,190
"GREN",2016-04-02,0.207639061731561,0.204462852898242,0.0259298883043748,190
"GREN",2016-04-03,0.207754340710839,0.204293731293835,0.0257570961987338,190
"GREN",2016-04-04,0.207862180484429,0.204089592482836,0.0255563294942671,190
"GREN",2016-04-05,0.207971575432791,0.20415223273525,0.0253304666152284,190
"GREN",2016-04-06,0.208091519936385,0.204570070592754,0.0250824849804405,190
"GREN",2016-04-07,0.20823100837567,0.204707397162453,0.0248154418477959,190
"GREN",2016-04-08,0.208399035131107,0.204646212693353,0.0245324687171665,190
"GREN",2016-04-09,0.208604594583154,0.204820802405583,0.0242367797993835,190
"GREN",2016-04-10,0.208856681112272,0.205332609145445,0.0239316953940225,190
"GREN",2016-04-11,0.209164289098921,0.205601083402222,0.0236206812432035,190
"GREN",2016-04-12,0.209536412923559,0.205819639116377,0.0233074050071071,190
"GREN",2016-04-13,0.209982046966648,0.206435116486507,0.0229958108819594,190
"GREN",2016-04-14,0.210510185608645,0.206925964496374,0.0226902129671838,190
"GREN",2016-04-15,0.211129823230012,0.207348336272564,0.0223954071661532,190
"GREN",2016-04-16,0.211854830473687,0.208039818478729,0.0221169702400489,190
"GREN",2016-04-17,0.212718583032523,0.208669912872086,0.0218614433990161,190
"GREN",2016-04-18,0.213759332861853,0.209698069040006,0.0216349487534492,190
"GREN",2016-04-19,0.215016827737503,0.210754747506504,0.0214453963157633,190
"GREN",2016-04-20,0.216528691335996,0.212161312904623,0.0212897523870095,190
"GREN",2016-04-21,0.218339017009728,0.213758849757074,0.0211797847493254,190
"GREN",2016-04-22,0.220488677062249,0.215956876648182,0.0211165225213085,190
"GREN",2016-04-23,0.223024837967676,0.218163462815395,0.0210999496656965,190
"GREN",2016-04-24,0.226006035130505,0.221026841227007,0.0211281513792056,190
