"siteID","date","ndvi_mean","ndvi_median","ndvi_sd","ndvi_n_pixels","evi_mean","evi_median","evi_sd","evi_n_pixels"
"BLAN","2017-01-01",0.454129411764706,0.458,0.0248278010682048,17,0.206182352941176,0.2142,0.0172301057488817,17
"BLAN","2017-01-17",0.388841176470588,0.4019,0.0262100424175432,17,0.160717647058824,0.1529,0.0236716136779402,17
"BLAN","2017-02-02",0.398629411764706,0.4084,0.0223483714369158,17,0.174941176470588,0.1645,0.0264725579332525,17
"BLAN","2017-02-18",0.414311764705882,0.4166,0.0261980887268743,17,0.184711764705882,0.1815,0.0303964406294746,17
"BLAN","2017-03-06",0.4241,0.4181,0.0267066471126572,17,0.231611764705882,0.2233,0.0356661408473243,17
"BLAN","2017-03-22",0.428688235294118,0.4222,0.0401058736713362,17,0.2144,0.1999,0.0425065583175114,17
"BLAN","2017-04-07",0.542317647058824,0.5482,0.0451725197893326,17,0.290347058823529,0.2826,0.0526848308060188,17
"BLAN","2017-04-23",0.8115,0.797,0.0440348299644725,17,0.537541176470588,0.5295,0.0545021107254518,17
"BLAN","2017-05-09",0.830588235294118,0.8547,0.0753785768832311,17,0.552011764705882,0.5551,0.0758741876591847,17
"BLAN","2017-05-25",0.847341176470588,0.8575,0.0497773299156294,17,0.591594117647059,0.6197,0.0708974476849153,17
"BLAN","2017-06-10",0.846617647058824,0.8526,0.0487656927984997,17,0.651511764705882,0.6651,0.0617053166505219,17
"BLAN","2017-06-26",0.7871,0.7626,0.0618185752828387,17,0.603817647058824,0.5922,0.0533469098834942,17
"BLAN","2017-07-12",0.885094117647059,0.8928,0.0268171463477249,17,0.5851,0.5807,0.0474200511387325,17
"BLAN","2017-07-28",0.856982352941177,0.8547,0.0298450422033149,17,0.642241176470588,0.6203,0.0468049684705525,17
"BLAN","2017-08-13",0.865047058823529,0.8788,0.0376659182426079,17,0.552523529411765,0.5573,0.055014719955342,17
"BLAN","2017-08-29",0.856111764705882,0.8561,0.0295031329343373,17,0.481888235294118,0.4864,0.0296479949227798,17
"BLAN","2017-09-14",0.821694117647059,0.8301,0.0265890830649591,17,0.462,0.4787,0.0435973336340653,17
"BLAN","2017-09-30",0.787794117647059,0.788,0.036981692609118,17,0.413411764705882,0.4171,0.0479091833883774,17
"BLAN","2017-10-16",0.729529411764706,0.7158,0.0617241217505956,17,0.364352941176471,0.3786,0.0467491860577147,17
"BLAN","2017-11-01",0.509029411764706,0.515,0.0335922566357539,17,0.322376470588235,0.3372,0.0458934027041437,17
"BLAN","2017-11-17",0.480911764705882,0.4753,0.050322694710649,17,0.214958823529412,0.2008,0.0500396100457369,17
"BLAN","2017-12-03",0.433582352941176,0.4357,0.0331235044057486,17,0.189847058823529,0.1902,0.0263215956404399,17
"BLAN","2017-12-19",0.4266,0.439,0.0255492661342748,17,0.189611764705882,0.1855,0.0217234574352513,17
"BLAN","2018-01-01",0.374505882352941,0.3763,0.0413907820442583,17,0.178423529411765,0.1741,0.0203195266127119,17
"BLAN","2018-01-17",0.360058823529412,0.3692,0.0396819237629605,17,0.154282352941176,0.1473,0.0181306796374997,17
"BLAN","2018-02-02",0.332923529411765,0.3582,0.0515944949753819,17,0.144111764705882,0.1508,0.0204464202965012,17
"BLAN","2018-02-18",0.381970588235294,0.388,0.0241137607162871,17,0.183288235294118,0.1794,0.028845382697083,17
"BLAN","2018-03-06",0.370994117647059,0.3642,0.0275945979901011,17,0.179317647058824,0.1805,0.0145407717854881,17
"BLAN","2018-03-22",0.408488235294118,0.4237,0.0321709473429238,17,0.190505882352941,0.1811,0.0347472925310058,17
"BLAN","2018-04-07",0.458417647058824,0.4679,0.0420917188306399,17,0.234211764705882,0.2306,0.0376732976117193,17
"BLAN","2018-04-23",0.6811,0.687,0.0682426919164243,17,0.405235294117647,0.4153,0.0564553467482982,17
"BLAN","2018-05-09",0.811952941176471,0.8219,0.0428305544799367,17,0.600852941176471,0.6065,0.0506414864222884,17
"BLAN","2018-05-25",0.835441176470588,0.8399,0.052844063749199,17,0.547411764705882,0.5449,0.0443862856402873,17
"BLAN","2018-06-10",0.842794117647059,0.8424,0.0361509417337266,17,0.645005882352941,0.6467,0.0434460365077793,17
"BLAN","2018-06-26",0.864958823529412,0.8719,0.037656773275593,17,0.619029411764706,0.6375,0.067895017901775,17
"BLAN","2018-07-12",0.845923529411765,0.8416,0.0324077831973232,17,0.597682352941176,0.5987,0.0460354786454713,17
"BLAN","2018-07-28",0.832835294117647,0.8141,0.0577332003830602,17,0.570529411764706,0.5658,0.0765362721582542,17
"BLAN","2018-08-13",0.842470588235294,0.8458,0.0225876837210537,17,0.586929411764706,0.5991,0.0433083243254961,17
"BLAN","2018-08-29",0.856229411764706,0.8679,0.0464077548032907,17,0.509005882352941,0.5172,0.0494833491008369,17
"BLAN","2018-09-14",0.749805882352941,0.7483,0.0311398753728286,17,0.453188235294118,0.4512,0.023663259558674,17
"BLAN","2018-09-30",0.764270588235294,0.7903,0.0584204562279546,17,0.400617647058824,0.4185,0.0438933542135669,17
"BLAN","2018-10-16",0.756664705882353,0.7559,0.0480237563760957,17,0.368788235294118,0.3688,0.0419075154708696,17
"BLAN","2018-11-01",0.571070588235294,0.5731,0.036479956220949,17,0.246552941176471,0.2251,0.0459306966750867,17
"BLAN","2018-11-17",0.493541176470588,0.5051,0.0378461533518192,17,0.2109,0.2094,0.0360683899002991,17
"BLAN","2018-12-03",0.437805882352941,0.4377,0.0625538914715567,17,0.2062,0.1821,0.0553754458221331,17
"BLAN","2018-12-19",0.392588235294118,0.4053,0.0509778000990743,17,0.168152941176471,0.1626,0.0397233734350297,17
"BLAN","2019-01-01",0.395752941176471,0.3886,0.0472034442287724,17,0.147188235294118,0.1466,0.0429194431806981,17
"BLAN","2019-01-17",0.383088235294118,0.3936,0.0282484486820281,17,0.206835294117647,0.1957,0.033122347840553,17
"BLAN","2019-02-02",0.378058823529412,0.3904,0.0340265164765571,17,0.166694117647059,0.1675,0.0255785425354005,17
"BLAN","2019-02-18",0.368088235294118,0.3573,0.0282967949234746,17,0.186588235294118,0.1809,0.0226549906850825,17
"BLAN","2019-03-06",0.369182352941176,0.3688,0.0357800788724347,17,0.163317647058824,0.1638,0.0248207633669403,17
"BLAN","2019-03-22",0.412935294117647,0.4084,0.0452786641418515,17,0.209705882352941,0.1976,0.0453965784859971,17
"BLAN","2019-04-07",0.491276470588235,0.4885,0.0460284902181758,17,0.239694117647059,0.2247,0.0428954465909296,17
"BLAN","2019-04-23",0.807264705882353,0.8202,0.0455718106560469,17,0.551994117647059,0.5681,0.0515435310027873,17
"BLAN","2019-05-09",0.840541176470588,0.8466,0.0267635026394045,17,0.542352941176471,0.5467,0.0200702864219428,17
"BLAN","2019-05-25",0.855141176470588,0.8496,0.0357713408125752,17,0.681017647058824,0.6759,0.0510508843617586,17
"BLAN","2019-06-10",0.856888235294118,0.8521,0.0316494842444735,17,0.599188235294118,0.6105,0.0443360446244495,17
"BLAN","2019-06-26",0.855917647058824,0.8643,0.0403760639998211,17,0.6403,0.6622,0.0567451319497981,17
"BLAN","2019-07-12",0.869647058823529,0.8767,0.0336589905828862,17,0.610541176470588,0.6228,0.046685959597393,17
"BLAN","2019-07-28",0.863229411764706,0.8547,0.0338263537184006,17,0.579676470588235,0.5793,0.0455172155537299,17
"BLAN","2019-08-13",0.853682352941176,0.8601,0.0328698805005076,17,0.548641176470588,0.5451,0.0407722954164885,17
"BLAN","2019-08-29",0.836782352941177,0.8352,0.0541762428940735,17,0.481335294117647,0.4958,0.0371820847515385,17
"BLAN","2019-09-14",0.749858823529412,0.7532,0.0577798738621798,17,0.417170588235294,0.4199,0.0325896602603088,17
"BLAN","2019-09-30",0.734452941176471,0.7343,0.0757397197450507,17,0.373476470588235,0.3806,0.0555216458848682,17
"BLAN","2019-10-16",0.626911764705882,0.6296,0.0315952702621955,17,0.291358823529412,0.2902,0.0211702048532699,17
"BLAN","2019-11-01",0.573070588235294,0.572,0.0347752024563819,17,0.252552941176471,0.2503,0.0180342770040505,17
"BLAN","2019-11-17",0.466264705882353,0.4712,0.0450017352606607,17,0.169788235294118,0.1687,0.0282773072080984,17
"BLAN","2019-12-03",0.446235294117647,0.4473,0.0395969686525445,17,0.201247058823529,0.1922,0.0327685275387654,17
"BLAN","2019-12-19",0.412747058823529,0.4176,0.0298680037340768,17,0.178011764705882,0.1693,0.0358394315376399,17
"BLAN","2020-01-01",0.424794117647059,0.4201,0.0292972582033762,17,0.162252941176471,0.1592,0.0245815000978139,17
"BLAN","2020-01-17",0.404388235294118,0.4092,0.0312901518523189,17,0.176252941176471,0.187,0.0184966590782991,17
"BLAN","2020-02-02",0.410841176470588,0.4174,0.0291208486059286,17,0.184876470588235,0.1751,0.0353307148493305,17
"BLAN","2020-02-18",0.413905882352941,0.4167,0.0353208591095304,17,0.177835294117647,0.1756,0.0217664576004133,17
"BLAN","2020-03-05",0.445164705882353,0.4256,0.0514282867347396,17,0.237147058823529,0.2053,0.0651046284611073,17
"BLAN","2020-03-21",0.549823529411765,0.5273,0.0592749054133763,17,0.295947058823529,0.2806,0.0563796075461582,17
"BLAN","2020-04-06",0.579652941176471,0.5614,0.0491125635358085,17,0.364523529411765,0.3279,0.0610096767879056,17
"BLAN","2020-04-22",0.693552941176471,0.6988,0.0366240890270164,17,0.425711764705882,0.4188,0.0398494649015664,17
"BLAN","2020-05-08",0.788082352941176,0.7692,0.0510304594739029,17,0.531147058823529,0.5502,0.0505242777984884,17
"BLAN","2020-05-24",0.882252941176471,0.8714,0.025511078908169,17,0.586623529411765,0.5642,0.0481432956055639,17
"BLAN","2020-06-09",0.855217647058824,0.8571,0.054323892479439,17,0.617482352941176,0.6095,0.092032706382664,17
"BLAN","2020-06-25",0.858582352941176,0.8689,0.034962448342724,17,0.6731,0.6738,0.022227854147443,17
"BLAN","2020-07-11",0.8482,0.8471,0.0414838070818,17,0.604188235294118,0.6134,0.0563618319693494,17
"BLAN","2020-07-27",0.836882352941177,0.837,0.0703698464835447,17,0.5642,0.5663,0.0683560714201745,17
"BLAN","2020-08-12",0.847411764705882,0.8456,0.0151646332939896,17,0.601205882352941,0.5978,0.0279373735028061,17
"BLAN","2020-08-28",0.856247058823529,0.8539,0.0272016570645765,17,0.558794117647059,0.5635,0.0443087388472669,17
"BLAN","2020-09-13",0.877411764705882,0.8797,0.0282092379007512,17,0.479317647058824,0.4823,0.0331573754105726,17
"BLAN","2020-09-29",0.778235294117647,0.7829,0.0585663399613685,17,0.434088235294118,0.428,0.0639269297944237,17
"BLAN","2020-10-15",0.6747,0.68,0.0486426895843558,17,0.370429411764706,0.387,0.0453688186520473,17
"BLAN","2020-10-31",0.577729411764706,0.5923,0.0541918209315977,17,0.2788,0.2617,0.0548534410953406,17
"BLAN","2020-11-16",0.503741176470588,0.4958,0.0606734297162227,17,0.213711764705882,0.2053,0.0525890540221174,17
"BLAN","2020-12-02",0.515611764705882,0.5012,0.0594578304594204,17,0.226741176470588,0.2016,0.0629825576928201,17
"BLAN","2020-12-18",0.431170588235294,0.4338,0.0456849779017387,17,0.188523529411765,0.1819,0.0403385133806974,17
"BLAN","2021-01-01",0.423717647058824,0.4229,0.0375226470830304,17,0.178270588235294,0.172,0.0299475325508188,17
"BLAN","2021-01-17",0.405476470588235,0.3936,0.0381507458873966,17,0.195435294117647,0.1886,0.0336164569291677,17
"BLAN","2021-02-02",0.0630058823529412,0.0543,0.0327199188299008,17,0.0453176470588235,0.0472,0.0188048609172641,17
"BLAN","2021-02-18",0.380405882352941,0.384,0.0406787793356105,17,0.187976470588235,0.1858,0.0326473492302929,17
"BLAN","2021-03-06",0.418164705882353,0.4159,0.0270441061318467,17,0.218294117647059,0.216,0.0255153745462475,17
"BLAN","2021-03-22",0.459117647058824,0.4573,0.0434759306296904,17,0.256741176470588,0.2411,0.0496646008091217,17
"BLAN","2021-04-07",0.630258823529412,0.6367,0.0738377279819024,17,0.341194117647059,0.3273,0.0705322751528355,17
"BLAN","2021-04-23",0.815370588235294,0.8204,0.0300766264046078,17,0.485494117647059,0.4944,0.0371933708909974,17
"BLAN","2021-05-09",0.825847058823529,0.8307,0.0409491165601753,17,0.622658823529412,0.6425,0.0594711806132131,17
"BLAN","2021-05-25",0.852417647058824,0.8553,0.0361085903091999,17,0.637464705882353,0.6444,0.0639876837873554,17
"BLAN","2021-06-10",0.855694117647059,0.8536,0.0304807207630544,17,0.649547058823529,0.6724,0.0474208171277006,17
"BLAN","2021-06-26",0.838505882352941,0.8303,0.043445288446911,17,0.5751,0.5725,0.0439857079060915,17
"BLAN","2021-07-12",0.842764705882353,0.8618,0.0561870641382035,17,0.534323529411765,0.5555,0.0827418540508049,17
"BLAN","2021-07-28",0.790770588235294,0.8071,0.0807091983969755,17,0.519076470588235,0.5217,0.0550078350034312,17
"BLAN","2021-08-13",0.825394117647059,0.8371,0.0461689623907154,17,0.531982352941176,0.5255,0.0436490869791986,17
"BLAN","2021-08-29",0.817464705882353,0.8232,0.0440276467287384,17,0.515141176470588,0.5213,0.0401414383590002,17
"BLAN","2021-09-14",0.790288235294118,0.8031,0.0636181468053037,17,0.475529411764706,0.4932,0.0633888275320056,17
"BLAN","2021-09-30",0.810276470588235,0.8093,0.0288821426103519,17,0.444423529411765,0.4485,0.0473180003990522,17
"BLAN","2021-10-16",0.784652941176471,0.7893,0.037515632035977,17,0.398394117647059,0.3867,0.0474570525658231,17
"BLAN","2021-11-01",0.6734,0.6653,0.0355765723475435,17,0.331288235294118,0.3145,0.0604563983623006,17
"BLAN","2021-11-17",0.573447058823529,0.5632,0.0477708085242319,17,0.253176470588235,0.2252,0.0586066605580347,17
"BLAN","2021-12-03",0.506405882352941,0.4879,0.046629798286453,17,0.224123529411765,0.2074,0.0539235979119041,17
"BLAN","2021-12-19",0.474129411764706,0.462,0.0442332279613681,17,0.233564705882353,0.2069,0.0595632430822113,17
"BLAN","2022-01-01",0.501394117647059,0.4956,0.0585275412796001,17,0.177070588235294,0.1573,0.0307785388847871,17
"BLAN","2022-01-17",0.128258823529412,0.1265,0.0341956696604908,17,0.0903352941176471,0.0962,0.0202064637299699,17
"BLAN","2022-02-02",0.382476470588235,0.3789,0.0457991065607694,17,0.176605882352941,0.168,0.0436061989656894,17
"BLAN","2022-02-18",0.424188235294118,0.4275,0.0265300509411719,17,0.186447058823529,0.1779,0.0376105722777363,17
"BLAN","2022-03-06",0.427347058823529,0.4345,0.0279539603108186,17,0.254094117647059,0.2361,0.0291828603504745,17
"BLAN","2022-03-22",0.545035294117647,0.5305,0.0499912735031884,17,0.265358823529412,0.2763,0.0440720724896097,17
"BLAN","2022-04-07",0.613570588235294,0.624,0.0527009578269916,17,0.318623529411765,0.3254,0.0515997278264596,17
"BLAN","2022-04-23",0.686911764705882,0.6897,0.0245655470718886,17,0.400164705882353,0.4154,0.0449814675891148,17
"BLAN","2022-05-09",0.874864705882353,0.8687,0.044296754130191,17,0.595552941176471,0.598,0.0486068683115753,17
"BLAN","2022-05-25",0.8894,0.9057,0.0327161084177199,17,0.608611764705882,0.6177,0.0513106943330645,17
"BLAN","2022-06-10",0.858417647058824,0.867,0.0391871189821049,17,0.615452941176471,0.6283,0.0607111719295454,17
"BLAN","2022-06-26",0.867558823529412,0.8788,0.0539718451929282,17,0.565658823529412,0.5869,0.0493884735897903,17
"BLAN","2022-07-12",0.838641176470588,0.8485,0.0343412117364751,17,0.559611764705882,0.5574,0.0612120380557712,17
"BLAN","2022-07-28",0.834894117647059,0.8363,0.0581084381844435,17,0.528352941176471,0.5471,0.0622842989609647,17
"BLAN","2022-08-13",0.829717647058824,0.8418,0.0605489908596142,17,0.496435294117647,0.5068,0.0472872200120771,17
"BLAN","2022-08-29",0.826864705882353,0.8309,0.0374787930231296,17,0.480270588235294,0.485,0.0332312120736267,17
"BLAN","2022-09-14",0.818935294117647,0.8462,0.0587306557640095,17,0.384588235294118,0.3792,0.0502570875891269,17
"BLAN","2022-09-30",0.789441176470588,0.8028,0.0644556442332975,17,0.421994117647059,0.4361,0.0466514532274751,17
"BLAN","2022-10-16",0.608564705882353,0.6171,0.0477726247601133,17,0.298552941176471,0.2831,0.0552774379567181,17
"BLAN","2022-11-01",0.541188235294118,0.5427,0.0549994532058381,17,0.254117647058824,0.2316,0.0517310863419438,17
"BLAN","2022-11-17",0.469823529411765,0.4547,0.0442787834268818,17,0.197370588235294,0.1891,0.0381566633221821,17
"BLAN","2022-12-03",0.479505882352941,0.4635,0.0410356014728101,17,0.2011,0.1807,0.0539351114766624,17
"BLAN","2022-12-19",0.462635294117647,0.463,0.0379384030564096,17,0.191141176470588,0.1732,0.048653494977539,17
"HARV","2015-12-19",0.645895867768595,0.655,0.087288556329657,121,0.235429752066116,0.2534,0.0769017171943385,121
"HARV","2016-01-01",0.642542148760331,0.6745,0.111462723030367,121,0.247828925619835,0.2574,0.0615063186971015,121
"HARV","2016-01-17",0.555809090909091,0.5821,0.110878133552112,121,0.245239669421488,0.254,0.0637101868873663,121
"HARV","2016-02-02",0.551719008264463,0.5832,0.113828548933655,121,0.286677685950413,0.3073,0.0790015975446101,121
"HARV","2016-02-18",0.415638842975207,0.451,0.137381475808483,121,0.178105785123967,0.1645,0.0729722439213713,121
"HARV","2016-03-05",0.607250413223141,0.6037,0.0830828523462844,121,0.24004958677686,0.2556,0.0677446973619423,121
"HARV","2016-03-21",0.5735,0.5893,0.124290681468886,121,0.224229752066116,0.2545,0.0823138046792356,121
"HARV","2016-04-06",0.583893388429752,0.5872,0.100946564854496,121,0.252443801652893,0.2805,0.0802719958355777,121
"HARV","2016-04-22",0.607852066115703,0.6094,0.0776364681267482,121,0.237223140495868,0.2585,0.0672123844743048,121
"HARV","2016-05-08",0.670604132231405,0.7004,0.0989037734338232,121,0.348280165289256,0.402,0.122053216275958,121
"HARV","2016-05-24",0.772629752066116,0.8232,0.131717683351318,121,0.457280991735537,0.5286,0.159742287405918,121
"HARV","2016-06-09",0.840217355371901,0.8683,0.0963302338120332,121,0.581023966942149,0.646,0.161359606172463,121
"HARV","2016-06-25",0.827253719008264,0.8379,0.0883155384981623,121,0.523563636363636,0.5704,0.131512467089626,121
"HARV","2016-07-11",0.818937190082645,0.8475,0.103988957853091,121,0.525911570247934,0.5773,0.155019832166771,121
"HARV","2016-07-27",0.788039669421488,0.8623,0.161940782118721,121,0.463223140495868,0.5349,0.167097332294849,121
"HARV","2016-08-12",0.844959504132231,0.8732,0.0978195937926143,121,0.473388429752066,0.5245,0.13766585281645,121
"HARV","2016-08-28",0.826311570247934,0.8646,0.10118733137938,121,0.444014876033058,0.4993,0.13436008190751,121
"HARV","2016-09-13",0.808029752066116,0.8497,0.110630126732149,121,0.456621487603306,0.5125,0.140874567261454,121
"HARV","2016-09-29",0.780388429752066,0.8162,0.113433054552074,121,0.398795041322314,0.4473,0.117706284773612,121
"HARV","2016-10-15",0.636568595041322,0.6699,0.112638061975114,121,0.269976033057851,0.3021,0.0860962726881884,121
"HARV","2016-10-31",0.627842975206612,0.6539,0.110388402792478,121,0.263003305785124,0.2875,0.0763589319528548,121
"HARV","2016-11-16",0.622403305785124,0.6387,0.0898759681764118,121,0.244985123966942,0.2583,0.0637306345242184,121
"HARV","2016-12-02",0.639450413223141,0.6476,0.0763309964605543,121,0.241156198347107,0.2367,0.0558035540871756,121
"HARV","2016-12-18",0.512377685950413,0.5305,0.114503283422793,121,0.259071074380165,0.2678,0.0668974182835388,121
"HARV","2017-01-01",0.565368595041322,0.6171,0.150003678862141,121,0.207300826446281,0.2273,0.0736426410623942,121
"HARV","2017-01-17",0.404306611570248,0.4369,0.111842869490741,121,0.151164462809917,0.1379,0.0716316699739067,121
"HARV","2017-02-02",0.35402479338843,0.335,0.209202202936534,121,0.200489256198347,0.2261,0.104086902635613,121
"HARV","2017-02-18",0.577246280991736,0.5985,0.115686749487083,121,0.205112396694215,0.2169,0.0551586886027456,121
"HARV","2017-03-06",0.552152066115702,0.5774,0.114046430675678,121,0.22329173553719,0.2371,0.0658213865785998,121
"HARV","2017-03-22",0.504864462809917,0.5718,0.172583313629246,121,0.196255371900826,0.219,0.0690279399354749,121
"HARV","2017-04-07",0.568519008264463,0.5771,0.0774450668905059,121,0.265704132231405,0.2864,0.0663622500581646,121
"HARV","2017-04-23",0.581379338842975,0.5866,0.0866229780113754,121,0.268046280991736,0.293,0.0675739755642194,121
"HARV","2017-05-09",0.704374380165289,0.741,0.135495684758424,121,0.360538842975207,0.3728,0.129079583572759,121
"HARV","2017-05-25",0.812504958677686,0.8387,0.0664265695476838,121,0.510766115702479,0.5789,0.144973621482047,121
"HARV","2017-06-10",0.791286776859504,0.8373,0.127497918245847,121,0.487170247933884,0.5354,0.147193004614479,121
"HARV","2017-06-26",0.760301652892562,0.7872,0.111996327308437,121,0.43191652892562,0.4713,0.137002870619017,121
"HARV","2017-07-12",0.799385950413223,0.8174,0.0572386761810944,121,0.467461157024793,0.5355,0.132276040518746,121
"HARV","2017-07-28",0.806447933884298,0.8385,0.0983865481143752,121,0.459642148760331,0.5112,0.136990072482197,121
"HARV","2017-08-13",0.810747107438017,0.8374,0.0727566904992022,121,0.408099173553719,0.4469,0.102302642924371,121
"HARV","2017-08-29",0.770633884297521,0.7967,0.0757720194109926,121,0.427511570247934,0.4793,0.112100403054645,121
"HARV","2017-09-14",0.77059173553719,0.8034,0.0934344927268805,121,0.369884297520661,0.409,0.107337649505555,121
"HARV","2017-09-30",0.724767768595041,0.7615,0.109445175936688,121,0.344851239669421,0.3755,0.111438321592187,121
"HARV","2017-10-16",0.657088429752066,0.6758,0.0676464438460277,121,0.26231652892562,0.2798,0.0654422446985475,121
"HARV","2017-11-01",0.635861157024793,0.662,0.11408047113909,121,0.217937190082645,0.238,0.0698765162414281,121
"HARV","2017-11-17",0.646238016528926,0.6558,0.0855567913300851,121,0.235205785123967,0.2463,0.0567757200123443,121
"HARV","2017-12-03",0.650690082644628,0.6749,0.100637056962929,121,0.211117355371901,0.228,0.0630845777213496,121
"HARV","2017-12-19",0.591012396694215,0.6246,0.125277254233858,121,0.290785950413223,0.3178,0.0757242819992208,121
"HARV","2018-01-01",0.565278512396694,0.6217,0.1589833750253,121,0.193336363636364,0.2117,0.0704046175095545,121
"HARV","2018-01-17",0.419868595041322,0.4885,0.181048476028318,121,0.171154545454545,0.1834,0.0570856928952722,121
"HARV","2018-02-02",0.291777685950413,0.332,0.140517716847143,121,0.162779338842975,0.1922,0.0708850100718943,121
"HARV","2018-02-18",0.450461157024793,0.5468,0.192256055549147,121,0.215361983471074,0.2558,0.0932759608689884,121
"HARV","2018-03-06",0.324432231404959,0.3293,0.121461406912426,121,0.167298347107438,0.1687,0.0619895716814141,121
"HARV","2018-03-22",0.60431652892562,0.6157,0.0692223137761077,121,0.200597520661157,0.2134,0.047960036250351,121
"HARV","2018-04-07",0.571376033057851,0.5868,0.0930531219472632,121,0.20943305785124,0.233,0.0713220096796094,121
"HARV","2018-04-23",0.616280165289256,0.6274,0.0759397015399221,121,0.266404958677686,0.3079,0.0925974179366787,121
"HARV","2018-05-09",0.780970247933884,0.8266,0.110232776919744,121,0.46909173553719,0.5478,0.174166359451137,121
"HARV","2018-05-25",0.806112396694215,0.8793,0.15416473903493,121,0.50076694214876,0.5937,0.183672665535017,121
"HARV","2018-06-10",0.856254545454545,0.8799,0.0910307676923943,121,0.503460330578512,0.5594,0.163420243788491,121
"HARV","2018-06-26",0.849262809917355,0.8877,0.0979813852493008,121,0.53904958677686,0.6167,0.174990235024685,121
"HARV","2018-07-12",0.851223140495868,0.8847,0.0946283667479706,121,0.536909917355372,0.6118,0.155486627723501,121
"HARV","2018-07-28",0.843985950413223,0.8677,0.064824123989177,121,0.507351239669422,0.5833,0.16834890016258,121
"HARV","2018-08-13",0.872012396694215,0.9029,0.11319734505886,121,0.429680991735537,0.4806,0.125937758644267,121
"HARV","2018-08-29",0.83926694214876,0.8699,0.0897609541954163,121,0.483854545454545,0.5663,0.163480785823085,121
"HARV","2018-09-14",0.864763636363636,0.8798,0.0651082035281781,121,0.398696694214876,0.4496,0.116487052165956,121
"HARV","2018-09-30",0.787440495867769,0.7937,0.0327913900755274,121,0.431229752066116,0.4483,0.086014392831111,121
"HARV","2018-10-16",0.744846280991736,0.7552,0.06283264947637,121,0.338648760330579,0.3654,0.10487446870402,121
"HARV","2018-11-01",0.640764462809917,0.6606,0.106086852672314,121,0.225103305785124,0.2553,0.0788439290982342,121
"HARV","2018-11-17",0.53712479338843,0.5731,0.140091835522864,121,0.265810743801653,0.2842,0.074850875970885,121
"HARV","2018-12-03",0.716922314049587,0.72,0.0654907798696418,121,0.218190082644628,0.2352,0.0696828749944569,121
"HARV","2018-12-19",0.71234132231405,0.7107,0.0557291899418092,121,0.224185123966942,0.2429,0.0750538935933784,121
