uid,nightuid,eventID,namedLocation,domainID,siteID,plotID,mammalGridSamplingMethod,collectDate,endDate,samplingImpractical,samplingProtocolVersion,remarks,dataQF
"ca52550a-bd90-46f1-9a73-046cbd3af5cc","95d1291a-06ac-4cde-8498-ce04fb4121fb","SERC.2020.26","SERC_007.mammalGrid.mam","D02","SERC","SERC_007","diversity","2020-06-23","2020-06-23","logistical","NEON.DOC.000481vM","COVID19",
"82f50ff9-398d-4e54-9f0e-afe2506de52f","7c023627-2130-4502-98f0-ef01a9485875","SERC.2020.26","SERC_011.mammalGrid.mam","D02","SERC","SERC_011","pathogen","2020-06-23","2020-06-23","logistical","NEON.DOC.000481vM","COVID19",
"c0fa5598-a700-4320-958b-64dce030dac8","cbe7e0f1-1f66-4eaa-abf1-d319871b8195","SERC.2020.26","SERC_031.mammalGrid.mam","D02","SERC","SERC_031","pathogen","2020-06-23","2020-06-23","logistical","NEON.DOC.000481vM","COVID19",
"047abc20-a559-4928-ac04-d1f9c6a47b52","990ba3d0-1451-4365-9b07-890aa1e34820","SERC.2020.26","SERC_015.mammalGrid.mam","D02","SERC","SERC_015","pathogen","2020-06-23","2020-06-23","logistical","NEON.DOC.000481vM","COVID19",
"5d0d8892-0980-4c9b-a159-c7c8d436f4d7","41a06bd3-4612-45a5-bacc-28de0da4c1f3","SERC.2020.26","SERC_031.mammalGrid.mam","D02","SERC","SERC_031","pathogen","2020-06-24","2020-06-24","logistical","NEON.DOC.000481vM","COVID19",
"2a08cb01-aef4-4460-b3cb-05c63c664faa","368e02b1-a4d1-4226-b2dc-adfe48d52fd9","SERC.2020.26","SERC_015.mammalGrid.mam","D02","SERC","SERC_015","pathogen","2020-06-24","2020-06-24","logistical","NEON.DOC.000481vM","COVID19",
"1714de90-df86-40b0-9b95-aea44645ad4c","7bd925b4-8fe3-46f8-b9e7-735698f69e60","SERC.2020.26","SERC_011.mammalGrid.mam","D02","SERC","SERC_011","pathogen","2020-06-24","2020-06-24","logistical","NEON.DOC.000481vM","COVID19",
"371cd712-3749-4f42-8a49-bf91612c339f","cf727ac0-89ca-4ae3-b87f-c7b647a01e28","SERC.2020.26","SERC_008.mammalGrid.mam","D02","SERC","SERC_008","diversity","2020-06-24","2020-06-24","logistical","NEON.DOC.000481vM","COVID19",
"ab789e2d-eb68-4096-8c6d-555e98a7a824","69ed6c4c-dfde-4360-a525-ed6e680d148f","SERC.2020.26","SERC_014.mammalGrid.mam","D02","SERC","SERC_014","diversity","2020-06-25","2020-06-25","logistical","NEON.DOC.000481vM","COVID19",
"ae2bb078-ca6a-4d1c-b0aa-f5848c1ae724","f42de843-c154-480e-a312-4ac985d71870","SERC.2020.26","SERC_011.mammalGrid.mam","D02","SERC","SERC_011","pathogen","2020-06-25","2020-06-25","logistical","NEON.DOC.000481vM","COVID19",
"d937b0fc-60d0-4bdb-b5b0-6f1477e86988","249b6a17-ab2d-48df-9c4d-a2d41b0fb209","SERC.2020.26","SERC_015.mammalGrid.mam","D02","SERC","SERC_015","pathogen","2020-06-25","2020-06-25","logistical","NEON.DOC.000481vM","COVID19",
"5f51dd44-f971-4431-9727-1a9639dc9a0e","7fe14117-400d-489d-a4c3-77d52b0b07bf","SERC.2020.26","SERC_031.mammalGrid.mam","D02","SERC","SERC_031","pathogen","2020-06-25","2020-06-25","logistical","NEON.DOC.000481vM","COVID19",
"6a164305-3abb-4b92-9957-d0b915270123","e33e33dc-b7e1-4eb6-a5c0-0e1f29cafb71","SERC.2020.26","SERC_016.mammalGrid.mam","D02","SERC","SERC_016","diversity","2020-06-26","2020-06-26","logistical","NEON.DOC.000481vM","COVID19",
"d5c480fc-cc4f-4d3b-9aca-9bd15ee6bb84","79958bee-9909-4c88-8ccb-fc95e1c9f00a","SERC.2020.26","SERC_032.mammalGrid.mam","D02","SERC","SERC_032","diversity","2020-06-26","2020-06-26","logistical","NEON.DOC.000481vM","COVID19",
